ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene_Symbol_1	Gene description
ENSG00000100014	NaN		sperm antigen with calponin homology and coiled-coil domains 1 like	SPECC1L	23384	10.47350709	15.615363	1165	13.821561	1660	16.216999	1563	13.284674	1264	1152.681569	1.83E-14	-1.610956691	0.086035257	1.29E-15	-7.995765136	9.78718255	10.936909	787	10.921338	741	11.097629	1053	9.891652	1085	10.33133585	10.34457508	10.36594016	10.31520416	9.96318547	9.93674655	9.97567036	9.85930541	NM_001145468,NM_001254732,NM_001254733,NM_015330	31.98201499	0.021459703	-31.98201499	SPECC1L	Cytospin-A (SPECC1-like protein)(Renal carcinoma antigen NY-REN-22) [Source:UniProtKB/Swiss-Prot;Acc:Q69YQ0]
ENSG00000100142	48.14982350797555	P61218	RNA polymerase II subunit F	POLR2F	5435	8.438889178	11.949842	273	12.70569	475	10.099909	308	11.274759	329	384.5366224	0.337757523	1.215821099	0.246885831	0.253475334	1.141948723	8.72126955	13.730198	298	22.100725	450	11.32244	332	22.008665	689	8.44825381	8.62716724	8.33968257	8.51962615	8.48762052	8.86473841	8.35121154	8.81994826	NM_001301129,NM_001301130,NM_001301131,NM_021974,NR_125371	2.335105052	0.120928338	2.335105052	POLR2F	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2)(DNA-directed RNA polymerase II subunit F)(DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide)(RPABC14.4)(RPB14.4)(RPB6)(RPC15) [Source:
ENSG00000100316	3398.13014713111	P39023	ribosomal protein L3	RPL3	6122	14.24884074	1275.58873	18937	793.824299	19054	1249.826275	23963	779.800142	14709	15511.6655	7.62872E-4	-1.68483878	0.205487451	2.49705E-4	-3.662562097	13.49623107	801.595228	11548	605.171446	8192	800.425045	15161	598.025032	12983	14.24496896	13.94734719	14.22710705	13.93043098	13.77483705	13.51632219	13.77177041	13.50308183	NM_000967,NM_001033853	4.379387309	0.171852731	-4.379387309	RPL3	60S ribosomal protein L3 (HIV-1 TAR RNA-binding protein B)(TARBP-B) [Source:UniProtKB/Swiss-Prot;Acc:P39023]
ENSG00000100442	649.1853855433808	Q00688	FK506 binding protein 3	FKBP3	2287	9.765956416	43.243759	650	43.901859	1068	44.07972	855	46.729164	891	897.4448281	0.714942383	1.061521018	0.182491189	0.636938147	0.471984087	9.852116256	44.766563	652	67.514908	924	45.873154	879	64.523537	1428	9.6937072	9.82593891	9.70950764	9.87578063	9.66367764	9.98336172	9.68237533	9.94722725	NM_002013	0.970537856	0.088775352	0.970537856	FKBP3	FK506-binding protein 3 (EC 5.2.1.8)(Peptidyl-prolyl cis-trans isomerase)(PPIase)(Rotamase)(25 kDa FKBP)(FKBP-25)(Rapamycin-selective 25 kDa immunophilin) [Source:UniProtKB/Swiss-Prot;Acc:Q00688]
ENSG00000100823	1289.3340280530172	P27695	apurinic/apyrimidinic endodeoxyribonuclease 1	APEX1	328	11.17935631	157.735285	2716	61.030233	1702	151.787244	3383	56.381253	1238	2410.053221	0.829091772	1.078645144	0.373739484	0.770105801	0.292236506	11.28828657	86.762704	1446	115.240044	1810	139.911847	3071	183.475475	4652	11.47947679	10.79565082	11.44765382	10.73429696	10.90470505	11.11366631	11.30786375	11.52418901	NM_001244249,NM_001641,NM_080648,NM_080649	0.269417475	0.404317723	0.269417475	APEX1	DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)(Apurinic-apyrimidinic endonuclease 1)(AP endonuclease 1)(APEX nuclease)(APEN)(Protein REF-1) [Source:UniProtKB/Swiss-Prot;Acc:P27695]
ENSG00000101138	452.51878830502244	Q05048	cleavage stimulation factor subunit 1	CSTF1	1477	9.516248848	22.743873	582	20.6457	861	23.825593	790	20.671191	679	739.9180548	0.84220913	1.020781975	0.109602675	0.786584472	0.2707485	9.546040737	23.210495	583	29.368798	687	23.611687	780	28.565276	1083	9.4880556	9.5322527	9.53074531	9.53387381	9.45636511	9.61916796	9.46904829	9.6003594	NM_001033521,NM_001033522,NM_001324	1.344741225	0.022154366	1.344741225	CSTF1	Cleavage stimulation factor 50 kDa subunit (CSTF 50 kDa subunit)(CF-1 50 kDa subunit)(CstF-50) [Source:UniProtKB/Swiss-Prot;Acc:Q05048]
ENSG00000101367	2730.3409471974	Q15691	microtubule associated protein RP/EB family member 1	MAPRE1	22919	11.27898613	42.823524	1253	84.510498	4000	42.229534	1595	85.816696	3183	3269.633315	0.094207403	1.631512885	0.370141347	0.056397959	1.907947836	11.98525223	91.206413	2585	157.52359	4199	93.961876	3505	159.623718	6878	11.01202328	11.67918978	11.00171394	11.68872177	11.560844	12.01700675	11.58536072	12.03217451	NM_012325	1.806498991	0.39095848	1.806498991	MAPRE1	Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1)(End-binding protein 1)(EB1) [Source:UniProtKB/Swiss-Prot;Acc:Q15691]
ENSG00000102172	1456.7245010930815	P52788	spermine synthase	SMS	6611	10.17742691	45.415218	932	40.818741	1355	46.567909	1233	41.509991	1080	2345.624229	3.92E-8	3.05119791	0.276340484	5.75E-9	5.823887032	11.78677707	101.963165	2026	212.014193	3951	104.833466	2742	207.493788	6251	10.50789489	10.53446337	10.52677352	10.54428819	11.11375339	11.75398464	11.13730963	11.73652177	NM_001258423,NM_004595	104.4433877	0.015408828	104.4433877	SMS	Spermine synthase (SPMSY)(EC 2.5.1.22)(Spermidine aminopropyltransferase) [Source:UniProtKB/Swiss-Prot;Acc:P52788]
ENSG00000103495	9.727617481720273	P56270	MYC associated zinc finger protein	MAZ	4150	10.69981196	54.444483	1292	55.204596	2082	58.52915	1876	45.479467	1406	1725.40774	0.490282268	1.074503968	0.122725526	0.398257616	0.844737144	10.80375931	55.740966	1312	67.808898	1617	67.791794	2144	64.951174	2428	10.66693512	10.78402952	10.76694532	10.65412614	10.64668911	10.84852984	10.82986891	10.78754075	NM_001042539,NM_001276275,NM_001276276,NM_002383,NR_074080	1.55283535	0.066940355	1.55283535	MAZ	Myc-associated zinc finger protein (MAZI)(Purine-binding transcription factor)(Pur-1)(ZF87)(ZIF87) [Source:UniProtKB/Swiss-Prot;Acc:P56270]
ENSG00000104613	1.5607026847740424	Q9NVR2	integrator complex subunit 10	INTS10	55174	8.879349578	15.803642	447	10.683213	489	14.421768	527	10.896918	391	625.5221203	1.02821E-4	1.658149236	0.174069278	2.77E-5	4.191284453	9.607553215	20.649546	566	28.388092	731	21.232582	766	29.569586	1231	9.14696143	8.9448989	9.07261711	8.95761169	9.31257599	9.56143476	9.33563956	9.60137428	NM_018142	7.540671916	0.096570126	7.540671916	INTS10	Integrator complex subunit 10 (Int10) [Source:UniProtKB/Swiss-Prot;Acc:Q9NVR2]
ENSG00000104738	NaN		minichromosome maintenance complex component 4	MCM4	4173	10.3797274	10.219637	561	26.316481	2288	10.560899	748	26.004433	1808	1855.398656	0.158654778	1.785131986	0.513993735	0.10383509	1.626538785	11.21582116	20.581686	1071	58.862505	2897	20.539968	1436	59.855043	4772	9.97470234	10.82951356	9.99765019	10.83294066	10.43905606	11.3465534	10.45320627	11.36763921	NM_005914,NM_182746	1.713369114	0.487982276	1.713369114	MCM4	DNA replication licensing factor MCM4 (CDC21 homolog)(P1-CDC21) [Source:UniProtKB/Swiss-Prot;Acc:P33991]
ENSG00000104824	3332.3027113146013	P14866	heterogeneous nuclear ribonucleoprotein L	HNRNPL	3191	11.73333314	113.281738	2672	110.981537	4236	110.653671	3370	109.361618	3271	3546.199293	0.671920918	1.083107381	0.213979437	0.590398501	0.53825864	11.84848548	106.45639	2433	177.654037	3818	109.446917	3218	177.143815	6094	11.70544944	11.80894695	11.68623789	11.7924971	11.59521439	12.00341194	11.59825752	11.99509218	NM_001005335,NM_001533	1.874663824	0.061425595	1.874663824	HNRNPL	Heterogeneous nuclear ribonucleoprotein L (hnRNP L) [Source:UniProtKB/Swiss-Prot;Acc:P14866]
ENSG00000105058	NaN		family with sequence similarity 32 member A	FAM32A	26017	9.829867071	47.42017	779	39.725685	1056	46.88504	994	37.588974	783	964.3814728	0.184137804	1.119071158	0.105326041	0.123329852	1.540946315	9.992473738	53.183781	846	61.942913	927	49.134289	1029	59.942028	1450	9.89193575	9.86234858	9.88241111	9.8124759	9.92840205	10.03093916	9.86058498	10.0052891	NM_014077	4.589931952	0.035426814	4.589931952	FAM32A	Protein FAM32A  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y421]
ENSG00000105185	1718.8750104805822	O14737	programmed cell death 5	PDCD5	9141	9.642912168	62.828232	424	119.25547	1300	59.824764	521	115.181015	984	1234.782877	0.009171828	2.088646961	0.369199135	0.004001586	2.878036692	10.70570932	157.523636	1028	299.372284	1838	162.052185	1392	280.000244	2778	9.50971292	10.12744717	9.47390929	10.09421529	10.18307452	10.73232836	10.20667245	10.6726005	NM_004708	2.969143298	0.35794741	2.969143298	PDCD5	Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19)(Protein TFAR19) [Source:UniProtKB/Swiss-Prot;Acc:O14737]
ENSG00000105323	646.1180209043907	Q9BUJ2-2	heterogeneous nuclear ribonucleoprotein U like 1	HNRNPUL1	11100	12.83094208	162.467071	6947	111.265189	7778	150.227396	8348	105.119664	5682	7167.361253	0.810595861	-1.033682809	0.148440515	0.747474591	-0.321971097	12.78311425	132.348221	5604	169.340036	6625	131.154594	7178	158.174757	10016	12.94209436	12.74691849	12.88004546	12.68424593	12.72313114	12.89048773	12.69936924	12.83522408	NM_001301016,NM_001321208,NM_001321211,NM_007040,NM_144732	0.403717495	0.118468559	-0.403717495	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5)(E1B-55 kDa-associated protein 5)(E1B-AP5) [Source:UniProtKB/Swiss-Prot;Acc:Q9BUJ2]
ENSG00000105401	1229.420259934702	Q16543	cell division cycle 37	CDC37	11140	10.85965435	71.481667	1332	85.495712	2578	67.632339	1628	80.24498	1896	2650.821717	1.16076E-4	1.853005609	0.213891661	3.18E-5	4.160364393	11.74965554	137.40683	2481	204.095764	3466	131.912643	3135	195.545761	5368	10.93103214	11.19182247	10.88847992	11.13534179	11.41560169	11.74081143	11.37910807	11.70449286	NM_007065	5.958638924	0.149363169	5.958638924	CDC37	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit)(p50Cdc37) [Source:UniProtKB/Swiss-Prot;Acc:Q16543]
ENSG00000105402	310.4363321346336	P54920	NSF attachment protein alpha	NAPA	8775	10.03041244	38.937954	796	40.821971	1360	38.398955	1022	38.247666	997	940.5838596	0.194589076	-1.25175582	0.214772541	0.131463781	-1.508354659	9.706241068	45.287029	856	28.267483	469	44.990431	1128	36.379874	1066	9.88721049	10.05811708	9.88290549	9.9955739	9.9155921	9.44690759	9.91569898	9.72145593	NM_003827,NR_038456,NR_038457	3.779601923	0.085768655	-3.779601923	NAPA	Alpha-soluble NSF attachment protein (SNAP-alpha)(N-ethylmaleimide-sensitive factor attachment protein alpha) [Source:UniProtKB/Swiss-Prot;Acc:P54920]
ENSG00000105618	198.97923221232747	Q8WWY3	pre-mRNA processing factor 31	PRPF31	26121	9.599550349	24.647287	600	24.782482	977	24.041786	756	24.477846	756	946.7553411	0.001859029	1.440398372	0.154800544	6.71538E-4	3.400943313	10.12632457	35.127396	829	49.416016	1097	35.642712	1107	45.843559	1644	9.65435687	9.77638096	9.63490314	9.76219676	9.89090002	10.16125829	9.90235045	10.09642977	NM_015629	7.251861293	0.072639864	7.251861293	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)(U4/U6 snRNP 61 kDa protein)(hPrp31)(Protein 61K)(Serologically defined breast cancer antigen NY-BR-99) [Source:UniProtKB/Swiss-Prot;Acc:Q8WWY3]
ENSG00000106028	1945.1286808841312	Q04837	single stranded DNA binding protein 1	SSBP1	6742	9.751772505	61.108937	563	79.979716	1204	64.068248	730	82.729416	956	1156.314559	0.001628149	1.682227561	0.218076127	5.79835E-4	3.440875846	10.50232723	118.217686	1044	159.053877	1347	130.299245	1497	163.951171	2235	9.71925274	10.05943354	9.72268703	10.06682025	10.19343747	10.44312944	10.26707741	10.46972352	NM_001256510,NM_001256511,NM_001256512,NM_001256513,NM_003143,NR_046269	3.798883857	0.197572433	3.798883857	SSBP1	Single-stranded DNA-binding protein, mitochondrial Precursor (Mt-SSB)(MtSSB)(PWP1-interacting protein 17) [Source:UniProtKB/Swiss-Prot;Acc:Q04837]
ENSG00000107581	768.795650675687	Q14152	eukaryotic translation initiation factor 3 subunit A	EIF3A	8661	12.58990876	81.326576	4811	79.809967	7640	81.425713	6220	78.32486	5876	7796.258249	8.27E-10	1.529023909	0.094688551	9.82E-11	6.469746994	13.20264663	150.097244	8601	138.215591	7450	149.140198	11251	137.409744	11974	12.67146889	12.77323678	12.67299573	12.75395042	13.13545674	13.03263066	13.12896033	13.03033818	NM_003750	11.48836425	0.053335519	11.48836425	EIF3S10	Eukaryotic translation initiation factor 3 subunit A (eIF3a)(Eukaryotic translation initiation factor 3 subunit 10)(eIF-3-theta)(eIF3 p167)(eIF3 p180)(eIF3 p185) [Source:UniProtKB/Swiss-Prot;Acc:Q14152]
ENSG00000108349	1.4513220798107436	O15234	cancer susceptibility 3	CASC3	22794	10.9249989	33.805016	1576	30.858084	2328	33.664089	2026	30.398329	1797	1803.907471	0.011517061	-1.168626514	0.080378103	0.005158674	-2.79695487	10.70006145	30.997292	1400	33.525036	1424	29.533634	1756	34.865391	2394	10.86231107	10.90629028	10.8590551	10.88938602	10.72795341	10.76566221	10.686925	10.80159784	NM_007359	9.96470844	0.02257341	-9.96470844	CASC3	Protein CASC3 (Cancer susceptibility candidate gene 3 protein)(Metastatic lymph node protein 51)(Protein MLN 51)(Protein barentsz)(Btz) [Source:UniProtKB/Swiss-Prot;Acc:O15234]
ENSG00000108518	143025.45620669005	P07737	profilin 1	PFN1	5216	13.57994181	406.628906	6189	832.960571	20516	392.848846	7721	785.174316	15155	14573.28949	0.246721088	1.380203662	0.341923583	0.173954814	1.359605447	14.04484385	876.468933	12923	1169.131592	16215	836.579956	16239	1135.011841	25449	13.25982539	13.97209407	13.23425109	13.91577446	13.82898046	14.05480412	13.7878917	14.03102169	NM_005022	1.153188905	0.403144739	1.153188905	PFN1	Profilin-1 (Profilin I) [Source:UniProtKB/Swiss-Prot;Acc:P07737]
ENSG00000108946	669.0572731345126	P10644	protein kinase cAMP-dependent type I regulatory subunit alpha	PRKAR1A	5573	12.29937054	93.656104	4114	71.819111	5737	117.073903	5523	74.702366	4631	4160.070907	1.54E-27	-1.536586024	0.055385053	4.59E-29	-11.18945469	11.67929272	66.827396	2831	60.290594	2658	61.270514	3782	62.422781	4468	12.16734841	12.16143275	12.20249117	12.18376229	11.81375005	11.78482716	11.82509373	11.81948279	NM_001276289,NM_001276290,NM_001278433,NM_002734,NM_212471,NM_212472	33.65072903	0.018426876	-33.65072903	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1)(TSE1) [Source:UniProtKB/Swiss-Prot;Acc:P10644]
ENSG00000109220	NaN		cysteine rich hydrophobic domain 2	CHIC2	26511	8.626277063	24.042692	309	20.728107	431	25.408003	421	24.729815	403	395.0148392	0.997728665	-1.00043635	0.144192315	0.996517339	-0.004364882	8.625248835	29.425186	366	24.858238	291	31.2547	512	25.261438	478	8.57735193	8.57189479	8.622616	8.71680311	8.68615112	8.51836834	8.73720533	8.53378677	NM_012110	0.01533253	0.067061863	-0.01533253	CHIC2	Cysteine-rich hydrophobic domain 2 protein (BrX-like translocated in leukemia) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKJ5]
ENSG00000110315	NaN		ring finger protein 141	RNF141	50862	9.28227971	11.60302	529	8.609383	635	11.920199	701	10.23129	591	524.22426	0.006054002	-1.462218493	0.181436693	0.002517641	-3.021213048	8.734024071	9.479302	419	7.092248	295	10.007351	582	7.029835	472	9.19231465	9.0571062	9.21576481	9.20198042	8.95906146	8.69758628	9.0033326	8.69128812	NM_016422	7.433575266	0.073753964	-7.433575266	RNF141	RING finger protein 141 (Zinc finger protein 230) [Source:UniProtKB/Swiss-Prot;Acc:Q8WVD5]
ENSG00000110713	129.2153703889603	P52948-5	nucleoporin 98	NUP98	4928	10.8369334	21.618059	1342	18.751281	2183	17.839864	1769	26.53675	1969	2323.509701	0.002045593	1.540646249	0.18488825	7.44891E-4	3.372500089	11.46040479	38.080994	2052	54.194889	2697	37.946599	2643	43.357939	4491	10.87205003	10.98890114	10.88848863	11.10187947	11.18836019	11.45022008	11.16886008	11.47885711	NM_005387,NM_016320,NM_139131,NM_139132	5.875351097	0.106116448	5.875351097	NUP98	Nuclear pore complex protein Nup98-Nup96 Precursor [Contains Nuclear pore complex protein Nup98(Nucleoporin Nup98)(98 kDa nucleoporin);Nuclear pore complex protein Nup96(Nucleoporin Nup96)(96 kDa nucleoporin)] [Source:UniProtKB/Swiss-Prot;Acc:P52948]
ENSG00000110721	NaN		choline kinase alpha	CHKA	1119	6.724859626	2.403804	73	2.403326	118	3.173382	125	2.739285	106	694.4909461	9.97E-105	12.10746951	0.163389729	1.86E-107	22.01989977	10.32553769	40.708904	1195	34.575937	951	42.322113	1636	35.154228	1569	7.62213969	7.69675292	7.78252621	7.77833468	9.82431308	9.62759972	9.86278501	9.65125182	NM_001277,NM_212469	47.239173	0.076222293	47.239173	CHKA	Choline kinase alpha (CK)(EC 2.7.1.32)(CHETK-alpha) [Source:UniProtKB/Swiss-Prot;Acc:P35790]
ENSG00000111229	1781.6182923038555	O15145	actin related protein 2/3 complex subunit 3	ARPC3	10094	11.20118411	162.320114	1726	179.941815	3095	154.266867	2118	181.615799	2448	2540.059176	0.193881481	1.157582752	0.139773459	0.130938655	1.510410721	11.4123859	220.782354	2274	236.444909	2290	229.473611	3110	239.249394	3746	11.14178909	11.34876049	11.10033686	11.35295968	11.34133052	11.37146214	11.37354958	11.38450405	NM_001278556,NM_001287222	1.578968704	0.133759326	1.578968704	ARPC3	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit)(p21-ARC) [Source:UniProtKB/Swiss-Prot;Acc:O15145]
ENSG00000111237	1025.3084704585335	Q9UBQ0	VPS29,retromer complex component	VPS29	51699	9.57054079	39.054888	517	43.186621	943	43.880215	714	49.814906	854	851.9248046	0.168717068	1.241054286	0.195822448	0.111594972	1.591064893	9.881861239	62.545375	769	69.222413	793	57.132733	882	78.947061	1556	9.47309412	9.68598378	9.52654821	9.80549882	9.76723465	9.81752382	9.6498756	9.98829053	NM_001282150,NM_001282151,NM_016226,NM_057180,NR_104099,NR_104100,NR_104101,NR_104102	2.052082937	0.151709487	2.052082937	VPS29	Vacuolar protein sorting-associated protein 29 (EC 3.1.3.3)(Vesicle protein sorting 29)(hVPS29)(PEP11) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBQ0]
ENSG00000111276	NaN		cyclin dependent kinase inhibitor 1B	CDKN1B	1027	9.590929548	29.779272	838	15.712851	716	26.460596	961	14.162683	506	604.8087292	0.014595743	-1.75887683	0.300608002	0.006727864	-2.710022529	8.776217188	17.378489	474	10.467295	269	17.672672	634	10.468108	434	9.66332213	9.2214901	9.55576018	9.12997345	9.12572119	8.69697626	9.13831709	8.69677405	NM_004064	3.169958916	0.257010385	-3.169958916	CDKN1B	Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27)(p27Kip1) [Source:UniProtKB/Swiss-Prot;Acc:P46527]
ENSG00000111348	612.7553192954067	P52566	Rho GDP dissociation inhibitor beta	ARHGDIB	397	9.332566245	41.655519	584	24.864609	681	36.048089	675	30.852208	597	732.5565278	0.359241504	1.272757244	0.317735336	0.273465507	1.095116713	9.680142143	30.063948	442	73.745605	945	38.470793	579	73.523069	1520	9.46264526	9.30774738	9.37009921	9.39708099	9.20062938	9.87594294	9.19569766	9.87458835	NM_001175,NM_001321420,NM_001321421,NM_001321422,NM_001321423,NR_135637	5.414317201	0.064195703	5.414317201	ARHGDIB	Rho GDP-dissociation inhibitor 2 (Rho GDI 2)(Rho-GDI beta)(Ly-GDI) [Source:UniProtKB/Swiss-Prot;Acc:P52566]
ENSG00000111640	NaN		glyceraldehyde-3-phosphate dehydrogenase	GAPDH	2597	15.3797569	1802.051397	28884	2295.302825	60181	1732.39344	36353	2186.088905	45406	43158.34645	0.890371187	1.024532154	0.180512866	0.846411136	0.19369956	15.41473503	2387.956325	37197	2594.118808	38130	2314.791046	47358	2490.952034	59501	15.21511271	15.55201309	15.19476969	15.51501455	15.39435972	15.43974063	15.36494132	15.41196341	NM_001256799,NM_001289745,NM_001289746,NM_002046	0.183628608	0.19048301	0.183628608	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)(EC 1.2.1.12) [Source:UniProtKB/Swiss-Prot;Acc:P04406]
ENSG00000111716	NaN		lactate dehydrogenase B	LDHB	3945	12.06466386	237.742215	3521	191.12473	4586	260.196781	4992	206.259588	3881	4935.241165	0.002492261	1.30437999	0.1157988	9.30942E-4	3.310606105	12.44778493	291.879051	4187	316.171809	4788	331.944889	6272	342.163326	8391	12.13855455	12.07688356	12.21763293	12.13645562	12.25131109	12.39140572	12.36206515	12.46473924	NM_001174097,NM_001315537,NM_002300	6.635015806	0.0577423	6.635015806	LDHB	L-lactate dehydrogenase B chain (LDH-B)(EC 1.1.1.27)(LDH heart subunit)(LDH-H)(Renal carcinoma antigen NY-REN-46) [Source:UniProtKB/Swiss-Prot;Acc:P07195]
ENSG00000111843	NaN		transmembrane protein 14C	TMEM14C	51522	10.22848242	68.125541	893	67.644017	1441	72.553393	1227	72.984823	1213	1172.94034	0.788826528	-1.046996869	0.1851472	0.720446665	-0.357861899	10.16259318	94.19229	1195	65.357701	780	89.658447	1496	65.882948	1272	10.12122957	10.23954971	10.17418014	10.29745145	10.33672135	10.00029034	10.29239191	10.00973952	NM_001165258,NM_016462	0.858537715	0.076745889	-0.858537715	TMEM14C	Transmembrane protein 14C  [Source:UniProtKB/Swiss-Prot;Acc:Q9P0S9]
ENSG00000113269	NaN		ring finger protein 130	RNF130	55819	10.60133669	60.336596	1492	36.56636	1465	58.563184	1900	39.806054	1249	1014.034941	9.82E-21	-3.272969508	0.176985661	4.24E-22	-9.665190708	8.89037799	18.497468	446	15.214349	349	18.331846	590	16.298712	596	10.42589832	10.0963509	10.41363181	10.16854833	9.35190555	9.18950859	9.35454255	9.23108869	NM_001280801,NM_018434	10.15078763	0.16855428	-10.15078763	RNF130	Goliath homolog Precursor (RING finger protein 130) [Source:UniProtKB/Swiss-Prot;Acc:Q86XS8]
ENSG00000113648	2377.0278561014766	O75367-2,O75367-3	H2A histone family member Y	H2AFY	9555	11.04867032	79.631248	1705	91.74198	3181	77.534765	2144	55.867287	1518	2510.863173	0.092982568	1.37077702	0.237612805	0.055511082	1.914854339	11.50355596	104.068114	2159	108.173379	2111	105.594389	2886	172.382842	5440	11.11195514	11.3541081	11.09048313	10.93610605	11.27800527	11.28260634	11.29038467	11.7011197	NM_001040158,NM_004893,NM_138609,NM_138610	2.633321915	0.172742131	2.633321915	H2AFY	Core histone macro-H2A.1 (Histone macroH2A1)(mH2A1)(H2A.y)(H2A/y)(Medulloblastoma antigen MU-MB-50.205) [Source:UniProtKB/Swiss-Prot;Acc:O75367]
ENSG00000113845	NaN		translocase of inner mitochondrial membrane domain containing 1	TIMMDC1	51300	9.268682042	28.174011	501	25.122477	723	28.313997	650	25.524569	575	595.5316379	0.335781331	-1.073263543	0.089000143	0.25174767	-1.146114762	9.165543696	26.269966	453	30.772318	499	29.086027	659	30.533453	799	9.23202015	9.25545601	9.23661254	9.264243	9.11472372	9.21867475	9.19709885	9.21327182	NM_016589	6.746725052	0.015287172	-6.746725052	C3orf1	Transmembrane protein C3orf1 (Protein M5-14) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPL8]
ENSG00000114738	77.56598367265876	Q16644	mitogen-activated protein kinase-activated protein kinase 3	MAPKAPK3	7867	9.232853101	13.784284	468	16.37136	754	15.761285	582	16.268103	590	1042.152681	4.51E-15	2.463512372	0.159148984	3.01E-16	8.172950159	10.53393817	40.227221	1109	56.768306	1475	39.753882	1445	51.332317	2162	9.47654712	9.58323767	9.44801884	9.57879854	10.16135851	10.44640892	10.15149271	10.35920422	NM_001243925,NM_001243926,NM_004635	18.70512348	0.069557684	18.70512348	MAPKAPK3	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3)(MAPKAP kinase 3)(MAPKAPK-3)(EC 2.7.11.1)(Chromosome 3p kinase)(3pK) [Source:UniProtKB/Swiss-Prot;Acc:Q16644]
ENSG00000115145	90.01067363390732	O75886	signal transducing adaptor molecule 2	STAM2	10254	9.621025452	8.105736	516	10.861994	1118	8.072639	663	10.65779	860	676.0449278	0.030161435	-1.394793801	0.198022063	0.015340709	-2.424234195	9.141213735	7.423266	458	8.153064	473	8.265218	671	8.190285	767	9.3208005	9.69803845	9.31715485	9.67727154	9.18965391	9.23879312	9.2766937	9.24374508	NM_005843	2.252320758	0.213029923	-2.252320758	STAM2	Signal transducing adapter molecule 2 (STAM-2)(Hrs-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:O75886]
ENSG00000115268	3239.9660300872847	P62841	ribosomal protein S15	RPS15	6209	11.72453746	413.031219	2883	349.177124	3945	397.63681	3584	339.809174	3008	3801.303273	1.74236E-4	1.246575937	0.078329915	4.92E-5	4.059378442	12.04253189	552.421325	3475	634.949737	3782	504.959076	4496	637.698883	5862	11.81546486	11.79390969	11.78414003	11.76740103	11.94121207	12.03899546	11.925457	12.0050987	NM_001018,NM_001308226	15.84313136	0.020071438	15.84313136	RPS15	40S ribosomal protein S15 (RIG protein) [Source:UniProtKB/Swiss-Prot;Acc:P62841]
ENSG00000115307	136.64604793004202	Q9Y679-2	ancient ubiquitous protein 1	AUP1	550	10.14956666	49.766423	941	45.412383	1379	46.852118	1141	43.969314	1049	1409.667638	1.45E-10	1.482158362	0.084187398	1.55E-11	6.743284796	10.71722861	75.602252	1377	86.465454	1481	76.850816	1833	85.332316	2354	10.27170203	10.30708567	10.22071175	10.27890281	10.56122912	10.64988011	10.57019318	10.63778797	NM_181575,NR_126510,NR_126511	15.77204445	0.035991653	15.77204445	AUP1	Ancient ubiquitous protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y679]
