ID	Gene_Symbol	Average Intensity	UniProt ID	Description	Gene_Symbol_1	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000088986	DYNLL1	1824.636676175504	P63167	dynein light chain LC8-type 1	DYNLL1	8655	11.12099519	164.84627	1343	255.097377	3351	162.066685	1704	248.285613	2559	2341.452392	0.719905903	1.102570081	0.303222605	0.642234145	0.464577364	11.26193975	202.227	1601	350.202945	2600	201.284405	2094	337.96269	4054	10.87083632	11.35846093	10.85717654	11.3316111	10.98180346	11.42425955	10.9756468	11.39482121	NM_001037494,NM_001037495,NM_003746	0.507004428	0.277994732	0.507004428
ENSG00000089022	MAPKAPK5	NaN		mitogen-activated protein kinase-activated protein kinase 5	MAPKAPK5	8550	8.279911911	9.072314	232	9.759063	404	9.360473	309	9.144146	297	415.0661244	1.29E-7	1.667970174	0.131635616	2.06E-8	5.607095658	9.020472579	17.199462	427	20.533065	478	16.40163	534	19.303342	726	8.36163286	8.53326703	8.38592653	8.47805338	8.83280253	8.95641558	8.78773933	8.9044669	NM_003668,NM_139078	9.254156944	0.08002465	9.254156944
ENSG00000089159	PXN	760.8995705839809	P49023-2	paxillin	PXN	5829	12.34586331	91.387245	3793	103.704191	6954	89.960657	4812	99.92197	5240	5567.170616	0.242074361	1.138776471	0.136696314	0.170206392	1.371540933	12.53349733	124.743967	5007	138.641952	5267	119.761148	6347	132.059428	8089	12.27687569	12.5028161	12.26293592	12.46512844	12.47787259	12.54591853	12.44455382	12.5041419	NM_001080855,NM_001243756,NM_002859,NM_025157	1.504981523	0.124675298	1.504981523
ENSG00000090339	ICAM1	NaN		intercellular adhesion molecule 1	ICAM1	3383	6.102020415	1.585355	58	1.176321	69	1.836822	86	1.278466	59	1322.722792	1.43E-23	37.51558599	0.506307629	5.24E-25	10.3285392	11.33134019	102.47625	3593	25.273458	834	100.659012	4647	26.130512	1394	7.65122162	7.56868455	7.71353966	7.61077074	11.03722969	9.58870341	11.01765483	9.6237532	NM_000201	84.78626657	0.061676495	84.78626657
ENSG00000091409	ITGA6	416.7450870706215	P23229-2	integrin subunit alpha 6	ITGA6	3655	11.3225689	19.57015	1274	39.259155	4105	21.392756	1799	38.780747	3181	4833.482853	2.6E-5	2.774302233	0.325717241	6.19E-6	4.519640903	12.79478713	79.789353	5021	113.35203	6666	88.320202	7175	119.572872	11176	11.26058701	11.89451749	11.32323189	11.88156657	12.32894284	12.61522404	12.40246381	12.65254278	NM_000210,NM_001079818,NM_001316306	4.265238577	0.345166678	4.265238577
ENSG00000092820	EZR	6320.2755543605235	P15311	ezrin	EZR	7430	11.62824575	34.296608	1205	108.645668	6174	46.145733	2093	80.523872	3586	4805.411847	0.01996517	2.035889551	0.395836623	0.009566476	2.591117739	12.65402331	145.933312	4927	190.634087	6082	142.411194	6378	187.09565	9650	11.24243669	12.26028223	11.45074964	11.99754181	12.32616044	12.54313225	12.31034267	12.52885459	NM_001111077,NM_003379	2.173445842	0.471959108	2.173445842
ENSG00000095002	MSH2	105.70306960293532	P43246	mutS homolog 2	MSH2	4436	8.835679438	8.286901	297	12.028047	697	7.51688	348	10.891255	495	755.1444306	0.003641486	2.305329491	0.377655743	0.001419458	3.190665006	10.04084633	15.641315	543	37.977703	1234	15.769522	720	37.641045	1985	8.88930819	9.29492525	8.81741271	9.21028946	9.33674647	10.09802812	9.34199389	10.09680193	NM_000251,NM_001258281	5.130085803	0.234921391	5.130085803
ENSG00000096063	SRPK1	318.9419498812291	Q96SB4	SRSF protein kinase 1	SRPK1	6732	10.2925505	19.465467	954	19.431537	1533	19.499407	1225	20.58804	1274	3469.989004	1.04E-29	4.53339732	0.187414159	2.73E-31	11.63515402	12.47314232	82.547287	3904	123.8932	5500	86.874774	5403	128.662353	9255	10.74743399	10.84500911	10.74365711	10.88548367	11.87608559	12.22525628	11.921514	12.26711277	NM_003137,NR_034069	30.68060608	0.071073949	30.68060608
ENSG00000096696	DSP	91.43303174393165	P15924	desmoplakin	DSP	1832	11.48063551	16.543156	1699	27.711584	4518	14.504773	1979	25.806468	3316	2307.692015	0.061281747	-1.625942175	0.331614385	0.034452693	-2.114733205	10.77946531	19.688922	1830	12.082678	1099	21.202375	2603	12.294215	1744	11.03705471	11.60573843	10.95101479	11.54101876	11.06651664	10.67346991	11.13215187	10.66131579	NM_001008844,NM_001319034,NM_004415	2.078404296	0.337359868	-2.078404296
ENSG00000096968	JAK2	NaN		Janus kinase 2	JAK2	3717	7.530243105	2.801048	169	1.848422	179	2.875226	223	2.055805	157	125.1810022	3.32E-11	-2.792677879	0.212700206	3.26E-12	-6.96590381	6.03359745	0.863969	51	0.759617	42	1.13355	88	1.139629	101	7.31692265	7.07345544	7.33815956	7.16534544	6.34367598	6.23601887	6.5299317	6.50305283	NM_001322194,NM_001322195,NM_001322196,NM_001322198,NM_001322199,NM_001322204,NM_004972	11.86048187	0.126187593	-11.86048187
ENSG00000097007	ABL1	NaN		ABL proto-oncogene 1,non-receptor tyrosine kinase	ABL1	25	10.89117442	27.502097	1749	16.130784	1712	26.902269	2165	22.520935	1807	1565.172387	7.3E-5	-1.541928333	0.146110327	1.9E-5	-4.275780665	10.26578734	17.368583	1104	16.094066	962	17.381446	1415	18.002204	1676	10.85909265	10.54758773	10.8229175	10.80052128	10.43212696	10.34419772	10.40961649	10.40620234	NM_005157,NM_007313	4.403315393	0.142026411	-4.403315393
ENSG00000099940	SNAP29	63.783566535510225	O95721	synaptosome associated protein 29	SNAP29	9342	9.909948151	16.462616	783	14.683349	1129	16.762888	1029	14.614227	881	799.3625229	6.99E-13	-1.513259652	0.079532359	5.71E-14	-7.514671488	9.314443501	12.053985	555	12.573284	545	12.233542	742	11.469833	803	9.77849096	9.80205653	9.7945886	9.79436928	9.45329029	9.4612066	9.46507202	9.38818545	NM_004782	60.0147993	0.00992263	-60.0147993
ENSG00000099942	CRKL	146.04870665147024	P46109	CRK like proto-oncogene,adaptor protein	CRKL	1399	10.33512026	16.669729	990	15.907105	1529	17.181273	1318	17.19455	1295	1203.828344	0.113800821	-1.157264526	0.116385552	0.070214784	-1.810522591	10.12399016	15.338782	883	18.11553	981	15.416718	1168	19.014669	1664	10.22618607	10.30803347	10.25282132	10.3714515	10.09717716	10.20842569	10.10030178	10.25211171	NM_005207	3.282195279	0.06432588	-3.282195279
ENSG00000100106	TRIOBP	30.619288859576145	Q9H2D6-5	TRIO and F-actin binding protein	TRIOBP	11078	11.28533886	48.492369	2212	39.197269	2916	44.826405	2628	35.331266	2132	1591.954132	2.39E-18	-3.629274166	0.205105658	1.22E-19	-9.066941715	9.426302232	17.217377	780	12.366172	452	9.97518	869	12.173667	726	11.01198276	10.95309652	10.93466594	10.88436022	10.06868671	9.6814374	9.93770481	9.67818635	NM_001039141,NM_007032,NM_138632	35.27554981	0.05270043	-35.27554981
ENSG00000100393	EP300	2.2722006353915436	Q09472	E1A binding protein p300	EP300	2033	9.925652376	9.239347	903	6.995699	1106	8.318507	1050	6.345061	787	1064.263546	0.343551119	1.188442026	0.2204883	0.25862962	1.129636035	10.1748771	13.335409	1262	8.516023	759	12.541686	1563	8.154462	1174	10.06814332	9.95246848	9.97963155	9.8688416	10.32748851	9.91167961	10.27208568	9.87768157	NM_001429	3.034555663	0.082128902	3.034555663
ENSG00000101266	CSNK2A1	NaN		casein kinase 2 alpha 1	CSNK2A1	1457	11.39476717	73.930999	2233	61.155323	3037	78.138937	3050	61.59422	2371	2654.563762	0.656923338	-1.028718974	0.07270902	0.574242983	-0.561813662	11.35345526	73.303263	2156	77.608139	2165	77.371298	3031	80.945984	3638	11.38865827	11.36149185	11.4376387	11.35452178	11.32495622	11.35214219	11.38016412	11.38795236	NM_001895,NM_177559,NM_177560	1.095733912	0.037702502	-1.095733912
ENSG00000101849	TBL1X	90.712992443022	O60907-2	transducin beta like 1X-linked	TBL1X	6907	8.155365911	3.257125	208	3.261073	337	3.471312	286	3.726123	302	747.4466797	3.95E-28	4.241928786	0.184267042	1.12E-29	11.31358262	10.24053511	19.67478	1215	14.482035	841	19.770466	1583	14.714752	1382	8.56691748	8.66728924	8.61035988	8.76342005	10.01154219	9.69345637	10.00111721	9.71179022	NM_001139466,NM_001139467,NM_001139468,NM_005647	24.56194775	0.084894293	24.56194775
ENSG00000102189	EEA1	95.48721315905067	Q15075	early endosome antigen 1	EEA1	8411	10.42811103	9.816884	876	12.824892	1852	10.762671	1241	13.666926	1547	1451.626841	0.543167446	1.107115671	0.195514734	0.452731468	0.75086905	10.57505855	13.578554	1174	16.772369	1364	14.369464	1636	17.061281	2243	10.23563964	10.5786433	10.31142947	10.63047863	10.44473827	10.59742714	10.49232217	10.61516548	NM_003566	0.754506937	0.194759667	0.754506937
ENSG00000102974	CTCF	118.4670269181401	P49711	CCCTC-binding factor	CTCF	10664	10.00428213	18.233559	802	19.018716	1313	17.055502	968	18.62614	1005	936.4034495	0.143443407	-1.214245256	0.166183191	0.091940781	-1.685247757	9.724109641	15.032746	640	19.91313	798	14.234756	798	20.436407	1323	9.89517641	10.02863921	9.83823698	10.00406856	9.67325313	9.88083339	9.62831481	9.90519426	NM_001191022,NM_006565	3.111927199	0.090031826	-3.111927199
ENSG00000103266	STUB1	107.79426130589138	Q9UNE7	STIP1 homology and U-box containing protein 1	STUB1	10273	9.3888056	30.238449	543	29.098538	845	27.33301	634	28.233099	642	788.059972	1.6834E-4	1.350322549	0.106509674	4.74E-5	4.068213191	9.822975054	45.294545	788	48.473901	793	42.224106	965	46.377873	1224	9.46332234	9.54873179	9.38177411	9.51922144	9.74528197	9.77513806	9.6818878	9.73762327	NM_001293197,NM_005861	5.912537959	0.073431994	5.912537959
ENSG00000103275	UBE2I	1292.2845609219717	P63279	ubiquitin conjugating enzyme E2 I	UBE2I	7329	10.91445655	45.296538	1448	46.741927	2417	46.539314	1924	46.949238	1904	2152.916495	0.035582113	1.23086126	0.127230303	0.018506731	2.3553206	11.21415969	58.219043	1839	73.312027	2137	60.918785	2483	74.485765	3533	10.89490648	11.03916505	10.9187955	11.0398641	11.06162004	11.21545846	11.08250782	11.23783185	NM_003345,NM_194259,NM_194260,NM_194261	3.881547033	0.077212291	3.881547033
ENSG00000103653	CSK	37.13299949101882	P41240	CSK,non-receptor tyrosine kinase	CSK	1445	8.918943062	11.791668	360	14.509174	614	11.301624	446	13.049065	506	532.2344488	0.290488665	1.199324033	0.209788585	0.211324332	1.249932155	9.181008395	13.559058	401	20.73258	578	13.589382	530	21.862891	940	8.88060007	9.04201931	8.84736132	9.08096953	8.93649599	9.27284804	8.93892057	9.28127844	NM_001127190,NM_004383	2.260454294	0.115934807	2.260454294
ENSG00000104067	TJP1	58.164799594065	Q07157	tight junction protein 1	TJP1	7082	11.98056159	34.340936	3033	36.498899	5195	34.461637	3911	35.638589	3980	2980.505409	7.83E-20	-2.104512656	0.113669653	3.59E-21	-9.44391187	10.90676201	18.512937	1585	19.081511	1539	20.508318	2251	20.929266	2712	11.68966348	11.86963288	11.68904839	11.84486299	11.10871247	11.10744641	11.16836217	11.17866292	NM_001301025,NM_001301026,NM_001330239,NM_003257,NM_175610	11.01797836	0.097458857	-11.01797836
ENSG00000104852	SNRNP70	653.7794170443055	P08621	small nuclear ribonucleoprotein U1 subunit 70	SNRNP70	6625	10.58152634	56.352526	1246	56.090046	2007	50.981015	1456	49.827713	1397	1805.5513	0.136590051	1.35645327	0.256784869	0.08673628	1.712870968	11.02150515	60.185865	1287	122.360604	2460	60.520879	1707	98.203461	3199	10.64794651	10.76371073	10.56607021	10.66002781	10.64192618	11.23527411	10.64734982	11.04056909	NM_001301069,NM_003089	5.426360818	0.081081746	5.426360818
ENSG00000105229	PIAS4	NaN		protein inhibitor of activated STAT 4	PIAS4	51588	7.522031792	3.375436	121	4.284187	248	3.777983	175	4.255786	193	238.4143509	8.0044E-4	1.590367447	0.1834349	2.63229E-4	3.649033703	8.194873811	7.08119	246	8.390396	274	6.251763	286	7.821417	413	7.49549869	7.7896556	7.58069469	7.78058582	8.03310377	8.15059004	7.92716834	8.0930438	NM_015897	4.581959111	0.146845924	4.581959111
ENSG00000105325	FZR1	NaN		fizzy and cell division cycle 20 related 1	FZR1	51343	9.165084214	12.035277	482	10.808434	678	10.930554	565	10.711857	548	530.8419246	0.083235771	-1.175698022	0.11862426	0.049005018	-1.968548008	8.92959369	9.705189	379	11.861337	429	10.71936	514	12.431565	733	9.12887067	9.13063428	9.0472747	9.15327602	8.89533442	9.02024033	8.91854663	9.06959062	NM_001136197,NM_001136198,NM_016263	5.063592135	0.046506614	-5.063592135
ENSG00000105329	TGFB1	11.54220153541095	P01137	transforming growth factor beta 1	TGFB1	7040	11.69979577	92.633636	2831	77.753433	3846	92.54245	3653	74.131203	2874	2316.179726	7.6133E-4	-2.547683207	0.368313252	2.49135E-4	-3.663147848	10.35076747	56.551064	1675	22.826668	636	53.536835	2087	20.201981	910	11.45491031	11.42473528	11.45494041	11.37707817	10.95415746	10.22711734	10.90689243	10.14568543	NM_000660	36.69953164	0.036758733	-36.69953164
ENSG00000105426	PTPRS	0.6602643504788936	Q13332-6	protein tyrosine phosphatase,receptor type S	PTPRS	5802	10.05646818	14.994937	1223	5.711992	757	14.519714	1534	6.066575	631	978.2531371	0.523794478	-1.194206722	0.326437274	0.432814069	-0.784385287	9.800303645	11.728373	914	8.782372	656	10.60893	1103	8.376536	1007	10.27676615	9.57636572	10.25110796	9.62230667	9.98246689	9.72554841	9.9067738	9.68555104	NM_002850,NM_130853,NM_130854,NM_130855	0.666559872	0.384308366	-0.666559872
ENSG00000105647	PIK3R2	4.100674960467992	O00459	phosphoinositide-3-kinase regulatory subunit 2	PIK3R2	5296	10.74758943	35.200005	1557	30.1437	2179	28.015715	1608	25.976751	1471	1431.085305	0.044415677	-1.504783745	0.260898167	0.023838786	-2.259717559	10.15847067	28.60071	1238	26.071072	1061	12.792936	726	25.067534	1650	10.7026631	10.69994459	10.50654903	10.5640064	10.46675306	10.35930024	9.82303109	10.32941663	NM_005027,NR_073517	5.969397047	0.098689827	-5.969397047
ENSG00000105855	ITGB8	NaN		integrin subunit beta 8	ITGB8	3696	10.62254054	16.128794	1579	8.75986	1388	16.763262	2119	8.936454	1110	792.4095952	3.1E-69	-191.5635644	0.424004857	1.65E-71	-17.88111445	3.050539786	0.122647	12	0.020889	2	0.106043	14	0.040802	6	9.93083969	9.44183074	9.97328703	9.45748585	6.34814248	6.10791965	6.29809289	6.11185924	NM_002214	26.05185173	0.290651153	-26.05185173
ENSG00000105974	CAV1	3034.498095041723	Q03135	caveolin 1	CAV1	857	14.43725879	247.402027	7812	826.067188	40244	257.206791	10263	828.012148	31982	16653.28955	0.068358476	-1.994615522	0.482693635	0.03905092	-2.063649924	13.44115011	254.955383	7352	413.643741	11375	259.339284	9842	410.297428	18422	13.46469995	14.61726313	13.47895337	14.62652028	13.38576478	13.76437854	13.39809723	13.76861426	NM_001172895,NM_001172896,NM_001172897,NM_001753	1.500103547	0.664026615	-1.500103547
ENSG00000106070	GRB10	2.269877515522539	Q13322-3	growth factor receptor bound protein 10	GRB10	2887	9.146019723	5.315869	305	9.655059	836	6.178807	428	10.404951	709	823.1483196	0.044703309	1.905534088	0.41217712	0.024021471	2.25678567	10.07649797	24.938031	1293	9.268345	511	25.926561	1759	11.226441	881	8.98184806	9.50939531	9.04293625	9.5727934	10.16647077	9.37245442	10.19661473	9.42795172	NM_001001549,NM_001001550,NM_001001555,NM_001350814,NM_001350815,NM_001350816	3.027371615	0.307355147	3.027371615
ENSG00000106089	STX1A	NaN		syntaxin 1A	STX1A	6804	8.226222069	14.747981	350	7.490137	288	10.673359	327	6.676299	201	298.1636717	0.97315194	-1.007622431	0.229264085	0.961888425	-0.047783953	8.213671997	11.277056	259	11.504344	249	11.842678	358	10.525062	368	8.51321873	8.06088912	8.23467186	7.96574977	8.21976335	8.21013704	8.26000096	8.13847623	NM_001165903,NM_004603	0.052205794	0.240396153	-0.052205794
ENSG00000106799	TGFBR1	8.472859760362425	P36897-3	transforming growth factor beta receptor 1	TGFBR1	7046	9.193565246	5.454378	397	6.900262	794	5.685208	534	6.866721	619	978.7389176	1.63382E-4	2.342688557	0.301362416	4.59E-5	4.075376047	10.42202444	21.906723	1542	11.314103	731	22.406628	2076	12.803496	1335	9.2976552	9.57412099	9.32854548	9.56647847	10.42255582	9.77754719	10.44310221	9.88495369	NM_001130916,NM_001306210,NM_004612	8.241300699	0.149061324	8.241300699
ENSG00000107643	MAPK8	24.878764667950193	P45983-3	mitogen-activated protein kinase 8	MAPK8	5599	8.70993269	4.872414	330	3.475234	380	6.646133	580	4.355168	370	461.269615	0.372727283	1.203796346	0.250564544	0.285541379	1.067953741	8.976687019	6.211877	396	6.967811	425	4.773946	414	9.296207	919	8.71634634	8.55622329	8.97760584	8.72826151	8.83517727	8.91899786	8.64383427	9.177832	NM_001278547,NM_001278548,NM_001323302,NM_001323320,NM_001323321,NM_001323322,NM_001323323,NM_001323324,NM_001323325,NM_001323326,NM_001323327,NM_001323328,NM_001323329,NM_001323330,NM_001323331,NM_139046,NM_139049,NR_136583,NR_136584,NR_136585	1.53294663	0.174014101	1.53294663
ENSG00000108654	DDX5	2282.287164037415	P17844	DEAD-box helicase 5	DDX5	1655	13.13969281	185.255383	8129	125.392424	8816	191.491494	10850	140.484189	7771	8134.591518	0.199790713	-1.245712999	0.212503783	0.135802704	-1.491605086	12.82263022	104.277104	4425	179.345455	7102	134.396069	7456	183.021547	11820	13.14557523	12.92131724	13.17561105	13.01852924	12.60211701	13.01686043	12.80060385	13.04489835	NM_001320595,NM_001320596,NM_001320597,NM_004396	2.694750333	0.117659356	-2.694750333
ENSG00000108773	KAT2A	NaN		lysine acetyltransferase 2A	KAT2A	2648	8.426702435	8.443857	293	6.74825	379	8.595354	386	6.920783	305	617.5788757	4.94E-26	2.591556581	0.126357899	1.56E-27	10.8724417	9.799368041	20.522432	690	25.157602	796	20.780027	920	26.343035	1347	8.76371684	8.70064757	8.77917941	8.71792285	9.44558308	9.60000287	9.45639646	9.6453253	NM_021078	36.98223379	0.037116893	36.98223379
ENSG00000108821	COL1A1	NaN		collagen type I alpha 1 chain	COL1A1	1277	9.071553501	4.660489	308	8.056748	862	4.189047	358	7.645091	641	287.9946574	5.01E-25	-14.18210456	0.359115487	1.67E-26	-10.65395359	5.246230474	0.392952	26	0.674624	41	0.358501	31	0.617711	61	8.08737064	8.76377975	7.9908004	8.70536753	6.2453771	6.50223482	6.18678008	6.44436617	NM_000088	9.464518412	0.404175137	-9.464518412
ENSG00000108854	SMURF2	13.038783615717435	Q9HAU4	SMAD specific E3 ubiquitin protein ligase 2	SMURF2	64750	10.74405855	24.166935	1042	34.274422	2391	25.650902	1428	36.798019	2012	2065.605202	0.123578887	1.408740768	0.279714451	0.077138031	1.767538836	11.23848375	36.872314	1540	61.227875	2406	40.05994	2203	64.850555	4119	10.58457461	10.98876977	10.63188165	11.04650829	10.86958501	11.28321504	10.93905955	11.33823342	NM_022739	2.074542993	0.238329696	2.074542993
ENSG00000109062	SLC9A3R1	188.75759530343902	O14745	SLC9A3 regulator 1	SLC9A3R1	9368	10.00490698	36.084019	812	35.351467	1286	34.559807	1004	34.585983	986	776.1703631	3.47E-19	-1.960154659	0.104614553	1.67E-20	-9.281380666	9.035766593	22.105932	482	21.148018	434	20.732241	595	20.157839	668	9.77745236	9.88557888	9.73978057	9.86177072	9.30184247	9.2403478	9.24942654	9.20364743	NM_004252	14.07094463	0.06887529	-14.07094463
ENSG00000109072	VTN	279.0239805096452	P04004				NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	NaN
ENSG00000109320	NFKB1	37.44628244619395	P19838	nuclear factor kappa B subunit 1	NFKB1	4790	9.712270011	15.334996	687	13.608872	982	14.798721	858	13.825295	799	803.4300702	0.191675814	-1.092270485	0.083934672	0.12926288	-1.517015068	9.584980496	14.204498	627	16.397472	682	14.71634	856	15.517591	1042	9.67779626	9.69321036	9.64997235	9.72161431	9.56733765	9.66154718	9.59693087	9.61640339	NM_001165412,NM_001319226,NM_003998	4.254687266	0.029917479	-4.254687266
ENSG00000109686	SH3D19	NaN		SH3 domain containing 19	SH3D19	152503	11.29084297	47.223631	2581	28.275287	2428	47.634403	3406	21.409436	1477	1777.302349	6.13E-5	-2.388035073	0.290880885	1.58E-5	-4.317313685	10.03503812	21.23588	1099	12.804966	669	21.14988	1450	14.584992	1133	11.24486707	10.87901636	11.26593927	10.6540483	10.45694621	10.09182468	10.45794767	10.12815366	NM_001009555,NM_001128923,NM_001128924,NM_001243349	4.229138023	0.296941089	-4.229138023
ENSG00000110395	CBL	34.89653254627652	P22681	Cbl proto-oncogene	CBL	867	9.669260668	4.883935	612	4.946744	1003	5.201069	842	4.964969	789	806.4931035	0.832202334	-1.019768817	0.098415909	0.774137507	-0.286967107	9.641643944	5.407247	656	6.068285	693	5.514729	881	6.042564	1115	9.58257436	9.71366567	9.63637409	9.71312177	9.60752279	9.67751253	9.62352724	9.67620153	NM_005188	0.432239804	0.063892135	-0.432239804
ENSG00000110422	HIPK3	NaN		homeodomain interacting protein kinase 3	HIPK3	10114	10.47832324	13.570442	1155	11.52952	1565	15.12392	1666	11.840184	1279	1067.962163	4.32E-6	-2.011525438	0.205101925	8.83E-7	-4.916043498	9.470385932	8.710501	723	6.132806	479	9.291886	1006	5.736681	724	10.26157364	10.23001456	10.36223005	10.26351194	9.8241894	9.52019235	9.86923461	9.47130141	NM_001048200,NM_001278162,NM_001278163,NM_005734	17.57264383	0.057358319	-17.57264383
ENSG00000110876	SELPLG	NaN		selectin P ligand	SELPLG	6404	3.636926218	0.233472	7	0.409621	20	0.362616	14	0.262685	10	125.353603	7.48E-14	18.98621934	0.543499363	5.54E-15	7.813957187	7.896435981	12.287243	341	3.535992	95	10.510118	393	2.999995	130	4.88691478	5.14961849	5.02731067	4.96594426	7.68369483	6.48248357	7.54967119	6.34371131	NM_001206609,NM_003006	38.42869099	0.110841917	38.42869099
ENSG00000112592	TBP	NaN		TATA-box binding protein	TBP	6908	7.964940548	7.892703	165	9.851005	328	9.041172	239	10.249089	268	336.1815595	0.00869293	1.690901245	0.261564402	0.003765646	2.897154192	8.722839235	13.177434	272	23.150138	423	13.955291	357	25.342687	746	7.94811514	8.22054071	8.03571044	8.25123545	8.31327385	8.71983357	8.30999468	8.80213084	NM_001172085,NM_003194	5.195822156	0.145866942	5.195822156
ENSG00000113070	HBEGF	NaN		heparin binding EGF like growth factor	HBEGF	1839	8.142310389	4.307337	114	12.494931	532	3.296703	112	11.732606	392	389.763196	0.200733666	1.758625811	0.547051866	0.136541136	1.488795849	8.957063068	9.601522	245	23.974262	575	10.019294	336	25.030394	970	7.71654079	8.66090387	7.53677406	8.602725	8.25756992	9.02862751	8.2899322	9.0724015	NM_001945	1.391712462	0.585431762	1.391712462
ENSG00000113140	SPARC	NaN		secreted protein acidic and cysteine rich	SPARC	6678	12.85137707	86.252052	3453	184.911553	11975	89.118586	4608	193.486316	9822	3771.670239	5.61E-41	-48.19910814	0.407792008	8.81E-43	-13.71026022	7.259706941	2.201617	86	4.48329	164	2.62215	134	4.529861	268	11.47029081	12.39820632	11.50357851	12.44191544	8.8435951	9.12094925	8.90041195	9.12432518	NM_001309443,NM_001309444,NM_003118	10.37016601	0.539207388	-10.37016601
ENSG00000113575	PPP2CA	1064.454265828917	P67775	protein phosphatase 2 catalytic subunit alpha	PPP2CA	5515	11.40624854	63.272591	1865	72.559357	3461	67.22435	2559	78.728912	2943	2869.00986	0.562843364	1.114198654	0.217648229	0.473508209	0.716782666	11.56221276	73.396957	2096	108.048637	2902	73.229645	2753	116.822197	5072	11.27745341	11.51111008	11.32743081	11.57795736	11.34045496	11.64246657	11.33779714	11.7134389	NM_002715	1.084100485	0.143865096	1.084100485
ENSG00000113580	NR3C1	47.34567717900376	P04150	nuclear receptor subfamily 3 group C member 1	NR3C1	2908	11.24883816	26.521808	1998	25.399639	3092	24.456293	2391	23.069612	2205	2109.783921	0.002530429	-1.361764877	0.13476114	9.47452E-4	-3.305683133	10.80254242	17.484943	1364	18.181703	1323	23.995748	2319	23.446387	2604	11.1526354	11.23872627	11.08698661	11.15151958	10.79641785	10.79424664	11.0087459	10.9599024	NM_000176,NM_001018074,NM_001018075,NM_001018076,NM_001018077,NM_001020825,NM_001024094,NM_001204258,NM_001204259,NM_001204260,NM_001204261,NM_001204262,NM_001204263,NM_001204264,NM_001204265	7.168150789	0.062260931	-7.168150789
ENSG00000113658	SMAD5	59.52751748700976	Q99717	SMAD family member 5	SMAD5	4090	10.98105139	26.975302	2107	22.479828	2834	14.395272	1452	16.031565	1585	1680.505191	0.024990704	-1.508940757	0.237239309	0.012354773	-2.501845778	10.38773012	14.795248	1112	18.805182	1330	14.719548	1468	13.897125	1593	11.06402323	11.02513491	10.51685634	10.72220969	10.47454504	10.6473755	10.47602149	10.40135175	NM_001001419,NM_001001420,NM_005903	2.283664755	0.25981102	-2.283664755
ENSG00000113721	PDGFRB	NaN		platelet derived growth factor receptor beta	PDGFRB	5159	9.795733811	16.9016	1077	5.611006	579	17.03474	1402	4.964019	402	517.3160811	2.32E-6	-6.097934952	0.516996816	4.53E-7	-5.045138921	7.188050508	3.223341	199	1.083489	63	2.784518	227	1.088107	103	9.67029959	8.75964358	9.67962624	8.64853794	8.1177642	7.37323727	8.00708001	7.37314203	NM_002609	4.636883643	0.562378421	-4.636883643
ENSG00000114166	KAT2B	NaN		lysine acetyltransferase 2B	KAT2B	8850	9.083708833	11.00778	593	4.99569	435	11.178788	777	4.68255	320	451.4084062	0.09808855	-1.505569321	0.312823674	0.059155655	-1.887034725	8.492776542	4.757254	248	7.266968	357	5.051556	347	7.139129	566	9.19651094	8.63394133	9.21077291	8.57903217	8.4250292	8.74178568	8.4714171	8.72809997	NM_003884	1.710146947	0.345544745	-1.710146947
ENSG00000114423	CBLB	NaN		Cbl proto-oncogene B	CBLB	868	9.124920892	7.825696	587	3.7316	472	8.545353	812	3.264699	325	403.3386907	0.055107126	-2.247955903	0.540066924	0.030477296	-2.163831338	7.956335712	4.237248	321	1.038819	75	4.829007	483	1.213401	141	9.06487516	8.56262943	9.13084587	8.44816172	8.48874001	7.4523281	8.60328665	7.53969724	NM_001321786,NM_001321788,NM_001321789,NM_001321790,NM_001321791,NM_001321793,NM_001321794,NM_001321795,NM_001321796,NM_001321797,NM_001321798,NM_001321799,NM_001321806,NM_001321807,NM_001321808,NM_001321811,NM_001321813,NM_001321816,NM_001321820,NM_001321822,NM_170662,NR_135806,NR_135807,NR_135808,NR_135809,NR_135810,NR_135811,NR_135812	3.374623357	0.346286106	-3.374623357
