Attr bn phenotype phenotype2
is_069665 180 attr_180 Apoptosis Other
is_069666 15 attr_15 Other Other
is_069667 156 attr_156 Other Other
is_069668 180 attr_180 Apoptosis Other
is_069669 322 attr_322 Other Other
is_069670 5 attr_5 Apoptosis Other
is_069671 190 attr_190 Other Other
is_069672 216 attr_216 Other Other
is_069673 1 attr_1 Leukemia Other
is_069674 209 attr_209 Apoptosis Other
is_069675 232 attr_232 Apoptosis Other
is_069676 5 attr_5 Apoptosis Other
is_069677 193 attr_193 Other Other
is_069678 8 attr_8 Leukemia Other
is_069679 166 attr_166 Apoptosis Other
is_069680 84 attr_84 Other Other
is_069681 473 attr_473 Apoptosis Other
is_069682 20 attr_20 Other Other
is_069683 702 attr_702 Other Other
is_069684 258 attr_258 Other Other
is_069685 701 attr_701 Other Other
is_069686 24 attr_24 Other Other
is_069687 185 attr_185 Other Other
is_069688 15 attr_15 Other Other
is_069689 308 attr_308 Other Other
is_069690 195 attr_195 Apoptosis Apoptosis
is_069691 239 attr_239 Other Other
is_069692 204 attr_204 Apoptosis Other
is_069693 204 attr_204 Apoptosis Other
is_069694 197 attr_197 Apoptosis Other
is_069695 169 attr_169 Leukemia Other
is_069696 18 attr_18 Apoptosis Other
is_069697 157 attr_157 Other Other
is_069698 188 attr_188 Other Other
is_069699 90 attr_90 Other Other
is_069700 12 attr_12 Leukemia Other
is_069701 181 attr_181 Apoptosis Other
is_069702 152 attr_152 Other Other
is_069703 180 attr_180 Apoptosis Other
is_069704 200 attr_200 Other Other
is_069705 203 attr_203 Leukemia Other
is_069706 170 attr_170 Other Other
is_069707 156 attr_156 Other Other
is_069708 166 attr_166 Apoptosis Other
is_069709 90 attr_90 Other Other
is_069710 203 attr_203 Leukemia Other
is_069711 79 attr_79 Other Other
is_069712 176 attr_176 Apoptosis Other
is_069713 227 attr_227 Other Other
is_069714 240 attr_240 Other Other
is_069715 228 attr_228 Apoptosis Other
is_069716 179 attr_179 Other Other
is_069717 150 attr_150 Apoptosis Other
is_069718 167 attr_167 Apoptosis Other
is_069719 4 attr_4 Apoptosis Other
is_069720 189 attr_189 Other Other
is_069721 23 attr_23 Other Other
is_069722 170 attr_170 Other Other
is_069723 210 attr_210 Other Other
is_069724 167 attr_167 Apoptosis Other
is_069725 202 attr_202 Apoptosis Other
is_069726 95 attr_95 Apoptosis Other
is_069727 605 attr_605 Other Other
is_069728 19 attr_19 Apoptosis Other
is_069729 235 attr_235 Other Other
is_069730 166 attr_166 Apoptosis Other
is_069731 240 attr_240 Other Other
is_069732 172 attr_172 Apoptosis Other
is_069733 197 attr_197 Apoptosis Other
is_069734 169 attr_169 Leukemia Other
is_069735 200 attr_200 Other Other
is_069736 228 attr_228 Apoptosis Other
is_069737 188 attr_188 Other Other
is_069738 18 attr_18 Apoptosis Other
is_069739 242 attr_242 Other Other
is_069740 594 attr_594 Other Other
is_069741 5 attr_5 Apoptosis Other
is_069742 726 attr_726 Other Other
is_069743 23 attr_23 Other Other
is_069744 14 attr_14 Other Other
is_069745 73 attr_73 Other Other
is_069746 209 attr_209 Apoptosis Other
is_069747 156 attr_156 Other Other
is_069748 36 attr_36 Leukemia Other
is_069749 214 attr_214 Apoptosis Other
is_069750 12 attr_12 Leukemia Other
is_069751 19 attr_19 Apoptosis Other
is_069752 14 attr_14 Other Other
is_069753 216 attr_216 Other Other
is_069754 94 attr_94 Other Other
is_069755 210 attr_210 Other Other
is_069756 227 attr_227 Other Other
is_069757 240 attr_240 Other Other
is_069758 189 attr_189 Other Other
is_069759 5 attr_5 Apoptosis Other
is_069760 99 attr_99 Other Other
is_069761 209 attr_209 Apoptosis Other
is_069762 181 attr_181 Apoptosis Other
is_069763 278 attr_278 Other Other
is_069764 203 attr_203 Leukemia Other
is_069765 266 attr_266 Other Other
is_069766 234 attr_234 Other Other
is_069767 157 attr_157 Other Other
is_069768 337 attr_337 Other Other
is_069769 358 attr_358 Other Other
is_069770 195 attr_195 Apoptosis Apoptosis
is_069771 195 attr_195 Apoptosis Apoptosis
is_069772 701 attr_701 Other Other
is_069773 232 attr_232 Apoptosis Other
is_069774 20 attr_20 Other Other
is_069775 195 attr_195 Apoptosis Apoptosis
is_069776 185 attr_185 Other Other
is_069777 209 attr_209 Apoptosis Other
is_069778 21 attr_21 Other Other
is_069779 13 attr_13 Leukemia Other
is_069780 5 attr_5 Apoptosis Other
is_069781 156 attr_156 Other Other
is_069782 18 attr_18 Apoptosis Other
is_069783 227 attr_227 Other Other
is_069784 188 attr_188 Other Other
is_069785 160 attr_160 Leukemia Other
is_069786 24 attr_24 Other Other
is_069787 193 attr_193 Other Other
is_069788 247 attr_247 Apoptosis Other
is_069789 179 attr_179 Other Other
is_069790 235 attr_235 Other Other
is_069791 106 attr_106 Other Other
is_069792 1 attr_1 Leukemia Other
is_069793 167 attr_167 Apoptosis Other
is_069794 155 attr_155 Other Other
is_069795 82 attr_82 Other Other
is_069796 15 attr_15 Other Other
is_069797 1 attr_1 Leukemia Other
is_069798 15 attr_15 Other Other
is_069799 161 attr_161 Apoptosis Other
is_069800 188 attr_188 Other Other
is_069801 188 attr_188 Other Other
is_069802 5 attr_5 Apoptosis Other
is_069803 5 attr_5 Apoptosis Other
is_069804 5 attr_5 Apoptosis Other
is_069805 69 attr_69 Other Other
is_069806 176 attr_176 Apoptosis Other
is_069807 190 attr_190 Other Other
is_069808 190 attr_190 Other Other
is_069809 150 attr_150 Apoptosis Other
is_069810 74 attr_74 Other Other
is_069811 220 attr_220 Other Other
is_069812 20 attr_20 Other Other
is_069813 8 attr_8 Leukemia Other
is_069814 209 attr_209 Apoptosis Other
is_069815 86 attr_86 Other Other
is_069816 179 attr_179 Other Other
is_069817 242 attr_242 Other Other
is_069818 227 attr_227 Other Other
is_069819 8 attr_8 Leukemia Other
is_069820 39 attr_39 Leukemia Other
is_069821 216 attr_216 Other Other
is_069822 77 attr_77 Other Other
is_069823 12 attr_12 Leukemia Other
is_069824 93 attr_93 Other Other
is_069825 209 attr_209 Apoptosis Other
is_069826 572 attr_572 Other Other
is_069827 222 attr_222 Other Other
is_069828 16 attr_16 Apoptosis Other
is_069829 197 attr_197 Apoptosis Other
is_069830 4 attr_4 Apoptosis Other
is_069831 202 attr_202 Apoptosis Other
is_069832 197 attr_197 Apoptosis Other
is_069833 613 attr_613 Other Other
is_069834 5 attr_5 Apoptosis Other
is_069835 240 attr_240 Other Other
is_069836 220 attr_220 Other Other
is_069837 174 attr_174 Apoptosis Other
is_069838 227 attr_227 Other Other
is_069839 13 attr_13 Leukemia Other
is_069840 24 attr_24 Other Other
is_069841 2 attr_2 Apoptosis Other
is_069842 174 attr_174 Apoptosis Other
is_069843 622 attr_622 Other Other
is_069844 179 attr_179 Other Other
is_069845 23 attr_23 Other Other
is_069846 193 attr_193 Other Other
is_069847 368 attr_368 Apoptosis Other
is_069848 14 attr_14 Other Other
is_069849 209 attr_209 Apoptosis Other
is_069850 216 attr_216 Other Other
is_069851 168 attr_168 Other Other
is_069852 152 attr_152 Other Other
is_069853 84 attr_84 Other Other
is_069854 190 attr_190 Other Other
is_069855 18 attr_18 Apoptosis Other
is_069856 2 attr_2 Apoptosis Other
is_069857 240 attr_240 Other Other
is_069858 151 attr_151 Other Other
is_069859 228 attr_228 Apoptosis Other
is_069860 166 attr_166 Apoptosis Other
is_069861 23 attr_23 Other Other
is_069862 197 attr_197 Apoptosis Other
is_069863 201 attr_201 Other Other
is_069864 100 attr_100 Other Other
is_069865 607 attr_607 Other Other
is_069866 13 attr_13 Leukemia Other
is_069867 2 attr_2 Apoptosis Other
is_069868 151 attr_151 Other Other
is_069869 18 attr_18 Apoptosis Other
is_069870 170 attr_170 Other Other
is_069871 1 attr_1 Leukemia Other
is_069872 152 attr_152 Other Other
is_069873 157 attr_157 Other Other
is_069874 178 attr_178 Other Other
is_069875 151 attr_151 Other Other
is_069876 156 attr_156 Other Other
is_069877 15 attr_15 Other Other
is_069878 176 attr_176 Apoptosis Other
is_069879 235 attr_235 Other Other
is_069880 6 attr_6 Other Other
is_069881 21 attr_21 Other Other
is_069882 156 attr_156 Other Other
is_069883 174 attr_174 Apoptosis Other
is_069884 358 attr_358 Other Other
is_069885 228 attr_228 Apoptosis Other
is_069886 209 attr_209 Apoptosis Other
is_069887 7 attr_7 Apoptosis Other
is_069888 215 attr_215 Other Other
is_069889 3 attr_3 Other Other
is_069890 270 attr_270 Other Other
is_069891 18 attr_18 Apoptosis Other
is_069892 247 attr_247 Apoptosis Other
is_069893 176 attr_176 Apoptosis Other
is_069894 183 attr_183 Other Other
is_069895 700 attr_700 Other Other
is_069896 12 attr_12 Leukemia Other
is_069897 20 attr_20 Other Other
is_069898 323 attr_323 Other Other
is_069899 203 attr_203 Leukemia Other
is_069900 3 attr_3 Other Other
is_069901 203 attr_203 Leukemia Other
is_069902 35 attr_35 Other Other
is_069903 35 attr_35 Other Other
is_069904 383 attr_383 Other Other
is_069905 207 attr_207 Apoptosis Other
is_069906 622 attr_622 Other Other
is_069907 160 attr_160 Leukemia Other
is_069908 154 attr_154 Other Other
is_069909 252 attr_252 Other Other
is_069910 210 attr_210 Other Other
is_069911 5 attr_5 Apoptosis Other
is_069912 193 attr_193 Other Other
is_069913 195 attr_195 Apoptosis Apoptosis
is_069914 595 attr_595 Other Other
is_069915 169 attr_169 Leukemia Other
is_069916 5 attr_5 Apoptosis Other
is_069917 216 attr_216 Other Other
is_069918 183 attr_183 Other Other
is_069919 214 attr_214 Apoptosis Other
is_069920 34 attr_34 Other Other
is_069921 74 attr_74 Other Other
is_069922 25 attr_25 Leukemia Other
is_069923 185 attr_185 Other Other
is_069924 150 attr_150 Apoptosis Other
is_069925 166 attr_166 Apoptosis Other
is_069926 157 attr_157 Other Other
is_069927 174 attr_174 Apoptosis Other
is_069928 195 attr_195 Apoptosis Apoptosis
is_069929 227 attr_227 Other Other
is_069930 2 attr_2 Apoptosis Other
is_069931 157 attr_157 Other Other
is_069932 234 attr_234 Other Other
is_069933 9 attr_9 Other Other
is_069934 160 attr_160 Leukemia Other
is_069935 190 attr_190 Other Other
is_069936 157 attr_157 Other Other
is_069937 208 attr_208 Other Other
is_069938 183 attr_183 Other Other
is_069939 85 attr_85 Other Other
is_069940 442 attr_442 Apoptosis Other
is_069941 185 attr_185 Other Other
is_069942 156 attr_156 Other Other
is_069943 168 attr_168 Other Other
is_069944 77 attr_77 Other Other
is_069945 216 attr_216 Other Other
is_069946 167 attr_167 Apoptosis Other
is_069947 227 attr_227 Other Other
is_069948 89 attr_89 Apoptosis Other
is_069949 87 attr_87 Other Other
is_069950 72 attr_72 Other Other
is_069951 232 attr_232 Apoptosis Other
is_069952 261 attr_261 Other Other
is_069953 225 attr_225 Leukemia Other
is_069954 324 attr_324 Apoptosis Other
is_069955 13 attr_13 Leukemia Other
is_069956 179 attr_179 Other Other
is_069957 205 attr_205 Other Other
is_069958 14 attr_14 Other Other
is_069959 174 attr_174 Apoptosis Other
is_069960 710 attr_710 Other Other
is_069961 396 attr_396 Other Other
is_069962 734 attr_734 Other Other
is_069963 234 attr_234 Other Other
is_069964 18 attr_18 Apoptosis Other
is_069965 221 attr_221 Other Other
is_069966 181 attr_181 Apoptosis Other
is_069967 262 attr_262 Apoptosis Other
is_069968 189 attr_189 Other Other
is_069969 2 attr_2 Apoptosis Other
is_069970 270 attr_270 Other Other
is_069971 73 attr_73 Other Other
is_069972 183 attr_183 Other Other
is_069973 693 attr_693 Other Other
is_069974 224 attr_224 Apoptosis Other
is_069975 7 attr_7 Apoptosis Other
is_069976 242 attr_242 Other Other
is_069977 2 attr_2 Apoptosis Other
is_069978 14 attr_14 Other Other
is_069979 227 attr_227 Other Other
is_069980 176 attr_176 Apoptosis Other
is_069981 26 attr_26 Apoptosis Other
is_069982 93 attr_93 Other Other
is_069983 407 attr_407 Other Other
is_069984 162 attr_162 Leukemia Other
is_069985 224 attr_224 Apoptosis Other
is_069986 308 attr_308 Other Other
is_069987 172 attr_172 Apoptosis Other
is_069988 234 attr_234 Other Other
is_069989 605 attr_605 Other Other
is_069990 232 attr_232 Apoptosis Other
is_069991 174 attr_174 Apoptosis Other
is_069992 195 attr_195 Apoptosis Apoptosis
is_069993 718 attr_718 Other Other
is_069994 4 attr_4 Apoptosis Other
is_069995 156 attr_156 Other Other
is_069996 202 attr_202 Apoptosis Other
is_069997 188 attr_188 Other Other
is_069998 286 attr_286 Other Other
is_069999 595 attr_595 Other Other
is_070000 7 attr_7 Apoptosis Other
is_070001 234 attr_234 Other Other
is_070002 169 attr_169 Leukemia Other
is_070003 13 attr_13 Leukemia Other
is_070004 106 attr_106 Other Other
is_070005 24 attr_24 Other Other
is_070006 78 attr_78 Apoptosis Other
is_070007 11 attr_11 Apoptosis Other
is_070008 266 attr_266 Other Other
is_070009 207 attr_207 Apoptosis Other
is_070010 6 attr_6 Other Other
is_070011 197 attr_197 Apoptosis Other
is_070012 189 attr_189 Other Other
is_070013 160 attr_160 Leukemia Other
is_070014 266 attr_266 Other Other
is_070015 2 attr_2 Apoptosis Other
is_070016 166 attr_166 Apoptosis Other
is_070017 197 attr_197 Apoptosis Other
is_070018 183 attr_183 Other Other
is_070019 169 attr_169 Leukemia Other
is_070020 220 attr_220 Other Other
is_070021 205 attr_205 Other Other
is_070022 188 attr_188 Other Other
is_070023 288 attr_288 Leukemia Other
is_070024 160 attr_160 Leukemia Other
is_070025 20 attr_20 Other Other
is_070026 3 attr_3 Other Other
is_070027 28 attr_28 Other Other
is_070028 82 attr_82 Other Other
is_070029 230 attr_230 Other Other
is_070030 8 attr_8 Leukemia Other
is_070031 262 attr_262 Apoptosis Other
is_070032 597 attr_597 Other Other
is_070033 235 attr_235 Other Other
is_070034 2 attr_2 Apoptosis Other
is_070035 24 attr_24 Other Other
is_070036 511 attr_511 Apoptosis Other
is_070037 15 attr_15 Other Other
is_070038 108 attr_108 Apoptosis Other
is_070039 13 attr_13 Leukemia Other
is_070040 224 attr_224 Apoptosis Other
is_070041 216 attr_216 Other Other
is_070042 18 attr_18 Apoptosis Other
is_070043 195 attr_195 Apoptosis Apoptosis
is_070044 228 attr_228 Apoptosis Other
is_070045 157 attr_157 Other Other
is_070046 151 attr_151 Other Other
is_070047 322 attr_322 Other Other
is_070048 193 attr_193 Other Other
is_070049 18 attr_18 Apoptosis Other
is_070050 155 attr_155 Other Other
is_070051 218 attr_218 Apoptosis Other
is_070052 162 attr_162 Leukemia Other
is_070053 9 attr_9 Other Other
is_070054 19 attr_19 Apoptosis Other
is_070055 77 attr_77 Other Other
is_070056 162 attr_162 Leukemia Other
is_070057 174 attr_174 Apoptosis Other
is_070058 197 attr_197 Apoptosis Other
is_070059 227 attr_227 Other Other
is_070060 5 attr_5 Apoptosis Other
is_070061 230 attr_230 Other Other
is_070062 4 attr_4 Apoptosis Other
is_070063 272 attr_272 Other Other
is_070064 81 attr_81 Other Other
is_070065 87 attr_87 Other Other
is_070066 224 attr_224 Apoptosis Other
is_070067 200 attr_200 Other Other
is_070068 86 attr_86 Other Other
is_070069 312 attr_312 Other Other
is_070070 8 attr_8 Leukemia Other
is_070071 94 attr_94 Other Other
is_070072 6 attr_6 Other Other
is_070073 86 attr_86 Other Other
is_070074 234 attr_234 Other Other
is_070075 156 attr_156 Other Other
is_070076 157 attr_157 Other Other
is_070077 197 attr_197 Apoptosis Other
is_070078 167 attr_167 Apoptosis Other
is_070079 208 attr_208 Other Other
is_070080 156 attr_156 Other Other
is_070081 29 attr_29 Other Other
is_070082 92 attr_92 Apoptosis Other
is_070083 157 attr_157 Other Other
is_070084 160 attr_160 Leukemia Other
is_070085 170 attr_170 Other Other
is_070086 120 attr_120 Other Other
is_070087 228 attr_228 Apoptosis Other
is_070088 203 attr_203 Leukemia Other
is_070089 152 attr_152 Other Other
is_070090 4 attr_4 Apoptosis Other
is_070091 187 attr_187 Other Other
is_070092 21 attr_21 Other Other
is_070093 266 attr_266 Other Other
is_070094 71 attr_71 Apoptosis Other
is_070095 202 attr_202 Apoptosis Other
is_070096 152 attr_152 Other Other
is_070097 194 attr_194 Other Other
is_070098 78 attr_78 Apoptosis Other
is_070099 185 attr_185 Other Other
is_070100 475 attr_475 Apoptosis Other
is_070101 24 attr_24 Other Other
is_070102 167 attr_167 Apoptosis Other
is_070103 216 attr_216 Other Other
is_070104 170 attr_170 Other Other
is_070105 11 attr_11 Apoptosis Other
is_070106 170 attr_170 Other Other
is_070107 224 attr_224 Apoptosis Other
is_070108 197 attr_197 Apoptosis Other
is_070109 23 attr_23 Other Other
is_070110 235 attr_235 Other Other
is_070111 161 attr_161 Apoptosis Other
is_070112 1 attr_1 Leukemia Other
is_070113 23 attr_23 Other Other
is_070114 185 attr_185 Other Other
is_070115 170 attr_170 Other Other
is_070116 21 attr_21 Other Other
is_070117 170 attr_170 Other Other
is_070118 203 attr_203 Leukemia Other
is_070119 189 attr_189 Other Other
is_070120 325 attr_325 Apoptosis Other
is_070121 1 attr_1 Leukemia Other
is_070122 211 attr_211 Other Other
is_070123 184 attr_184 Apoptosis Other
is_070124 189 attr_189 Other Other
is_070125 161 attr_161 Apoptosis Other
is_070126 261 attr_261 Other Other
is_070127 166 attr_166 Apoptosis Other
is_070128 12 attr_12 Leukemia Other
is_070129 165 attr_165 Other Other
is_070130 179 attr_179 Other Other
is_070131 6 attr_6 Other Other
is_070132 185 attr_185 Other Other
is_070133 178 attr_178 Other Other
is_070134 9 attr_9 Other Other
is_070135 14 attr_14 Other Other
is_070136 209 attr_209 Apoptosis Other
is_070137 162 attr_162 Leukemia Other
is_070138 21 attr_21 Other Other
is_070139 210 attr_210 Other Other
is_070140 195 attr_195 Apoptosis Apoptosis
is_070141 594 attr_594 Other Other
is_070142 166 attr_166 Apoptosis Other
is_070143 165 attr_165 Other Other
is_070144 108 attr_108 Apoptosis Other
is_070145 2 attr_2 Apoptosis Other
is_070146 228 attr_228 Apoptosis Other
is_070147 28 attr_28 Other Other
is_070148 176 attr_176 Apoptosis Other
is_070149 240 attr_240 Other Other
is_070150 155 attr_155 Other Other
is_070151 194 attr_194 Other Other
is_070152 169 attr_169 Leukemia Other
is_070153 76 attr_76 Apoptosis Other
is_070154 197 attr_197 Apoptosis Other
is_070155 152 attr_152 Other Other
is_070156 1 attr_1 Leukemia Other
is_070157 227 attr_227 Other Other
is_070158 180 attr_180 Apoptosis Other
is_070159 205 attr_205 Other Other
is_070160 216 attr_216 Other Other
is_070161 167 attr_167 Apoptosis Other
is_070162 12 attr_12 Leukemia Other
is_070163 29 attr_29 Other Other
is_070164 12 attr_12 Leukemia Other
is_070165 180 attr_180 Apoptosis Other
is_070166 195 attr_195 Apoptosis Apoptosis
is_070167 706 attr_706 Other Other
is_070168 16 attr_16 Apoptosis Other
is_070169 150 attr_150 Apoptosis Other
is_070170 227 attr_227 Other Other
is_070171 150 attr_150 Apoptosis Other
is_070172 3 attr_3 Other Other
is_070173 203 attr_203 Leukemia Other
is_070174 200 attr_200 Other Other
is_070175 170 attr_170 Other Other
is_070176 218 attr_218 Apoptosis Other
is_070177 23 attr_23 Other Other
is_070178 22 attr_22 Other Other
is_070179 220 attr_220 Other Other
is_070180 150 attr_150 Apoptosis Other
is_070181 242 attr_242 Other Other
is_070182 184 attr_184 Apoptosis Other
is_070183 11 attr_11 Apoptosis Other
is_070184 161 attr_161 Apoptosis Other
is_070185 21 attr_21 Other Other
is_070186 708 attr_708 Other Other
is_070187 180 attr_180 Apoptosis Other
is_070188 179 attr_179 Other Other
is_070189 92 attr_92 Apoptosis Other
is_070190 21 attr_21 Other Other
is_070191 726 attr_726 Other Other
is_070192 202 attr_202 Apoptosis Other
is_070193 161 attr_161 Apoptosis Other
is_070194 209 attr_209 Apoptosis Other
is_070195 8 attr_8 Leukemia Other
is_070196 15 attr_15 Other Other
is_070197 174 attr_174 Apoptosis Other
is_070198 358 attr_358 Other Other
is_070199 284 attr_284 Leukemia Leukemia
is_070200 323 attr_323 Other Other
is_070201 80 attr_80 Apoptosis Other
is_070202 163 attr_163 Other Other
is_070203 209 attr_209 Apoptosis Other
is_070204 210 attr_210 Other Other
is_070205 150 attr_150 Apoptosis Other
is_070206 181 attr_181 Apoptosis Other
is_070207 166 attr_166 Apoptosis Other
is_070208 149 attr_149 Other Other
is_070209 3 attr_3 Other Other
is_070210 184 attr_184 Apoptosis Other
is_070211 210 attr_210 Other Other
is_070212 14 attr_14 Other Other
is_070213 89 attr_89 Apoptosis Other
is_070214 4 attr_4 Apoptosis Other
is_070215 188 attr_188 Other Other
is_070216 167 attr_167 Apoptosis Other
is_070217 4 attr_4 Apoptosis Other
is_070218 21 attr_21 Other Other
is_070219 161 attr_161 Apoptosis Other
is_070220 146 attr_146 Other Other
is_070221 216 attr_216 Other Other
is_070222 24 attr_24 Other Other
is_070223 217 attr_217 Other Other
is_070224 29 attr_29 Other Other
is_070225 1 attr_1 Leukemia Other
is_070226 71 attr_71 Apoptosis Other
is_070227 202 attr_202 Apoptosis Other
is_070228 164 attr_164 Other Other
is_070229 180 attr_180 Apoptosis Other
is_070230 1 attr_1 Leukemia Other
is_070231 292 attr_292 Other Other
is_070232 213 attr_213 Other Other
is_070233 227 attr_227 Other Other
is_070234 609 attr_609 Other Other
is_070235 4 attr_4 Apoptosis Other
is_070236 699 attr_699 Other Other
is_070237 203 attr_203 Leukemia Other
is_070238 6 attr_6 Other Other
is_070239 239 attr_239 Other Other
is_070240 8 attr_8 Leukemia Other
is_070241 16 attr_16 Apoptosis Other
is_070242 18 attr_18 Apoptosis Other
is_070243 2 attr_2 Apoptosis Other
is_070244 16 attr_16 Apoptosis Other
is_070245 18 attr_18 Apoptosis Other
is_070246 184 attr_184 Apoptosis Other
is_070247 195 attr_195 Apoptosis Apoptosis
is_070248 232 attr_232 Apoptosis Other
is_070249 227 attr_227 Other Other
is_070250 162 attr_162 Leukemia Other
is_070251 162 attr_162 Leukemia Other
is_070252 249 attr_249 Other Other
is_070253 180 attr_180 Apoptosis Other
is_070254 20 attr_20 Other Other
is_070255 200 attr_200 Other Other
is_070256 193 attr_193 Other Other
is_070257 312 attr_312 Other Other
is_070258 169 attr_169 Leukemia Other
is_070259 213 attr_213 Other Other
is_070260 155 attr_155 Other Other
is_070261 168 attr_168 Other Other
is_070262 189 attr_189 Other Other
is_070263 152 attr_152 Other Other
is_070264 384 attr_384 Apoptosis Other
is_070265 21 attr_21 Other Other
is_070266 152 attr_152 Other Other
is_070267 166 attr_166 Apoptosis Other
is_070268 266 attr_266 Other Other
is_070269 161 attr_161 Apoptosis Other
is_070270 80 attr_80 Apoptosis Other
is_070271 76 attr_76 Apoptosis Other
is_070272 207 attr_207 Apoptosis Other
is_070273 224 attr_224 Apoptosis Other
is_070274 207 attr_207 Apoptosis Other
is_070275 180 attr_180 Apoptosis Other
is_070276 260 attr_260 Other Other
is_070277 5 attr_5 Apoptosis Other
is_070278 13 attr_13 Leukemia Other
is_070279 168 attr_168 Other Other
is_070280 24 attr_24 Other Other
is_070281 699 attr_699 Other Other
is_070282 41 attr_41 Other Other
is_070283 84 attr_84 Other Other
is_070284 266 attr_266 Other Other
is_070285 200 attr_200 Other Other
is_070286 299 attr_299 Other Other
is_070287 88 attr_88 Other Other
is_070288 166 attr_166 Apoptosis Other
is_070289 1 attr_1 Leukemia Other
is_070290 23 attr_23 Other Other
is_070291 266 attr_266 Other Other
is_070292 21 attr_21 Other Other
is_070293 19 attr_19 Apoptosis Other
is_070294 240 attr_240 Other Other
is_070295 197 attr_197 Apoptosis Other
is_070296 19 attr_19 Apoptosis Other
is_070297 155 attr_155 Other Other
is_070298 209 attr_209 Apoptosis Other
is_070299 197 attr_197 Apoptosis Other
is_070300 4 attr_4 Apoptosis Other
is_070301 35 attr_35 Other Other
is_070302 152 attr_152 Other Other
is_070303 19 attr_19 Apoptosis Other
is_070304 188 attr_188 Other Other
is_070305 207 attr_207 Apoptosis Other
is_070306 14 attr_14 Other Other
is_070307 120 attr_120 Other Other
is_070308 19 attr_19 Apoptosis Other
is_070309 234 attr_234 Other Other
is_070310 72 attr_72 Other Other
is_070311 16 attr_16 Apoptosis Other
is_070312 227 attr_227 Other Other
is_070313 24 attr_24 Other Other
is_070314 210 attr_210 Other Other
is_070315 209 attr_209 Apoptosis Other
is_070316 19 attr_19 Apoptosis Other
is_070317 286 attr_286 Other Other
is_070318 189 attr_189 Other Other
is_070319 234 attr_234 Other Other
is_070320 11 attr_11 Apoptosis Other
is_070321 150 attr_150 Apoptosis Other
is_070322 210 attr_210 Other Other
is_070323 8 attr_8 Leukemia Other
is_070324 270 attr_270 Other Other
is_070325 19 attr_19 Apoptosis Other
is_070326 170 attr_170 Other Other
is_070327 224 attr_224 Apoptosis Other
is_070328 184 attr_184 Apoptosis Other
is_070329 180 attr_180 Apoptosis Other
is_070330 718 attr_718 Other Other
is_070331 197 attr_197 Apoptosis Other
is_070332 7 attr_7 Apoptosis Other
is_070333 167 attr_167 Apoptosis Other
is_070334 37 attr_37 Other Other
is_070335 230 attr_230 Other Other
is_070336 70 attr_70 Other Other
is_070337 166 attr_166 Apoptosis Other
is_070338 25 attr_25 Leukemia Other
is_070339 159 attr_159 Other Other
is_070340 84 attr_84 Other Other
is_070341 197 attr_197 Apoptosis Other
is_070342 292 attr_292 Other Other
is_070343 591 attr_591 Other Other
is_070344 188 attr_188 Other Other
is_070345 95 attr_95 Apoptosis Other
is_070346 1 attr_1 Leukemia Other
is_070347 179 attr_179 Other Other
is_070348 16 attr_16 Apoptosis Other
is_070349 197 attr_197 Apoptosis Other
is_070350 216 attr_216 Other Other
is_070351 89 attr_89 Apoptosis Other
is_070352 155 attr_155 Other Other
is_070353 719 attr_719 Other Other
is_070354 701 attr_701 Other Other
is_070355 719 attr_719 Other Other
is_070356 92 attr_92 Apoptosis Other
is_070357 183 attr_183 Other Other
is_070358 109 attr_109 Other Other
is_070359 161 attr_161 Apoptosis Other
is_070360 227 attr_227 Other Other
is_070361 11 attr_11 Apoptosis Other
is_070362 188 attr_188 Other Other
is_070363 234 attr_234 Other Other
is_070364 262 attr_262 Apoptosis Other
is_070365 216 attr_216 Other Other
is_070366 105 attr_105 Other Other
is_070367 23 attr_23 Other Other
is_070368 15 attr_15 Other Other
is_070369 109 attr_109 Other Other
is_070370 169 attr_169 Leukemia Other
is_070371 9 attr_9 Other Other
is_070372 204 attr_204 Apoptosis Other
is_070373 76 attr_76 Apoptosis Other
is_070374 109 attr_109 Other Other
is_070375 4 attr_4 Apoptosis Other
is_070376 176 attr_176 Apoptosis Other
is_070377 102 attr_102 Other Other
is_070378 240 attr_240 Other Other
is_070379 203 attr_203 Leukemia Other
is_070380 156 attr_156 Other Other
is_070381 16 attr_16 Apoptosis Other
is_070382 235 attr_235 Other Other
is_070383 152 attr_152 Other Other
is_070384 152 attr_152 Other Other
is_070385 33 attr_33 Leukemia Other
is_070386 19 attr_19 Apoptosis Other
is_070387 176 attr_176 Apoptosis Other
is_070388 221 attr_221 Other Other
is_070389 150 attr_150 Apoptosis Other
is_070390 155 attr_155 Other Other
is_070391 160 attr_160 Leukemia Other
is_070392 167 attr_167 Apoptosis Other
is_070393 161 attr_161 Apoptosis Other
is_070394 166 attr_166 Apoptosis Other
is_070395 314 attr_314 Other Other
is_070396 156 attr_156 Other Other
is_070397 6 attr_6 Other Other
is_070398 332 attr_332 Leukemia Other
is_070399 418 attr_418 Apoptosis Other
is_070400 202 attr_202 Apoptosis Other
is_070401 18 attr_18 Apoptosis Other
is_070402 5 attr_5 Apoptosis Other
is_070403 234 attr_234 Other Other
is_070404 604 attr_604 Other Other
is_070405 237 attr_237 Other Other
is_070406 214 attr_214 Apoptosis Other
is_070407 166 attr_166 Apoptosis Other
is_070408 180 attr_180 Apoptosis Other
