ID	Symbol	Sites view	Total count	V$AP1_01	V$AP1_02	V$BATFJUN_01	V$CFOSCJUN_Q5	V$CMYC_Q3	V$CMYC_Q6_01	V$EBOX_Q6_01	V$FOSJUN_02	V$JUNFOSB_01	V$JUNFRA1_01	V$JUNFRA2_01	V$JUN_04	V$JUN_06	V$MYCMAX_B	V$MYC_02	V$MYC_06	V$MYC_07	V$P53DECAMER_Q2	V$P53_01	V$P53_02	V$P53_03	V$P53_04	V$P53_Q3	V$P53_Q3_01	V$STAT3STAT3_Q3	V$STAT3_02	V$STAT3_10	V$STAT3_11	V$STAT3_Q4	V$STAT_01	V$TP53_03
ENSG00000166886	NAB2	DataElement[ENSG00000166886] class=class ru.biosoft.bsa.project.ProjectAsLists	114	0	0	1	0	0	0	4	0	0	0	0	1	0	22	7	3	0	0	2	0	2	11	5	46	0	5	0	1	1	0	3
ENSG00000092820	EZR	DataElement[ENSG00000092820] class=class ru.biosoft.bsa.project.ProjectAsLists	113	0	0	1	0	1	1	6	0	0	0	0	1	0	22	6	4	1	0	2	0	2	15	3	26	0	10	0	3	3	4	2
ENSG00000131788	PIAS3	DataElement[ENSG00000131788] class=class ru.biosoft.bsa.project.ProjectAsLists	113	0	0	0	0	0	0	5	0	0	0	0	1	0	29	5	3	0	0	0	0	3	23	4	26	0	3	0	2	3	3	3
ENSG00000116141	MARK1	DataElement[ENSG00000116141] class=class ru.biosoft.bsa.project.ProjectAsLists	112	0	1	2	0	0	0	6	2	2	0	2	3	0	31	8	5	0	0	0	0	2	13	0	24	0	6	0	1	2	0	2
ENSG00000134352	IL6ST	DataElement[ENSG00000134352] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	0	0	0	0	1	0	0	0	0	0	0	30	5	0	0	0	2	0	6	17	2	23	0	9	0	2	5	3	6
ENSG00000197467	COL13A1	DataElement[ENSG00000197467] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	1	0	0	0	2	0	0	0	0	3	0	23	5	1	0	0	0	0	6	12	5	34	0	6	0	3	2	0	8
ENSG00000141736	ERBB2	DataElement[ENSG00000141736] class=class ru.biosoft.bsa.project.ProjectAsLists	110	0	1	2	0	0	0	5	2	2	0	2	4	0	19	6	4	0	0	0	0	5	13	3	25	0	5	1	2	4	2	3
ENSG00000109320	NFKB1	DataElement[ENSG00000109320] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	3	0	0	0	0	1	0	25	3	0	0	0	4	0	4	13	5	33	0	7	0	3	2	1	4
ENSG00000130956	HABP4	DataElement[ENSG00000130956] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	1	0	0	0	0	1	0	26	10	1	0	0	0	0	4	21	2	25	1	6	0	5	2	1	2
ENSG00000127445	PIN1	DataElement[ENSG00000127445] class=class ru.biosoft.bsa.project.ProjectAsLists	107	0	0	0	0	0	0	4	0	0	0	0	0	0	28	8	3	0	0	0	0	4	13	2	29	0	9	0	1	3	0	3
ENSG00000173801	JUP	DataElement[ENSG00000173801] class=class ru.biosoft.bsa.project.ProjectAsLists	107	0	0	2	0	0	0	4	0	0	0	0	2	0	13	8	3	0	1	2	0	6	20	4	26	0	5	0	1	2	2	6
ENSG00000254087	LYN	DataElement[ENSG00000254087] class=class ru.biosoft.bsa.project.ProjectAsLists	105	0	0	0	0	0	0	4	0	0	0	0	1	0	21	6	1	0	0	3	0	6	34	1	19	0	4	0	0	0	0	5
ENSG00000151491	EPS8	DataElement[ENSG00000151491] class=class ru.biosoft.bsa.project.ProjectAsLists	104	0	0	0	0	0	0	1	0	1	0	0	3	0	21	6	0	0	1	0	0	2	16	4	35	0	7	0	2	2	1	2
ENSG00000185359	HGS	DataElement[ENSG00000185359] class=class ru.biosoft.bsa.project.ProjectAsLists	104	0	0	0	0	0	0	3	0	0	0	0	2	0	20	6	3	0	0	1	0	4	13	5	29	0	7	0	1	4	1	5
ENSG00000077782	FGFR1	DataElement[ENSG00000077782] class=class ru.biosoft.bsa.project.ProjectAsLists	103	0	0	0	0	0	0	2	0	0	0	0	1	0	16	5	1	0	0	4	0	4	13	5	24	0	14	0	4	5	0	5
ENSG00000115904	SOS1	DataElement[ENSG00000115904] class=class ru.biosoft.bsa.project.ProjectAsLists	103	0	0	0	0	0	0	6	0	1	0	0	2	0	20	6	3	0	0	0	0	6	16	0	29	0	5	0	2	2	0	5
ENSG00000162434	JAK1	DataElement[ENSG00000162434] class=class ru.biosoft.bsa.project.ProjectAsLists	103	0	0	0	0	0	0	2	0	0	0	0	0	0	28	8	2	0	0	0	0	2	24	2	26	0	2	0	2	1	2	2
ENSG00000108424	KPNB1	DataElement[ENSG00000108424] class=class ru.biosoft.bsa.project.ProjectAsLists	102	0	0	0	0	0	0	2	0	0	0	0	0	0	27	4	2	0	0	0	0	4	19	6	28	0	4	0	1	1	0	4
ENSG00000147044	CASK	DataElement[ENSG00000147044] class=class ru.biosoft.bsa.project.ProjectAsLists	102	0	0	1	0	0	0	1	0	0	0	0	1	0	20	4	0	0	0	0	0	4	24	2	33	1	5	0	1	2	0	3
ENSG00000067900	ROCK1	DataElement[ENSG00000067900] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	3	0	0	0	0	1	0	30	5	0	0	0	0	0	0	18	1	28	0	6	0	2	1	2	4
ENSG00000100393	EP300	DataElement[ENSG00000100393] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	5	0	0	0	0	0	0	14	5	3	0	0	0	0	3	15	1	34	0	9	0	2	3	3	4
ENSG00000106299	WASL	DataElement[ENSG00000106299] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	3	0	0	0	0	2	0	27	8	1	0	0	0	0	6	13	6	25	0	6	0	0	0	0	4
ENSG00000115414	FN1	DataElement[ENSG00000115414] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	1	2	0	0	0	1	2	1	0	2	2	0	24	4	1	0	0	1	0	3	10	1	29	0	10	0	0	1	1	5
ENSG00000105397	TYK2	DataElement[ENSG00000105397] class=class ru.biosoft.bsa.project.ProjectAsLists	100	0	0	1	0	0	0	4	0	0	0	0	2	0	18	3	1	0	0	4	0	4	11	5	36	0	5	0	1	0	0	5
ENSG00000113140	SPARC	DataElement[ENSG00000113140] class=class ru.biosoft.bsa.project.ProjectAsLists	99	0	0	0	0	0	0	7	0	0	0	0	3	0	9	5	3	0	2	2	0	6	14	5	33	0	2	0	1	0	0	7
ENSG00000118898	PPL	DataElement[ENSG00000118898] class=class ru.biosoft.bsa.project.ProjectAsLists	99	1	4	4	1	0	0	6	4	4	1	4	6	2	20	9	0	0	0	4	0	0	4	4	19	0	2	0	0	0	0	0
ENSG00000166147	FBN1	DataElement[ENSG00000166147] class=class ru.biosoft.bsa.project.ProjectAsLists	99	0	0	0	0	0	0	3	0	0	0	0	0	0	16	2	2	0	0	2	0	6	18	6	36	0	2	0	0	0	0	6
ENSG00000142192	APP	DataElement[ENSG00000142192] class=class ru.biosoft.bsa.project.ProjectAsLists	98	0	1	2	0	0	0	0	2	1	0	2	2	0	17	4	1	0	0	1	0	0	12	5	25	0	6	0	7	6	2	2
ENSG00000026508	CD44	DataElement[ENSG00000026508] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	0	3	0	0	0	6	0	0	0	0	4	0	15	5	5	0	1	1	0	2	14	4	19	1	8	0	3	3	1	2
ENSG00000177885	GRB2	DataElement[ENSG00000177885] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	1	2	0	0	0	3	2	1	0	2	2	0	23	5	3	0	0	0	0	0	8	3	24	1	10	0	2	4	1	0
ENSG00000185591	SP1	DataElement[ENSG00000185591] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	0	0	0	0	0	4	0	0	0	0	2	0	15	3	0	0	0	1	0	2	14	6	37	0	7	0	2	0	0	4
ENSG00000186868	MAPT	DataElement[ENSG00000186868] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	0	0	0	0	1	2	0	0	0	0	3	0	30	7	2	0	1	2	0	2	12	1	22	0	5	0	2	3	1	1
ENSG00000082781	ITGB5	DataElement[ENSG00000082781] class=class ru.biosoft.bsa.project.ProjectAsLists	96	0	0	0	0	0	0	5	0	0	0	0	0	0	14	5	1	0	0	1	0	7	14	4	29	0	5	0	1	2	1	7
ENSG00000189143	CLDN4	DataElement[ENSG00000189143] class=class ru.biosoft.bsa.project.ProjectAsLists	96	0	0	0	0	0	0	7	0	0	0	0	2	0	16	8	5	0	0	1	0	6	10	3	26	0	4	0	0	0	0	8
ENSG00000117984	CTSD	DataElement[ENSG00000117984] class=class ru.biosoft.bsa.project.ProjectAsLists	95	0	0	0	0	0	1	8	0	0	0	0	1	0	16	7	3	0	0	2	0	4	11	8	27	0	1	0	0	1	0	5
ENSG00000138794	CASP6	DataElement[ENSG00000138794] class=class ru.biosoft.bsa.project.ProjectAsLists	95	0	0	1	0	0	0	5	0	0	0	0	2	0	20	3	0	0	0	1	0	2	14	3	22	0	5	0	4	6	4	3
ENSG00000143379	SETDB1	DataElement[ENSG00000143379] class=class ru.biosoft.bsa.project.ProjectAsLists	95	0	0	0	0	0	0	5	0	0	0	0	0	0	25	7	4	0	0	0	0	2	11	3	29	0	4	0	0	1	2	2
ENSG00000160691	SHC1	DataElement[ENSG00000160691] class=class ru.biosoft.bsa.project.ProjectAsLists	94	0	0	0	0	0	0	0	0	0	0	0	0	0	26	9	0	0	0	1	0	4	13	6	23	0	5	0	1	0	1	5
ENSG00000161638	ITGA5	DataElement[ENSG00000161638] class=class ru.biosoft.bsa.project.ProjectAsLists	94	0	0	0	0	0	0	8	0	0	0	0	1	0	16	5	0	0	0	0	0	3	19	1	25	0	9	0	2	1	1	3
ENSG00000168610	STAT3	DataElement[ENSG00000168610] class=class ru.biosoft.bsa.project.ProjectAsLists	94	0	0	0	0	0	0	2	0	0	0	0	1	0	14	4	4	0	0	0	0	7	20	2	23	0	8	0	2	0	0	7
ENSG00000261371	PECAM1	DataElement[ENSG00000261371] class=class ru.biosoft.bsa.project.ProjectAsLists	94	0	0	0	0	0	0	7	0	0	0	0	0	0	18	5	2	0	0	0	0	7	18	2	24	0	3	0	0	1	0	7
ENSG00000100106	TRIOBP	DataElement[ENSG00000100106] class=class ru.biosoft.bsa.project.ProjectAsLists	93	0	1	3	0	0	0	5	2	3	0	2	6	0	17	4	1	0	0	0	0	2	10	2	30	0	3	0	1	0	0	1
ENSG00000154133	ROBO4	DataElement[ENSG00000154133] class=class ru.biosoft.bsa.project.ProjectAsLists	93	1	2	3	1	0	0	2	2	2	1	2	4	1	8	1	1	0	0	2	0	1	7	2	29	0	8	0	4	4	2	3
ENSG00000154134	ROBO3	DataElement[ENSG00000154134] class=class ru.biosoft.bsa.project.ProjectAsLists	93	0	0	0	0	0	0	5	0	0	0	0	0	0	17	7	1	0	0	2	0	0	12	3	27	0	8	0	2	4	0	5
ENSG00000165806	CASP7	DataElement[ENSG00000165806] class=class ru.biosoft.bsa.project.ProjectAsLists	93	0	0	1	0	0	0	2	0	0	0	0	4	0	24	7	2	0	0	4	0	0	2	1	16	0	9	0	5	7	6	3
ENSG00000026103	FAS	DataElement[ENSG00000026103] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	1	3	0	0	0	5	2	0	0	2	4	0	18	3	0	0	0	0	0	2	13	2	23	0	6	0	3	1	1	3
ENSG00000108821	COL1A1	DataElement[ENSG00000108821] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	0	0	0	0	0	2	0	16	4	1	0	0	2	0	2	14	5	30	0	5	0	2	2	2	5
ENSG00000123143	PKN1	DataElement[ENSG00000123143] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	6	0	0	0	0	0	0	28	9	1	0	1	0	0	0	14	5	21	0	6	0	1	0	0	0
ENSG00000136754	ABI1	DataElement[ENSG00000136754] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	1	1	0	0	0	5	2	2	0	2	2	0	21	5	1	0	0	0	0	2	11	0	18	0	6	1	1	3	3	5
ENSG00000142949	PTPRF	DataElement[ENSG00000142949] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	11	0	0	0	0	0	0	16	8	4	0	0	0	0	4	9	3	20	0	4	0	4	3	2	4
ENSG00000145715	RASA1	DataElement[ENSG00000145715] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	2	0	0	0	0	3	0	22	3	1	0	0	0	0	5	14	1	26	0	8	0	1	1	0	5
ENSG00000168685	IL7R	DataElement[ENSG00000168685] class=class ru.biosoft.bsa.project.ProjectAsLists	92	2	4	4	2	0	0	7	4	4	0	4	5	1	12	8	0	0	0	0	0	0	2	1	18	0	5	0	4	3	2	0
ENSG00000196712	NF1	DataElement[ENSG00000196712] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	5	0	0	0	0	0	0	25	7	3	0	0	0	0	0	16	1	27	0	7	0	1	0	0	0
ENSG00000111676	ATN1	DataElement[ENSG00000111676] class=class ru.biosoft.bsa.project.ProjectAsLists	91	0	1	2	0	0	0	8	2	1	0	2	3	0	16	7	5	0	0	0	0	0	7	3	24	0	6	0	1	1	2	0
ENSG00000080815	PSEN1	DataElement[ENSG00000080815] class=class ru.biosoft.bsa.project.ProjectAsLists	89	0	1	2	0	0	0	6	2	2	0	2	3	0	23	7	3	0	0	1	0	0	8	3	21	0	5	0	0	0	0	0
ENSG00000197694	SPTAN1	DataElement[ENSG00000197694] class=class ru.biosoft.bsa.project.ProjectAsLists	89	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	10	0	27	0	6	0	4	3	1	0
ENSG00000116478	HDAC1	DataElement[ENSG00000116478] class=class ru.biosoft.bsa.project.ProjectAsLists	88	0	0	1	0	0	0	1	0	1	0	0	4	0	25	4	1	0	0	0	0	2	9	1	27	0	4	0	0	2	2	4
ENSG00000127824	TUBA4A	DataElement[ENSG00000127824] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	1	0	0	0	1	0	0	0	0	3	0	14	5	0	0	0	2	0	4	11	3	26	0	9	0	3	3	1	1
ENSG00000173230	GOLGB1	DataElement[ENSG00000173230] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	1	0	0	0	2	0	0	0	0	4	0	7	0	0	0	0	0	0	4	17	3	19	0	11	1	3	4	5	6
ENSG00000077348	EXOSC5	DataElement[ENSG00000077348] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	0	0	0	1	1	4	0	0	0	0	0	0	18	5	2	1	0	0	0	2	12	1	22	0	7	0	0	3	1	3
ENSG00000110422	HIPK3	DataElement[ENSG00000110422] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	1	2	0	0	0	3	2	0	0	2	2	0	11	2	0	0	0	0	0	2	8	2	18	0	6	1	7	5	7	2
ENSG00000196230	TUBB	DataElement[ENSG00000196230] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	0	1	0	0	0	2	0	0	0	0	2	0	17	4	2	0	0	3	0	4	8	3	19	0	6	0	2	4	0	6
ENSG00000166949	SMAD3	DataElement[ENSG00000166949] class=class ru.biosoft.bsa.project.ProjectAsLists	82	0	0	0	0	0	0	2	0	0	0	0	1	0	12	3	0	0	0	4	0	8	10	4	21	0	7	0	0	2	0	8
ENSG00000163629	PTPN13	DataElement[ENSG00000163629] class=class ru.biosoft.bsa.project.ProjectAsLists	78	0	0	0	0	0	0	2	0	0	0	0	2	0	15	3	1	0	0	0	0	2	15	2	29	0	3	0	0	1	1	2
ENSG00000096968	JAK2	DataElement[ENSG00000096968] class=class ru.biosoft.bsa.project.ProjectAsLists	77	1	2	4	1	0	0	1	3	3	0	2	5	1	7	2	1	0	0	0	0	0	7	2	17	0	5	0	6	4	3	0
ENSG00000105974	CAV1	DataElement[ENSG00000105974] class=class ru.biosoft.bsa.project.ProjectAsLists	77	0	0	2	0	0	0	5	0	0	0	0	3	0	13	4	0	0	0	2	0	6	11	2	14	0	4	0	2	1	1	7
ENSG00000109971	HSPA8	DataElement[ENSG00000109971] class=class ru.biosoft.bsa.project.ProjectAsLists	75	0	0	2	0	0	0	1	0	0	0	0	3	0	7	0	0	0	0	3	0	6	11	1	17	0	5	0	3	7	3	6
ENSG00000167244	IGF2	DataElement[ENSG00000167244] class=class ru.biosoft.bsa.project.ProjectAsLists	75	0	0	1	0	0	0	3	0	1	0	0	3	0	10	1	1	0	0	0	0	2	6	2	11	0	11	0	8	8	5	2
ENSG00000101266	CSNK2A1	DataElement[ENSG00000101266] class=class ru.biosoft.bsa.project.ProjectAsLists	73	0	0	0	0	0	0	4	0	0	0	0	1	0	12	4	0	0	0	0	0	2	7	1	23	0	10	0	2	3	2	2
ENSG00000170458	CD14	DataElement[ENSG00000170458] class=class ru.biosoft.bsa.project.ProjectAsLists	73	0	1	2	0	0	0	3	2	1	0	1	3	0	10	3	1	0	0	3	0	4	4	3	24	0	3	0	0	1	1	3
ENSG00000185104	FAF1	DataElement[ENSG00000185104] class=class ru.biosoft.bsa.project.ProjectAsLists	72	0	0	0	0	0	0	4	0	1	0	0	1	0	19	4	4	0	0	2	0	0	7	1	23	0	5	0	0	0	1	0
ENSG00000084463	WBP11	DataElement[ENSG00000084463] class=class ru.biosoft.bsa.project.ProjectAsLists	71	1	2	2	0	0	0	3	2	2	0	2	4	0	11	4	2	0	0	0	0	2	4	0	16	1	5	0	2	2	1	3
ENSG00000140299	BNIP2	DataElement[ENSG00000140299] class=class ru.biosoft.bsa.project.ProjectAsLists	71	0	0	0	0	0	0	1	0	0	0	0	1	0	20	4	0	0	0	0	0	2	14	1	20	0	2	0	1	2	1	2
ENSG00000116560	SFPQ	DataElement[ENSG00000116560] class=class ru.biosoft.bsa.project.ProjectAsLists	70	0	0	0	0	0	0	6	0	1	0	0	1	0	16	8	2	0	0	2	0	0	6	3	24	0	1	0	0	0	0	0
ENSG00000014216	CAPN1	DataElement[ENSG00000014216] class=class ru.biosoft.bsa.project.ProjectAsLists	69	0	0	0	0	0	0	8	0	1	0	0	3	0	17	6	3	0	1	0	1	0	3	2	23	0	0	0	0	0	0	1
ENSG00000077942	FBLN1	DataElement[ENSG00000077942] class=class ru.biosoft.bsa.project.ProjectAsLists	68	0	0	1	0	0	0	5	0	0	0	0	3	0	11	4	0	0	0	0	0	2	8	4	23	0	4	0	0	1	1	1
ENSG00000152104	PTPN14	DataElement[ENSG00000152104] class=class ru.biosoft.bsa.project.ProjectAsLists	68	0	0	0	0	0	0	2	0	0	0	0	1	0	6	1	0	0	0	4	0	0	7	4	23	1	5	0	6	5	2	1
ENSG00000164924	YWHAZ	DataElement[ENSG00000164924] class=class ru.biosoft.bsa.project.ProjectAsLists	68	0	2	4	1	0	0	7	2	2	0	2	6	1	9	2	1	0	0	2	0	0	2	2	15	0	4	0	1	2	1	0
ENSG00000061676	NCKAP1	DataElement[ENSG00000061676] class=class ru.biosoft.bsa.project.ProjectAsLists	65	0	0	0	0	0	0	2	0	0	0	0	2	0	9	5	1	0	0	3	0	2	8	3	18	0	2	1	2	2	3	2
ENSG00000010810	FYN	DataElement[ENSG00000010810] class=class ru.biosoft.bsa.project.ProjectAsLists	63	0	0	0	0	0	0	4	0	0	0	0	0	0	14	4	0	0	0	0	0	0	6	2	19	0	8	0	1	2	3	0
ENSG00000169398	PTK2	DataElement[ENSG00000169398] class=class ru.biosoft.bsa.project.ProjectAsLists	63	0	0	0	0	0	0	1	0	0	0	0	3	0	10	5	0	0	0	0	0	2	7	4	15	0	8	0	3	2	1	2
ENSG00000197565	COL4A6	DataElement[ENSG00000197565] class=class ru.biosoft.bsa.project.ProjectAsLists	63	0	0	1	0	0	0	2	0	0	0	0	4	0	11	2	1	0	0	0	0	2	6	3	13	0	11	0	3	0	0	4
ENSG00000179409	GEMIN4	DataElement[ENSG00000179409] class=class ru.biosoft.bsa.project.ProjectAsLists	62	0	1	2	0	0	0	5	2	2	0	2	3	0	6	2	1	0	0	0	0	2	4	2	17	0	2	0	4	2	2	1
ENSG00000170365	SMAD1	DataElement[ENSG00000170365] class=class ru.biosoft.bsa.project.ProjectAsLists	61	1	2	3	0	0	0	3	2	2	0	2	5	0	5	3	2	0	1	0	0	2	3	3	8	0	4	0	2	4	3	1
ENSG00000026025	VIM	DataElement[ENSG00000026025] class=class ru.biosoft.bsa.project.ProjectAsLists	60	0	0	0	0	0	0	0	0	0	0	0	3	0	7	2	0	0	1	0	0	5	15	1	15	0	4	0	2	1	0	4
ENSG00000111859	NEDD9	DataElement[ENSG00000111859] class=class ru.biosoft.bsa.project.ProjectAsLists	60	0	0	0	0	0	0	5	0	0	0	0	1	0	5	1	1	0	1	0	0	2	6	4	21	0	6	0	2	1	1	3
ENSG00000141646	SMAD4	DataElement[ENSG00000141646] class=class ru.biosoft.bsa.project.ProjectAsLists	60	0	0	1	0	0	0	3	0	0	0	0	2	0	7	2	3	0	0	1	0	2	6	0	10	0	7	0	5	4	4	3
ENSG00000064012	CASP8	DataElement[ENSG00000064012] class=class ru.biosoft.bsa.project.ProjectAsLists	56	0	0	4	0	0	0	4	0	0	0	0	5	0	7	3	0	0	0	0	0	2	4	1	11	0	3	1	3	2	3	3
ENSG00000115461	IGFBP5	DataElement[ENSG00000115461] class=class ru.biosoft.bsa.project.ProjectAsLists	56	0	0	0	0	0	0	3	0	0	0	0	0	0	11	3	3	0	0	2	0	0	7	0	16	0	7	0	0	1	1	2
ENSG00000137462	TLR2	DataElement[ENSG00000137462] class=class ru.biosoft.bsa.project.ProjectAsLists	55	0	0	1	0	0	0	2	0	0	0	0	2	0	8	2	1	0	2	2	1	2	6	3	13	0	3	0	1	3	0	3
ENSG00000146674	IGFBP3	DataElement[ENSG00000146674] class=class ru.biosoft.bsa.project.ProjectAsLists	55	0	0	1	0	0	0	3	0	0	0	0	1	0	18	2	2	0	0	0	0	0	3	0	19	0	5	0	0	1	0	0
ENSG00000134871	COL4A2	DataElement[ENSG00000134871] class=class ru.biosoft.bsa.project.ProjectAsLists	54	0	1	3	0	0	0	2	2	2	0	2	3	0	5	1	0	0	0	2	0	2	6	3	8	0	5	0	3	1	0	3
ENSG00000011465	DCN	DataElement[ENSG00000011465] class=class ru.biosoft.bsa.project.ProjectAsLists	52	0	0	1	0	0	0	3	0	0	0	0	1	0	4	3	3	0	0	2	0	2	5	1	14	0	5	0	1	2	1	4
ENSG00000116106	EPHA4	DataElement[ENSG00000116106] class=class ru.biosoft.bsa.project.ProjectAsLists	49	0	0	2	0	0	0	4	0	0	0	0	2	0	15	7	0	0	0	0	0	0	0	0	7	0	5	0	2	2	2	1
ENSG00000137575	SDCBP	DataElement[ENSG00000137575] class=class ru.biosoft.bsa.project.ProjectAsLists	48	0	0	0	0	0	0	1	0	0	0	0	0	0	17	4	2	0	0	0	0	0	4	0	11	0	5	0	1	0	0	3
ENSG00000149269	PAK1	DataElement[ENSG00000149269] class=class ru.biosoft.bsa.project.ProjectAsLists	48	0	0	0	0	0	0	2	0	0	0	0	0	0	5	2	1	0	0	0	0	4	3	2	15	0	7	0	1	1	0	5
ENSG00000170312	CDK1	DataElement[ENSG00000170312] class=class ru.biosoft.bsa.project.ProjectAsLists	47	0	0	0	0	0	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0	2	4	4	20	0	1	0	1	0	0	0
ENSG00000035115	SH3YL1	DataElement[ENSG00000035115] class=class ru.biosoft.bsa.project.ProjectAsLists	46	0	0	0	0	0	0	3	0	0	0	0	2	0	3	2	0	0	1	0	0	4	5	2	11	0	3	0	0	3	2	5
ENSG00000125378	BMP4	DataElement[ENSG00000125378] class=class ru.biosoft.bsa.project.ProjectAsLists	46	0	0	2	0	0	0	1	0	0	0	0	3	0	9	0	0	0	0	0	0	2	4	2	14	0	3	0	1	1	0	4
ENSG00000182752	PAPPA	DataElement[ENSG00000182752] class=class ru.biosoft.bsa.project.ProjectAsLists	43	0	0	2	0	0	0	2	1	1	0	1	3	0	4	0	0	0	0	0	0	0	2	1	9	0	11	0	1	2	2	1
ENSG00000168036	CTNNB1	DataElement[ENSG00000168036] class=class ru.biosoft.bsa.project.ProjectAsLists	40	0	0	1	0	0	0	3	0	0	0	0	3	0	7	5	0	0	0	0	0	2	3	1	6	0	7	0	0	0	0	2
ENSG00000198668	CALM1	DataElement[ENSG00000198668] class=class ru.biosoft.bsa.project.ProjectAsLists	40	0	0	1	0	0	0	3	0	1	0	0	4	0	8	1	1	0	1	0	0	0	0	0	13	0	1	0	2	3	1	0
ENSG00000011422	PLAUR	DataElement[ENSG00000011422] class=class ru.biosoft.bsa.project.ProjectAsLists	39	0	0	0	0	0	0	2	0	0	0	0	0	0	11	1	1	0	0	0	0	0	1	2	13	0	4	0	1	2	1	0
ENSG00000174130	TLR6	DataElement[ENSG00000174130] class=class ru.biosoft.bsa.project.ProjectAsLists	39	0	1	3	0	0	0	3	2	2	0	2	6	0	2	1	0	0	0	0	0	1	0	3	5	0	4	0	1	1	1	1
ENSG00000188153	COL4A5	DataElement[ENSG00000188153] class=class ru.biosoft.bsa.project.ProjectAsLists	37	0	0	1	0	0	0	2	0	0	0	0	3	0	5	2	1	0	0	0	0	0	1	0	6	0	10	0	2	1	1	2
ENSG00000169439	SDC2	DataElement[ENSG00000169439] class=class ru.biosoft.bsa.project.ProjectAsLists	32	0	0	1	0	0	0	2	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	1	7	0	7	0	3	2	1	1
ENSG00000070087	PFN2	DataElement[ENSG00000070087] class=class ru.biosoft.bsa.project.ProjectAsLists	27	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	9	0	1	0	2	4	3	0
