ID	Category	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
D007680DMKR	Correlative	Kidney Neoplasms	20	998	4.578981865850994	9.348637023313697E-9	2.6878823108607284E-7	["ENSG00000010810","ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000077942","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000129219","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000163235","ENSG00000167244","ENSG00000186575","ENSG00000189143","ENSG00000196712","ENSG00000197565"]	["CLDN4","COL1A1","COL4A6","EGR1","ERBB2","FAS","FBLN1","FN1","FYN","IGF2","LGALS1","NF1","NF2","PIK3R1","PLAUR","PLD2","SPARC","TGFA","TLR2","VIM"]
D001941TTGT	Preventative	Breast Diseases	15	524	2.4041948874808825	9.773169105472832E-9	2.6878823108607284E-7	["ENSG00000011422","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000101096","ENSG00000104067","ENSG00000113140","ENSG00000120738","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000167244"]	["EGR1","ERBB2","FAS","FBLN1","FGFR1","IGF2","IGFBP3","IGFBP7","LGALS1","NFATC2","PIK3R1","PLAUR","SPARC","TGFA","TJP1 (ENSG00000104067)"]
D001943TTGT	Preventative	Breast Neoplasms	15	524	2.4041948874808825	9.773169105472832E-9	2.6878823108607284E-7	["ENSG00000011422","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000101096","ENSG00000104067","ENSG00000113140","ENSG00000120738","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000167244"]	["EGR1","ERBB2","FAS","FBLN1","FGFR1","IGF2","IGFBP3","IGFBP7","LGALS1","NFATC2","PIK3R1","PLAUR","SPARC","TGFA","TJP1 (ENSG00000104067)"]
D003110DMKR	Correlative	Colonic Neoplasms	21	1110	5.092855582259122	9.785596199258085E-9	2.6878823108607284E-7	["ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000129219","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000167244","ENSG00000182492","ENSG00000196352","ENSG00000196712","ENSG00000197565"]	["BGN","CD55","COL1A1","COL4A6","DCN","EGR1","FAS","FGFR1","FN1","IGF2","IGFBP3","IGFBP4","LGALS1","NF1","PIK3R1","PLAUR","PLD2","SPARC","TGFA","TJP1 (ENSG00000104067)","VIM"]
D010051TTGT	Preventative	Ovarian Neoplasms	10	187	0.8579855800742845	1.1796864688905332E-8	3.1888985024136157E-7	["ENSG00000011422","ENSG00000011465","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000150760","ENSG00000163235","ENSG00000166033"]	["DCN","DOCK1","ERBB2","FBLN1","HTRA1","PIK3R1","PLAUR","SPARC","TGFA","TGFBI"]
D013959DMKR	Correlative	Thyroid Diseases	15	534	2.450076469303037	1.2594070585647312E-8	3.3512034698995894E-7	["ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000163235","ENSG00000186575","ENSG00000196352"]	["CD55","COL1A1","EGR1","ERBB2","FAS","FBLN1","FGFR1","FN1","IGFBP3","IGFBP4","LGALS1","NF2","SPARC","TGFA","VIM"]
D001749DMKR	Correlative	Urinary Bladder Neoplasms	18	812	3.725584443958925	1.3457642163674445E-8	3.4534010934350666E-7	["ENSG00000010810","ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000115414","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000169439","ENSG00000189143","ENSG00000196352","ENSG00000196712"]	["CD55","CLDN4","ERBB2","FAS","FGFR1","FN1","FYN","IGF2","IGFBP3","IGFBP7","LGALS1","NF1","PIK3R1","PLAUR","SDC2","TGFA","TGFBI","VIM"]
D000291TTGT	Preventative	Adnexal Diseases	10	190	0.8717500546209307	1.3739844504863876E-8	3.4534010934350666E-7	["ENSG00000011422","ENSG00000011465","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000150760","ENSG00000163235","ENSG00000166033"]	["DCN","DOCK1","ERBB2","FBLN1","HTRA1","PIK3R1","PLAUR","SPARC","TGFA","TGFBI"]
D010049TTGT	Preventative	Ovarian Diseases	10	190	0.8717500546209307	1.3739844504863876E-8	3.4534010934350666E-7	["ENSG00000011422","ENSG00000011465","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000150760","ENSG00000163235","ENSG00000166033"]	["DCN","DOCK1","ERBB2","FBLN1","HTRA1","PIK3R1","PLAUR","SPARC","TGFA","TGFBI"]
D005833TTGT	Preventative	Genital Neoplasms, Female	11	247	1.13327507100721	1.3789270367209898E-8	3.4534010934350666E-7	["ENSG00000011422","ENSG00000011465","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000150760","ENSG00000163235","ENSG00000166033"]	["DCN","DOCK1","ERBB2","FBLN1","HTRA1","IGFBP3","PIK3R1","PLAUR","SPARC","TGFA","TGFBI"]
D009468DMKR	Correlative	Neuromuscular Diseases	20	1024	4.698273978588595	1.446445154527214E-8	3.5699943451591966E-7	["ENSG00000026025","ENSG00000026103","ENSG00000070087","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000120708","ENSG00000120738","ENSG00000136603","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000149948","ENSG00000166147","ENSG00000168056","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000196712"]	["BGN","COL1A1","EGR1","ERBB2","FAS","FBN1","HMGA2","IGFBP3","IGFBP4","LGALS1","LTBP3","MAPT","NF1","NF2","PFN2","SDC2","SKIL","SPARC","TGFBI","VIM"]
D007154DMKR	Correlative	Immune System Diseases	38	3633	16.668778675988637	1.5272932181101248E-8	3.7156862149164896E-7	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000104067","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000131788","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151491","ENSG00000163235","ENSG00000163453","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000174130","ENSG00000182492","ENSG00000186868","ENSG00000196352","ENSG00000196405","ENSG00000197043","ENSG00000197565"]	["ANXA6","BGN","CD55","COL4A6","DCN","DOCK1","EGR1","EPS8","ERBB2","EVL","FAS","FBLN1","FBN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","MAPT","PAG1","PIAS3","PIK3R1","PLAUR","SDC2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM","ZMYM2"]
D004700MMCH	Causal	Endocrine System Diseases	19	922	4.230281844002622	1.5631280219719648E-8	3.749305663969375E-7	["ENSG00000010810","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100342","ENSG00000104067","ENSG00000113140","ENSG00000120708","ENSG00000120738","ENSG00000141736","ENSG00000146674","ENSG00000150760","ENSG00000163235","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000182492"]	["APOL1","BGN","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FBN1","FGFR1","FYN","HTRA1","IGF2","IGFBP3","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","VIM"]
D019048DMKR	Correlative	Prostatic Intraepithelial Neoplasia	10	193	0.885514529167577	1.596098550680611E-8	3.775216433068167E-7	["ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000141736","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000166886","ENSG00000167244","ENSG00000196352"]	["CD55","ERBB2","FAS","FGFR1","IGF2","IGFBP3","IGFBP7","NAB2","TGFA","VIM"]
D013274DMKR	Correlative	Stomach Neoplasms	35	3119	14.31046537032991	1.6185703256816957E-8	3.775925020049216E-7	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000129219","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151150","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000168685","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196712"]	["ANK3","CD55","CLDN4","COL1A1","DCN","DOCK1","EGR1","ENAH","ERBB2","FAS","FBLN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","MAPT","MARK1","NF1","PIK3R1","PLAUR","PLD2","SERPINE2","SPARC","TGFA","TGFBI","TLR2","TRIOBP","VIM","ZMYM2"]
D001745DMKR	Correlative	Urinary Bladder Diseases	18	825	3.785230500327726	1.7218271613196495E-8	3.9625292644964367E-7	["ENSG00000010810","ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000115414","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000169439","ENSG00000189143","ENSG00000196352","ENSG00000196712"]	["CD55","CLDN4","ERBB2","FAS","FGFR1","FN1","FYN","IGF2","IGFBP3","IGFBP7","LGALS1","NF1","PIK3R1","PLAUR","SDC2","TGFA","TGFBI","VIM"]
D006058TTGT	Preventative	Gonadal Disorders	10	195	0.8946908455320078	1.7612902085375818E-8	3.992768016563479E-7	["ENSG00000011422","ENSG00000011465","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000150760","ENSG00000163235","ENSG00000166033"]	["DCN","DOCK1","ERBB2","FBLN1","HTRA1","PIK3R1","PLAUR","SPARC","TGFA","TGFBI"]
D013272DMKR	Correlative	Stomach Diseases	35	3130	14.36093511033428	1.781857717315469E-8	3.992768016563479E-7	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000100106","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000129219","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151150","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000167244","ENSG00000168685","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196712"]	["ANK3","CD55","CLDN4","COL1A1","DCN","DOCK1","EGR1","ENAH","ERBB2","FAS","FBLN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","MAPT","MARK1","NF1","PIK3R1","PLAUR","PLD2","SERPINE2","SPARC","TGFA","TGFBI","TLR2","TRIOBP","VIM","ZMYM2"]
D002277DMKR	Correlative	Carcinoma	39	3838	17.6093511033428	1.840431330006168E-8	4.0704604610396163E-7	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000101096","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000151150","ENSG00000152104","ENSG00000154133","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000166886","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000196352","ENSG00000196405","ENSG00000196712","ENSG00000197043","ENSG00000197565"]	["ANK3","ANXA6","BGN","CD55","CLDN4","COL1A1","COL4A6","COL7A1","DCN","EGR1","ENAH","ERBB2","EVL","FAS","FBLN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP7","IL7R","LGALS1","NAB2","NF1","NF2","NFATC2","PIK3R1","PLAUR","PTPN14","ROBO4","SDC2","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","VIM"]
D018193DMKR	Correlative	Neoplasms, Complex and Mixed	9	146	0.6698710946034521	1.9697028070111174E-8	4.300517795307606E-7	["ENSG00000010810","ENSG00000026025","ENSG00000120708","ENSG00000120738","ENSG00000141753","ENSG00000149948","ENSG00000163235","ENSG00000167244","ENSG00000189143"]	["CLDN4","EGR1","FYN","HMGA2","IGF2","IGFBP4","TGFA","TGFBI","VIM"]
D017437NCOR	Negative	Skin and Connective Tissue Diseases	15	553	2.53725147476513	2.0090925735169386E-8	4.330993231264995E-7	["ENSG00000010810","ENSG00000026025","ENSG00000026103","ENSG00000115414","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000146674","ENSG00000163235","ENSG00000166147","ENSG00000167244","ENSG00000182492","ENSG00000186575","ENSG00000196712","ENSG00000197043"]	["ANXA6","BGN","ERBB2","FAS","FBN1","FN1","FYN","IGF2","IGFBP3","IGFBP4","NF1","NF2","TGFA","TLR2","VIM"]
D002583DMKR	Correlative	Uterine Cervical Neoplasms	18	838	3.844876556696526	2.1928737429039085E-8	4.6191963011659295E-7	["ENSG00000010810","ENSG00000026025","ENSG00000026103","ENSG00000077942","ENSG00000113140","ENSG00000115414","ENSG00000131788","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000167244","ENSG00000174130","ENSG00000186575","ENSG00000196352","ENSG00000196712","ENSG00000197043"]	["ANXA6","CD55","ERBB2","FAS","FBLN1","FN1","FYN","IGF2","IGFBP3","NF1","NF2","PIAS3","PIK3R1","SPARC","TGFA","TLR2","TLR6","VIM"]
D009750DMKR	Correlative	Nutritional and Metabolic Diseases	30	2357	10.814288835481756	2.1970340598616574E-8	4.6191963011659295E-7	["ENSG00000010810","ENSG00000026025","ENSG00000026103","ENSG00000035115","ENSG00000077782","ENSG00000082781","ENSG00000100097","ENSG00000100342","ENSG00000101096","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000151150","ENSG00000163235","ENSG00000163453","ENSG00000166147","ENSG00000166402","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000182492","ENSG00000186868","ENSG00000197043"]	["ANK3","ANXA6","APOL1","BGN","COL1A1","EGR1","ERBB2","FAS","FBN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","ITGB5","LGALS1","MAPT","NFATC2","PIK3R1","SDC2","SH3YL1","SPARC","TGFA","TLR2","TUB","VIM"]
D002577DMKR	Correlative	Uterine Cervical Diseases	18	839	3.8494647148787418	2.2336313370086323E-8	4.6388709352752444E-7	["ENSG00000010810","ENSG00000026025","ENSG00000026103","ENSG00000077942","ENSG00000113140","ENSG00000115414","ENSG00000131788","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000163235","ENSG00000167244","ENSG00000174130","ENSG00000186575","ENSG00000196352","ENSG00000196712","ENSG00000197043"]	["ANXA6","CD55","ERBB2","FAS","FBLN1","FN1","FYN","IGF2","IGFBP3","NF1","NF2","PIAS3","PIK3R1","SPARC","TGFA","TLR2","TLR6","VIM"]
D010003DMKR	Correlative	Osteoarthritis	12	325	1.491151409220013	2.283591029907979E-8	4.685488583052155E-7	["ENSG00000011465","ENSG00000026103","ENSG00000077782","ENSG00000108821","ENSG00000114270","ENSG00000120738","ENSG00000146674","ENSG00000149948","ENSG00000166033","ENSG00000167244","ENSG00000169439","ENSG00000197043"]	["ANXA6","COL1A1","COL7A1","DCN","EGR1","FAS","FGFR1","HMGA2","HTRA1","IGF2","IGFBP3","SDC2"]
D018302DMKR	Correlative	Neoplasms, Neuroepithelial	23	1404	6.441774087830456	2.3223667245887004E-8	4.708322061874472E-7	["ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000082781","ENSG00000100097","ENSG00000101096","ENSG00000108821","ENSG00000113140","ENSG00000120708","ENSG00000120738","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000186575","ENSG00000196712"]	["COL1A1","DCN","DOCK1","EGR1","ERBB2","FAS","FGFR1","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","ITGB5","LGALS1","NF1","NF2","NFATC2","PIK3R1","PLAUR","SPARC","TGFA","TGFBI","VIM"]
D000544DMKR	Correlative	Alzheimer Disease	23	1429	6.556478042385843	3.237760232347101E-8	6.486947853749544E-7	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000101096","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120738","ENSG00000135919","ENSG00000137462","ENSG00000145675","ENSG00000146674","ENSG00000151150","ENSG00000166033","ENSG00000167244","ENSG00000174130","ENSG00000182492","ENSG00000186868"]	["ANK3","BGN","DCN","EGR1","FAS","FBLN1","FGFR1","FN1","FYN","HTRA1","IGF2","IGFBP3","LGALS1","MAPT","MARK1","NFATC2","PIK3R1","PLAUR","SERPINE2","SPARC","TLR2","TLR6","VIM"]
D024801DMKR	Correlative	Tauopathies	23	1433	6.574830675114704	3.412232513919174E-8	6.757013920005062E-7	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000101096","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120738","ENSG00000135919","ENSG00000137462","ENSG00000145675","ENSG00000146674","ENSG00000151150","ENSG00000166033","ENSG00000167244","ENSG00000174130","ENSG00000182492","ENSG00000186868"]	["ANK3","BGN","DCN","EGR1","FAS","FBLN1","FGFR1","FN1","FYN","HTRA1","IGF2","IGFBP3","LGALS1","MAPT","MARK1","NFATC2","PIK3R1","PLAUR","SERPINE2","SPARC","TLR2","TLR6","VIM"]
D010182DMKR	Correlative	Pancreatic Diseases	20	1080	4.955210836792659	3.54284596594908E-8	6.935019172426763E-7	["ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000104067","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000167244","ENSG00000182492","ENSG00000186575","ENSG00000189143"]	["BGN","CLDN4","EGR1","ERBB2","FAS","FGFR1","FN1","HMGA2","IGF2","IGFBP3","LGALS1","NF2","PLAUR","SERPINE2","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","VIM"]
D012216DMKR	Correlative	Rheumatic Diseases	21	1223	5.611317456849465	5.3420259311105346E-8	1.033803427350141E-6	["ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000108821","ENSG00000114270","ENSG00000115414","ENSG00000120738","ENSG00000136603","ENSG00000137462","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000182492","ENSG00000197043","ENSG00000197565"]	["ANXA6","BGN","COL1A1","COL4A6","COL7A1","DCN","EGR1","FAS","FGFR1","FN1","HMGA2","HTRA1","IGF2","IGFBP3","IL7R","LGALS1","SDC2","SKIL","TGFA","TLR2","VIM"]
D017599MMCH	Causal	Neuroectodermal Tumors	16	693	3.1795936202752895	5.9164149784217114E-8	1.1320960346350758E-6	["ENSG00000010810","ENSG00000011465","ENSG00000026103","ENSG00000101096","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000131788","ENSG00000136603","ENSG00000141736","ENSG00000146674","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000186575","ENSG00000196712"]	["DCN","EGR1","ERBB2","FAS","FN1","FYN","HTRA1","IGF2","IGFBP3","NF1","NF2","NFATC2","PIAS3","SKIL","SPARC","TGFA"]
D004700TTGT	Preventative	Endocrine System Diseases	13	433	1.986672492899279	6.348941583274831E-8	1.2013608351463374E-6	["ENSG00000011422","ENSG00000011465","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000150760","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000189143"]	["CLDN4","DCN","DOCK1","ERBB2","FBLN1","HTRA1","IGF2","IGFBP3","PIK3R1","PLAUR","SPARC","TGFA","TGFBI"]
D009373MMCH	Causal	Neoplasms, Germ Cell and Embryonal	16	699	3.207122569368582	6.66604050528878E-8	1.2475018659897574E-6	["ENSG00000010810","ENSG00000011465","ENSG00000026103","ENSG00000101096","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000131788","ENSG00000136603","ENSG00000141736","ENSG00000146674","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000186575","ENSG00000196712"]	["DCN","EGR1","ERBB2","FAS","FN1","FYN","HTRA1","IGF2","IGFBP3","NF1","NF2","NFATC2","PIAS3","SKIL","SPARC","TGFA"]
D009370MMCH	Causal	Neoplasms by Histologic Type	25	1754	8.047629451605856	7.143889730369088E-8	1.3223961098715823E-6	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077942","ENSG00000082781","ENSG00000100097","ENSG00000101096","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000121741","ENSG00000131788","ENSG00000136603","ENSG00000141736","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000186575","ENSG00000196712"]	["COL1A1","DCN","EGR1","ERBB2","FAS","FBLN1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","ITGB5","LGALS1","NF1","NF2","NFATC2","PIAS3","PLAUR","SKIL","SPARC","TGFA","TJP1 (ENSG00000104067)","VIM","ZMYM2"]
D000013DMKR	Correlative	Congenital Abnormalities	22	1373	6.299541184181779	7.904607183438017E-8	1.4383261089454615E-6	["ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077942","ENSG00000087077","ENSG00000104067","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000141736","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000166147","ENSG00000167244","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000189143","ENSG00000196712","ENSG00000197043","ENSG00000197565"]	["ANXA6","BGN","CLDN4","COL4A6","COL7A1","DCN","ERBB2","FAS","FBLN1","FBN1","FN1","HMGA2","IGF2","IGFBP3","MAPT","NF1","NF2","SPARC","TGFA","TJP1 (ENSG00000104067)","TRIP6","VIM"]
D004067DMKR	Correlative	Digestive System Neoplasms	50	6370	29.226567620712256	7.939087154484637E-8	1.4383261089454615E-6	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000077942","ENSG00000082781","ENSG00000100097","ENSG00000100106","ENSG00000101096","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000129219","ENSG00000131788","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151150","ENSG00000151491","ENSG00000152104","ENSG00000154133","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196405","ENSG00000196712","ENSG00000197565"]	["ANK3","BGN","CD55","CLDN4","COL1A1","COL4A6","DCN","DOCK1","EGR1","ENAH","EPS8","ERBB2","EVL","FAS","FBLN1","FBN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","ITGB5","LGALS1","MAPT","MARK1","NF1","NF2","NFATC2","PAG1","PIAS3","PIK3R1","PLAUR","PLD2","PTPN14","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TRIOBP","VIM","ZMYM2"]
D009380MMCH	Causal	Neoplasms, Nerve Tissue	16	709	3.253004151190736	8.11058251556182E-8	1.4512366554934095E-6	["ENSG00000010810","ENSG00000011465","ENSG00000026103","ENSG00000101096","ENSG00000113140","ENSG00000115414","ENSG00000120738","ENSG00000131788","ENSG00000136603","ENSG00000141736","ENSG00000146674","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000186575","ENSG00000196712"]	["DCN","EGR1","ERBB2","FAS","FN1","FYN","HTRA1","IGF2","IGFBP3","NF1","NF2","NFATC2","PIAS3","SKIL","SPARC","TGFA"]
D010051MMCH	Causal	Ovarian Neoplasms	12	365	1.67467773650863	8.18078208616367E-8	1.4512366554934095E-6	["ENSG00000010810","ENSG00000011465","ENSG00000026025","ENSG00000077942","ENSG00000113140","ENSG00000120708","ENSG00000120738","ENSG00000141736","ENSG00000150760","ENSG00000163235","ENSG00000166033","ENSG00000167244"]	["DCN","DOCK1","EGR1","ERBB2","FBLN1","FYN","HTRA1","IGF2","SPARC","TGFA","TGFBI","VIM"]
D013568DMKR	Correlative	Pathological Conditions, Signs and Symptoms	31	2654	12.176971815599737	8.522902684965744E-8	1.496340543556357E-6	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000035115","ENSG00000070087","ENSG00000077782","ENSG00000100106","ENSG00000108821","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000135919","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000154133","ENSG00000154134","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000182492","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043"]	["ANXA6","BGN","CD55","CLDN4","COL1A1","DCN","EGR1","ERBB2","FAS","FGFR1","FN1","FYN","HMGA2","HTRA1","IGFBP3","IGFBP4","IGFBP7","MAPT","NF1","PFN2","PIK3R1","PLAUR","ROBO3","ROBO4","SERPINE2","SH3YL1","TGFA","TGFBI","TLR2","TRIOBP","VIM"]
