ID	Gene symbol ID	Activation z-score	Average Intensity	Description	Expr Log Ratio	Gene description	Gene symbol ID_1	Gene_Symbol	Gene_symbol_1	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	Mechanistic Network	Model cutoff	Molecule Type	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	No density per 1000bp	P-value	Predicted Activation State	Site model ID	Target molecules in dataset	Transcript_ID	UniProt ID	Yes density per 1000bp	Yes-No ratio	abs_zscore	p-value of overlap	sd_mcf10a	zscore
ENSG00000170345	FOS	-0.083	NaN	AP-1 transcription factor subunit,Fos proto-oncogene		FBJ murine osteosarcoma viral oncogene homolog	FOS	FOS	FOS	2353	5.199475562	0.718001	18	1.552466	61	1.477372	46	0.864303	27	28.19163854	0.027085842	-1.903500332	0.376211157	0.013570325	-2.468440408	4.295597364	0.791564	19	0.748512	17	0.791666	25	0.525507	19	45 (14)	0.8897785714285715	transcription regulator	4.61371703	5.22203444	5.06974193	4.80326738	4.62183994	4.57400723	4.61901798	4.37055545	1.456936565239814	0.0335358884394474		V$AP1_01,V$AP1_02,V$AP1_Q4_01,V$AP1_Q6_01,V$CFOS_Q4,V$CFOS_Q6,V$FOSJUN_02,V$FOS_02,V$FOS_03,V$FOS_06,V$FOS_10,V$FOS_11,V$JUNBFOS_01,V$JUNDFOS_01	ARID3A,ATF3,FN1,ICAM1,LTBP3,TBL1X,TGFB1,TP53,VIM	NM_005252		1.818452380952381	2.6121602212225876	3.331162861	2.29E-5	0.27134014	-3.331162861
ENSG00000171033	PKIA		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000171604	CXXC5		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000173039	RELA	1.159	NaN	NF-kB subunit,RELA proto-oncogene		v-rel reticuloendotheliosis viral oncogene homolog A (avian)	RELA	RELA	RELA	5970	10.57157376	39.347429	1091	42.751929	1981	40.846022	1510	41.470966	1504	1579.489746	0.53606185	1.075617822	0.137727734	0.445120074	0.763575801	10.67698684	55.783423	1551	47.516503	1195	51.159827	1867	54.165928	2252	33 (14)	0.8514000000000002	transcription regulator	10.47203188	10.68921492	10.52993798	10.65811428	10.73675295	10.53768567	10.65865677	10.67072988	5.689530685920578	0.007713334195959698		V$NFKAPPAB_01,V$P50RELAP65_Q5_01,V$RELA_03,V$RELA_08,V$RELBP52_01	BACE1,FN1,ICAM1,IGF1R,IL7R,PLK1,SMAD4,TGFB1,TP53	NM_001145138,NM_001243984,NM_001243985,NM_021975		6.845833333333334	1.7915413872580177	1.021001582	4.1E-6	0.103244776	1.021001582
ENSG00000173156	RHOD		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000175216	CKAP5		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000177606	JUN	-0.572	44.46251991891073	AP-1 transcription factor subunit,Jun proto-oncogene		jun proto-oncogene	JUN	JUN	JUN	3725	10.69032867	11.546902	428	53.936218	3235	11.209817	537	54.47953	2560	1320.282687	0.281549501	-1.672221872	0.583165716	0.203385617	-1.271964827	9.948639769	18.508608	665	30.817896	1041	18.260536	863	28.997019	1583	49 (23)	0.8630866666666667	transcription regulator	9.51122478	10.95592017	9.4903158	10.96094915	9.81710333	10.21395766	9.80478766	10.16384211	1.622141997593261	0.028857325743522493		V$AP1_01,V$AP1_02,V$AP1_Q4_01,V$AP1_Q6_01,V$BATFJUN_01,V$FOSJUN_02,V$JUNBJUN_01,V$JUNFOSB_01,V$JUNFRA1_01,V$JUNFRA2_01,V$JUN_03,V$JUN_04,V$JUN_06,V$JUN_08,V$JUN_09	ATF3,EGFR,FN1,ICAM1,IGF1R,IL7R,ITGB8,TGFB1,TP53,VIM	NM_002228	P05412	2.033333333333333	2.2814152486070585	0.881254278	4.54E-7	0.841628709	-0.881254278
ENSG00000182492	BGN		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000182541	LIMK2		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000183496	MEX3B		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000186318	BACE1		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000186868	MAPT		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196352	CD55		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196405	EVL		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000196754	S100A2		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000197249	SERPINA1		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000197323	TRIM33		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000197467	COL13A1		NaN								NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN			NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN						NaN	NaN	NaN	NaN	NaN	NaN
