Gene_ID	Transcript_ID	Gene_Symbol	Description	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB.231_1_FPKM	MDA_MB.231_2_FPKM	MDA_MB.231_3_FPKM	MDA_MB.231_4_FPKM	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.stat	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.bh.pval	MCF10A.mean	MDA_MB.231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB.231_1_Read_Count	MDA_MB.231_2_Read_Count	MDA_MB.231_3_Read_Count	MDA_MB.231_4_Read_Count	sd_mcf10a	zscore	abs_zscore
11065	"NM_001281741,NM_001281742,NM_007019,NM_181799,NM_181800,NM_181801,NR_104036,NR_104037"	UBE2C	ubiquitin conjugating enzyme E2 C	24.065013	27.911067	24.816495	30.070702	109.448807	266.31394	111.410445	253.345634	5.906273331	1117.588165	0.341674221	7.499097	6.43E-14	7.81E-13	8.338145227	10.90053399	8.84100945	9.0225262	8.83416261	9.06400214	9.97568216	10.77821958	9.98696478	10.7385534	229	419	293	349	1000	2265	1334	3505	0.119982032	21.35643754	21.35643754
84934	"NM_001286215,NM_032848"	RITA1	RBPJ interacting and tubulin associated 1	13.895813	8.933907	11.986959	8.716948	25.251173	25.615567	24.636852	25.574018	2.003747433	476.8742399	0.133810453	7.493440523	6.71E-14	8.13E-13	8.312261986	9.312622804	8.6724345	8.44604892	8.57112675	8.43185411	9.13164812	9.11208967	9.110254	9.11514581	312	329	355	254	556	529	715	855	0.113517781	8.812371139	8.812371139
2762	"NM_001253846,NM_001500"	GMDS	"GDP-mannose 4,6-dehydratase"	4.888253	6.069817	4.890763	7.047908	27.733475	21.559944	30.408051	20.534288	3.67155084	334.2315056	0.250503429	7.490474619	6.86E-14	8.30E-13	7.160095191	9.037384476	7.44410467	7.69473517	7.44152661	7.80409953	8.79593408	8.50987027	8.882189	8.49371831	93	187	120	170	510	363	736	574	0.182563426	10.28294291	10.28294291
55198	"NM_001251904,NM_001251905,NM_018171"	APPL2	"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"	21.623818	27.080048	22.009332	29.287057	9.864869	11.733332	10.648043	11.223924	-2.704183153	810.4671714	0.191730512	-7.485469325	7.13E-14	8.61E-13	10.20860202	8.773577137	9.73254564	10.06653477	9.74965009	10.13394088	9.04186702	9.1397145	9.09651037	9.10667332	780	1582	1026	1339	350	387	496	598	0.209284164	-6.85682498	6.85682498
5586	"NM_001320707,NM_001320708,NM_001320709,NM_006256"	PKN2	protein kinase N2	16.813582	10.991921	12.645518	11.63569	15.954767	19.879396	15.97443	22.900846	1.231612922	1287.400849	0.174133744	1.72596593	0.084353542	0.133374458	10.17273612	10.47223879	10.39632857	10.16064503	10.15011118	10.19865452	10.29328371	10.45155577	10.28508254	10.57157556	1159	1230	1116	1014	1069	1250	1395	2312	0.115165426	2.600630077	2.600630077
5589	"NM_001001329,NM_001289102,NM_001289103,NM_001289104,NM_002743"	PRKCSH	protein kinase C substrate 80K-H	156.100289	109.340442	162.459161	97.043127	159.280789	154.93872	161.802449	154.216323	1.049492016	4135.945464	0.156856348	0.44429946	0.656826092	0.732606876	11.97872934	12.04843174	12.12145104	11.88299304	12.10078218	11.82126484	12.08323389	12.035141	12.03884645	11.96418405	3887	4127	4898	3013	3870	3560	4844	5280	0.1518699	0.458961256	0.458961256
5591	"NM_001081640,NM_006904"	PRKDC	"protein kinase, DNA-activated, catalytic polypeptide"	10.269567	17.19986	11.142961	19.482811	20.993041	26.649471	21.764183	26.92436	1.386208256	3450.818803	0.28716715	1.640661251	0.100867753	0.154925545	11.49796867	11.96917186	11.23236789	11.769263	11.29608238	11.874774	11.75744817	11.93956047	11.78745436	11.95155572	1546	4183	2167	3714	3058	3658	4171	5974	0.325949634	1.445631904	1.445631904
5594	"NM_002745,NM_138957"	MAPK1	mitogen-activated protein kinase 1	28.793001	29.089085	30.525512	31.275429	27.989872	32.318184	33.295033	35.054017	-1.198183659	2162.016892	0.115833503	-2.251931055	0.024326629	0.045203114	11.20275893	10.94177859	11.04388966	11.19875118	11.12124377	11.22272887	10.93552864	11.01103932	10.94906267	11.07718612	1724	2897	2435	2344	1576	1678	2111	2923	0.081050789	-3.219960497	3.219960497
56061	NM_019116	UBFD1	ubiquitin family domain containing 1	16.714237	16.373304	17.494026	16.665501	12.058054	11.905547	12.69684	12.26256	-1.609078683	973.3332894	0.09168551	-7.48466009	7.17E-14	8.65E-13	10.22952485	9.543184723	10.02720553	10.13457559	10.06779445	10.14621597	9.69251201	9.65503744	9.73352367	9.68116486	919	1457	1242	1162	643	597	891	994	0.056335623	-12.18305738	12.18305738
8027	"NM_001324282,NM_001324283,NM_001324284,NM_001324285,NM_001324286,NM_001324287,NM_001324288,NM_001324289,NM_003473"	STAM	signal transducing adaptor molecule	10.962414	12.487111	11.152525	11.324589	27.202528	26.066248	27.62447	25.179489	1.957176471	953.1299084	0.129485156	7.481736705	7.33E-14	8.83E-13	9.331471895	10.30150993	9.45363607	9.66224868	9.46096961	9.58269233	10.14991383	10.07609754	10.1662941	10.05988641	475	866	619	618	1130	1012	1516	1601	0.100783356	9.624982498	9.624982498
5599	"NM_001278547,NM_001278548,NM_001323302,NM_001323320,NM_001323321,NM_001323322,NM_001323323,NM_001323324,NM_001323325,NM_001323326,NM_001323327,NM_001323328,NM_001323329,NM_001323330,NM_001323331,NM_139046,NM_139049,NR_136583,NR_136584,NR_136585"	MAPK8	mitogen-activated protein kinase 8	4.872414	3.475234	6.646133	4.355168	6.211877	6.967811	4.773946	9.296207	1.203796346	461.269615	0.250564544	1.067953741	0.285541379	0.372727283	8.70993269	8.976687019	8.71634634	8.55622329	8.97760584	8.72826151	8.83517727	8.91899786	8.64383427	9.177832	330	380	580	370	396	425	414	919	0.174014101	1.53294663	1.53294663
5601	"NM_001135044,NM_001308244,NM_002752,NM_139068,NM_139069,NM_139070"	MAPK9	mitogen-activated protein kinase 9	18.295283	19.895377	18.585369	19.911538	15.77759	20.654114	15.155543	21.104529	-1.241423929	1023.105731	0.157949384	-1.975290129	0.048235233	0.082086267	10.14633045	9.834310831	9.96533176	10.17793985	10.00779312	10.15383302	9.7959196	9.9697139	9.79101229	10.01275665	819	1472	1111	1127	694	833	909	1412	0.105434258	-2.959376056	2.959376056
5604	NM_002755	MAP2K1	mitogen-activated protein kinase kinase 1	20.646111	30.311995	18.817789	29.374674	31.535009	46.385975	32.529991	42.039108	1.288218806	1079.386898	0.263269334	1.387847391	0.16518352	0.235771996	9.881605022	10.24727811	9.72738152	10.16536521	9.65439592	10.13450589	10.01552314	10.32301701	10.04158301	10.23845824	596	1415	701	1075	881	1219	1197	1786	0.266997871	1.369573046	1.369573046
5605	NM_030662	MAP2K2	mitogen-activated protein kinase kinase 2	78.961487	56.599949	76.413193	56.143414	128.026169	94.099724	123.433205	86.450829	1.391982974	1992.432052	0.188382368	2.532835583	0.011314401	0.023166958	10.70207515	11.17927263	10.88322855	10.7243277	10.85611836	10.71426554	11.24426251	10.94335338	11.21037908	10.87389822	1526	1770	1907	1376	2397	1657	3042	2461	0.087619057	5.446275029	5.446275029
114876	"NM_001242508,NM_018030,NM_080597"	OSBPL1A	oxysterol binding protein like 1A	18.803834	15.963704	17.286068	13.074269	7.329455	6.885837	9.965513	6.44143	-2.28845872	595.1753866	0.15986663	-7.471079304	7.95E-14	9.57E-13	9.693695343	8.500766872	9.48661858	9.46792991	9.41900236	9.4823726	8.81806014	8.74255528	8.90977944	8.57283329	702	965	840	772	332	293	491	377	0.031034298	-38.43903534	38.43903534
5607	"NM_001206804,NM_002757,NM_145160"	MAP2K5	mitogen-activated protein kinase kinase 5	20.757999	7.990075	18.48093	8.29584	11.168645	6.385569	11.655993	5.538975	-1.771897506	354.6012953	0.378850301	-2.178420218	0.029374766	0.053316473	8.824456805	7.999212742	8.92192199	8.26660899	8.87163904	8.29318167	8.36682131	7.90104623	8.40218151	7.7986716	516	342	630	278	286	154	393	216	0.356914823	-2.31215968	2.31215968
5609	"NM_001297555,NM_001297556,NM_145185"	MAP2K7	mitogen-activated protein kinase kinase 7	12.002398	8.648077	13.081037	7.51437	15.575613	14.282188	16.036714	9.915446	1.17020191	562.5177413	0.225367997	1.006165387	0.314336019	0.40374483	9.017388483	9.245141757	9.13517556	8.9816762	9.21396519	8.86305288	9.29999049	9.19312932	9.32233906	8.89483733	470	549	665	373	592	509	800	573	0.156788001	1.452619282	1.452619282
92104	NM_152275	TTC30A	tetratricopeptide repeat domain 30A	2.510596	2.305084	2.377534	2.320987	1.235016	0.884948	1.060212	0.774047	-2.817174844	109.4359937	0.200282808	-7.460695811	8.61E-14	1.03E-12	7.332964708	5.849080876	7.01590116	7.0685812	6.9698183	7.07028352	6.39897788	6.13905437	6.28513912	6.05445632	131	195	160	154	63	42	71	60	0.048050777	-30.88157808	30.88157808
5611	NM_006260	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	32.156105	29.473761	33.736855	31.108686	48.216354	18.849129	49.537659	19.734768	-1.078032799	2463.686345	0.364759498	-0.297185058	0.766325229	0.826101405	11.31976183	11.21141	11.22613505	11.27366062	11.26805274	11.31688171	11.52050646	10.70830748	11.54432663	10.74551999	2005	2974	2716	2460	2912	1071	3939	1813	0.037119748	-2.918980772	2.918980772
5621	"NM_000311,NM_001080121,NM_001080122,NM_001080123,NM_001271561,NM_183079"	PRNP	prion protein	111.098643	129.734566	72.863045	56.674556	174.993849	154.244461	179.008096	152.036797	1.484690577	4650.415242	0.284465233	2.004330317	0.045034688	0.077331977	11.87002634	12.44027446	12.07089828	12.32929748	11.7072904	11.63980282	12.37411397	12.26429612	12.38597514	12.22959606	3466	6551	2861	2244	5105	4387	6816	6795	0.322964704	1.765667	1.765667
1282	"NM_001303110,NM_001845"	COL4A1	collagen type IV alpha 1 chain	47.98597	122.419363	45.253255	120.670372	13.191484	9.391407	13.339609	9.522175	-8.928988094	4571.919756	0.423439533	-7.45914455	8.71E-14	1.04E-12	13.00542849	9.846990054	11.82073813	12.86350396	11.76726616	12.84467824	10.7165381	10.47276306	10.72334249	10.47972363	3502	14448	4260	11163	933	625	1242	1020	0.612480047	-5.156802175	5.156802175
5635	"NM_001330503,NM_002766"	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1	14.270016	10.34317	16.503998	11.497235	11.822135	13.859959	11.644861	13.759401	-1.196109859	409.1344257	0.147264608	-1.754324456	0.079374928	0.126671263	8.800079316	8.541183591	8.76365117	8.61023808	8.88590168	8.69681836	8.54573204	8.64899777	8.53135142	8.64487282	377	441	561	385	302	333	391	534	0.116256346	-2.226938439	2.226938439
5660	"NM_001042465,NM_001042466,NM_002778"	PSAP	prosaposin	333.044128	322.734634	328.117241	318.769364	327.068595	120.263004	326.610301	111.253641	-1.713207305	10800.29357	0.396991106	-1.956466336	0.050410244	0.085340993	13.73547627	12.95879577	13.51381781	13.61360436	13.50108249	13.59844955	13.43418219	12.60237997	13.43135778	12.54840684	10737	16838	13659	13034	10213	3534	13414	5279	0.057484244	-13.51118934	13.51118934
5663	"NM_000021,NM_007318"	PSEN1	presenilin 1	19.382546	14.31554	19.895983	8.332478	16.174205	14.381203	23.0325	14.740684	-1.041229986	1314.857852	0.285030157	-0.204500345	0.837962522	0.884269471	10.38959336	10.33119802	10.5120691	10.37187628	10.53567737	9.92435035	10.29389048	10.16786843	10.60117365	10.1903901	1316	1573	1744	717	1064	890	1994	1474	0.283792131	-0.205768002	0.205768002
27244	"NM_001199933,NM_001199934,NM_014454"	SESN1	sestrin 1	8.094831	5.12254	8.890372	5.818077	1.776252	2.015628	1.769123	3.10914	-3.677228972	201.9293191	0.251900123	-7.457793141	8.80E-14	1.05E-12	8.312654291	6.424737985	8.03480618	7.74897768	8.1223584	7.86193054	6.76559345	6.83642555	6.76688832	7.14927213	288	294	408	263	61	66	81	165	0.168137714	-11.22839285	11.22839285
5683	NM_002787	PSMA2	proteasome subunit alpha 2	51.576923	48.172626	53.427658	47.045952	69.691185	93.396393	68.223923	97.267929	1.400256784	1271.245484	0.150149556	3.234717635	0.001217631	0.003169791	10.04888936	10.53449304	10.11641341	10.17760404	10.14646344	10.15411511	10.30967128	10.5363147	10.29042978	10.57567217	842	1273	1127	974	1103	1390	1421	2340	0.025246667	19.23436759	19.23436759
79746	NM_024693	ECHDC3	enoyl-CoA hydratase domain containing 3	7.474479	7.891868	8.902245	8.258404	18.847708	19.800287	16.818167	20.482529	1.982985742	291.6823595	0.13249401	7.454482707	9.02E-14	1.08E-12	7.609572866	8.600141021	7.71674811	7.86589508	7.84819557	7.90038092	8.41211047	8.42607858	8.31244755	8.4598384	138	236	212	194	337	333	396	557	0.080348262	12.32843285	12.32843285
5685	"NM_001102667,NM_001102668,NM_001330673,NM_001330675,NM_001330676,NM_002789"	PSMA4	proteasome subunit alpha 4	64.322694	76.413601	64.37971	71.631427	94.740752	138.437102	96.383859	136.790713	1.422661496	1513.346274	0.194761871	2.611355243	0.009018416	0.018946187	10.28684621	10.79558742	10.26786064	10.51647932	10.28034426	10.47377123	10.52193052	10.81993318	10.55023153	10.8211143	886	1688	1162	1263	1259	1728	1715	2788	0.128894013	3.946973151	3.946973151
3659	NM_002198	IRF1	interferon regulatory factor 1	4.652465	3.160655	4.231264	3.876555	22.82028	13.406372	22.198816	12.743439	3.854135159	494.5284211	0.261140362	7.453490345	9.09E-14	1.09E-12	7.671377604	9.61692544	8.19687335	8.01825333	8.12590801	8.16167754	9.50024667	8.97719997	9.47251208	8.9338964	185	203	217	195	877	485	1122	744	0.077254681	25.18355913	25.18355913
5688	NM_002792	PSMA7	proteasome subunit alpha 7	88.402077	140.706619	91.382095	139.904984	177.403107	272.330505	173.632919	263.163483	1.610680289	2283.387048	0.28575332	2.406516765	0.016105465	0.031459766	10.77244868	11.46025699	10.62548555	11.11920738	10.65077128	11.11039721	11.13486499	11.48630767	11.11571975	11.4579566	1018	2621	1358	2042	1978	2856	2549	4461	0.275424812	2.497263426	2.497263426
2965	"NM_001142307,NM_005316"	GTF2H1	general transcription factor IIH subunit 1	16.765036	17.258071	21.054144	16.603243	35.249812	34.060883	35.78235	33.912971	1.63075886	1151.292005	0.094729317	7.447994877	9.48E-14	1.13E-12	9.772527399	10.4797348	9.84704984	9.95719752	9.9850853	9.90260448	10.36388498	10.31988232	10.3771487	10.30297284	657	1057	1005	778	1260	1166	1685	1843	0.061124076	11.57003018	11.57003018
5690	"NM_001199779,NM_001199780,NM_002794"	PSMB2	proteasome subunit beta 2	10.421664	12.96725	12.74131	23.988205	24.5829	61.104614	21.260733	39.277183	2.010903905	1523.19918	0.405388757	2.486117643	0.012914527	0.025961434	9.982640815	10.99056193	9.83140819	10.08069056	9.97094409	10.59895816	10.45033849	11.22293636	10.32763342	10.82318484	543	1057	844	1543	1225	2774	1397	2921	0.334887069	3.009734349	3.009734349
56897	"NM_020135,NM_130395"	WRNIP1	Werner helicase interacting protein 1	16.259995	14.22472	14.53394	13.954735	30.71769	39.065394	29.808126	39.643417	2.01979077	848.5195473	0.1361805	7.447511613	9.51E-14	1.13E-12	9.134625234	10.14842777	9.37642237	9.39121622	9.29619874	9.36260864	9.85997995	10.04052489	9.82640384	10.06202472	476	681	555	517	880	1047	1116	1727	0.041934967	24.17558898	24.17558898
5692	NM_002796	PSMB4	proteasome subunit beta 4	187.977524	146.58963	180.831558	145.222534	158.604034	221.454788	159.648865	225.247513	-1.007592991	2189.086239	0.157100809	-0.069464899	0.944619572	0.965719894	11.101682	11.09052258	11.1521087	11.06076438	11.11943585	11.04921355	10.94810743	11.20356356	10.95260253	11.22103654	1939	2447	2409	1900	1585	2082	2100	3423	0.048738799	-0.228963787	0.228963787
9439	"NM_001270521,NM_001270522,NM_004830,NM_015979"	MED23	mediator complex subunit 23	11.047874	8.353941	12.446469	8.593756	4.095899	4.600266	5.585604	5.210506	-2.228511401	494.1670717	0.155252191	-7.446467175	9.59E-14	1.14E-12	9.414943445	8.256029282	9.19924756	9.07804654	9.3551215	9.10723656	8.4211988	8.48374837	8.56962818	8.58312596	570	698	873	568	232	245	371	449	0.124673551	-9.295589618	9.295589618
5694	"NM_001270481,NM_002798"	PSMB6	proteasome subunit beta 6	48.295067	63.333305	45.976675	61.748019	90.801109	124.416908	89.68034	124.029852	1.645132416	906.3962861	0.223147399	3.218517059	0.001288553	0.003335444	9.42045429	10.13898583	9.40055259	9.73575939	9.36642984	9.71166414	9.86129539	10.11069649	9.85223014	10.11085799	459	974	567	745	836	1078	1090	1737	0.197165323	3.644309901	3.644309901
5357	"NM_001145319,NM_001172312,NM_002670"	PLS1	plastin 1	4.534914	3.423165	4.668797	3.833446	9.928283	14.909482	11.302123	16.104858	2.642975745	412.6344871	0.188403346	7.442347568	9.89E-14	1.17E-12	7.825067188	9.225212086	8.18069547	8.07408634	8.17111948	8.15696319	8.72754849	9.06090454	8.84322798	9.14088851	196	239	250	210	398	562	598	987	0.048738101	28.72793271	28.72793271
11329	"NM_001305102,NM_007271"	STK38	serine/threonine kinase 38	25.980603	20.967472	25.325454	21.326335	52.017951	42.685046	54.462346	53.890339	1.862632714	1752.078143	0.120796338	7.42856311	1.10E-13	1.30E-12	10.25801104	11.15458235	10.48252502	10.42472174	10.46277747	10.43492695	11.01680925	10.81234736	11.05762745	11.02165534	1052	1375	1325	1096	2040	1575	2812	3214	0.026338814	34.03992703	34.03992703
23122	"NM_001207044,NM_015097"	CLASP2	cytoplasmic linker associated protein 2	4.448034	4.611843	4.693992	4.470619	9.223111	12.305147	9.857707	10.469786	1.950483489	697.6505445	0.13003928	7.411851159	1.25E-13	1.47E-12	8.884327786	9.849795365	9.02162169	9.16157435	9.06423476	9.13322639	9.56585508	9.79435805	9.6240984	9.65079216	355	595	484	452	712	894	1002	1228	0.063833558	15.12476525	15.12476525
55080	"NM_001351355,NM_018009,NR_147126,NR_147127,NR_147128,NR_147129"	TAPBPL	TAP binding protein like	3.439967	2.241361	4.82257	3.039523	1.004045	0.636807	0.819159	0.405132	-5.207145107	58.02595377	0.321259547	-7.409873526	1.26E-13	1.49E-12	6.601546217	4.243518662	6.12085176	5.89017794	6.31340644	6.13770389	5.16737466	4.91256773	5.02477485	4.70345928	80	85	128	90	23	14	24	15	0.173645845	-13.57952187	13.57952187
5700	"NM_001330212,NM_002802"	PSMC1	"proteasome 26S subunit, ATPase 1"	36.381962	41.077169	33.285992	41.408332	52.726481	105.70749	51.10413	103.239466	1.712410796	1207.902328	0.293795613	2.641390141	0.008256658	0.017521644	9.79869198	10.57475315	9.84264719	10.05600065	9.81215057	10.0592558	10.08598962	10.67170518	10.05867748	10.65326161	645	1177	801	930	904	1704	1153	2691	0.133511387	5.812696494	5.812696494
5701	"NM_001204453,NM_002803"	PSMC2	"proteasome 26S subunit, ATPase 2"	27.583975	37.901676	26.644004	41.040097	41.724691	71.192625	41.097166	70.117646	1.47047102	1610.058674	0.294887887	1.886406245	0.059240232	0.098190644	10.34806281	10.90442282	10.23648384	10.62784236	10.21513438	10.63707867	10.5184928	10.99443436	10.51537066	10.98453108	828	1869	1040	1487	1218	2036	1599	3245	0.234972282	2.367768682	2.367768682
5702	NM_002804	PSMC3	"proteasome 26S subunit, ATPase 3"	43.691246	68.295868	40.244072	65.251434	78.32148	153.123169	78.262878	145.777298	1.747985397	1739.410162	0.337361055	2.388222111	0.016930106	0.032883425	10.30593391	11.1117437	10.21353842	10.69261269	10.15174454	10.64954153	10.62713257	11.19450521	10.62582288	11.15196214	770	1948	916	1458	1337	2459	1759	3784	0.283670095	2.840658227	2.840658227
5704	"NM_006503,NM_153001"	PSMC4	"proteasome 26S subunit, ATPase 4"	24.454157	39.506576	25.040432	35.890804	51.047417	80.810587	48.158028	78.432709	1.727027326	1196.357772	0.288389023	2.733428973	0.006267864	0.013708525	9.776901385	10.56551225	9.67379157	10.16999766	9.69280143	10.09176168	10.21389817	10.58585215	10.16274599	10.56159564	522	1354	691	972	1056	1559	1311	2446	0.260494284	3.027363416	3.027363416
5705	"NM_001199163,NM_002805"	PSMC5	"proteasome 26S subunit, ATPase 5"	64.407482	61.788764	58.75066	60.196379	73.307568	133.2449	69.814154	134.284984	1.406312612	1499.633046	0.259204745	1.897794459	0.057723163	0.096080807	10.28360929	10.77545893	10.34850674	10.43428725	10.28226923	10.42783047	10.37957816	10.90139499	10.36214304	10.89234766	998	1553	1188	1213	1078	1905	1391	3039	0.072097851	6.821973689	6.821973689
5706	NM_002806	PSMC6	"proteasome 26S subunit, ATPase 6"	33.109436	31.009712	33.674038	31.128336	38.531677	73.906174	39.209976	77.913292	1.513276568	934.0907939	0.266984146	2.238618622	0.025180742	0.046566173	9.537958582	10.13545316	9.61760127	9.67967676	9.63125258	9.67963024	9.68346459	10.22117093	9.69661777	10.27221635	589	892	773	702	664	1197	889	2039	0.032368476	18.4591505	18.4591505
5707	"NM_001191037,NM_002807,NR_034059"	PSMD1	"proteasome 26S subunit, non-ATPase 1"	30.543297	45.263893	30.901428	43.868774	36.213142	77.922915	38.697002	77.33863	1.275924263	2092.430541	0.336468989	1.044799689	0.296115559	0.384337402	10.84448861	11.19607208	10.65365449	11.10205103	10.66328061	11.07088775	10.73303124	11.3658502	10.78641049	11.35883673	1133	2716	1480	2063	1301	2628	1830	4202	0.247465473	1.420737469	1.420737469
5708	"NM_001278708,NM_001278709,NM_002808"	PSMD2	"proteasome 26S subunit, non-ATPase 2"	61.265117	114.606264	59.236271	111.382104	94.19985	187.994675	97.164388	186.558562	1.355968946	4619.722914	0.378170525	1.161709095	0.24535365	0.328879497	11.93725257	12.37660714	11.64296279	12.28327401	11.61881303	12.253645	11.93076244	12.50713976	11.9561682	12.50299575	2087	6324	2610	4814	3110	5840	4225	9368	0.368432754	1.192495957	1.192495957
130162	"NM_001135598,NM_152385"	CLHC1	clathrin heavy chain linker domain containing 1	1.023815	0.939306	1.139742	0.863796	0.218339	0.195657	0.346135	0.374912	-3.916139923	48.07989923	0.266095133	-7.401233869	1.35E-13	1.58E-12	6.267178717	4.258433316	5.82117696	5.8621804	5.90382415	5.79180684	4.76855081	4.70709152	5.0023559	5.01592401	62	91	88	66	13	11	27	33	0.048827043	-41.14001736	41.14001736
5710	"NM_001330692,NM_002810"	PSMD4	"proteasome 26S subunit, non-ATPase 4"	91.7043	73.440987	89.095516	71.38744	70.729586	93.007497	68.674596	90.202146	-1.179207623	1447.280547	0.133941458	-1.775535065	0.075809581	0.121734777	10.61321023	10.37524595	10.60846144	10.54218866	10.58738915	10.5131664	10.32815006	10.53024557	10.30387722	10.5079865	1364	1774	1718	1350	1020	1261	1305	1980	0.043119659	-5.518695776	5.518695776
5711	"NM_001270427,NM_005047"	PSMD5	"proteasome 26S subunit, non-ATPase 5"	22.108095	17.854719	23.730385	12.148829	21.418501	34.75074	26.349924	35.547249	1.34209679	1104.307447	0.23740431	1.788041336	0.073769339	0.118844723	9.881184228	10.30557041	10.04156975	9.98109359	10.10225311	9.66822116	9.95492829	10.34408738	10.12960257	10.36725658	858	1121	1189	598	805	1229	1304	2032	0.193149667	2.197188267	2.197188267
5713	NM_002811	PSMD7	"proteasome 26S subunit, non-ATPase 7"	34.369602	47.312813	33.92638	43.724419	42.540466	69.111992	41.650021	64.968544	1.151883272	1048.552346	0.257393785	0.792538666	0.428046655	0.519500631	9.928439165	10.13270304	9.76947865	10.15875275	9.75964818	10.08638185	9.88618446	10.27586817	9.86794445	10.22390294	640	1426	816	1033	768	1173	990	1783	0.208833167	0.978119895	0.978119895
5714	NM_002812	PSMD8	"proteasome 26S subunit, non-ATPase 8"	71.821365	99.279724	67.202599	95.522942	134.11734	176.145554	126.590935	164.363403	1.513661312	2368.697633	0.231089193	2.587929035	0.009655487	0.020123742	10.87997293	11.47820655	10.80912424	11.19339	10.75759238	11.15662823	11.26920832	11.48175891	11.21829045	11.42223824	1233	2757	1490	2079	2230	2755	2771	4155	0.227591618	2.628539778	2.628539778
5715	"NM_001261400,NM_002813,NR_048555"	PSMD9	"proteasome 26S subunit, non-ATPase 9"	12.04944	13.896027	11.214549	12.582671	19.918343	25.760515	17.206851	23.242746	1.471023987	518.8812432	0.188915394	2.947461076	0.003203951	0.0075085	8.713539614	9.271388184	8.75364677	8.96457296	8.67007683	8.90176222	9.09870319	9.2983586	8.97427166	9.22133147	316	574	367	419	498	608	567	898	0.134710572	4.141089757	4.141089757
5716	"NM_002814,NM_170750"	PSMD10	"proteasome 26S subunit, non-ATPase 10"	20.498148	21.194996	20.075239	22.033588	27.768381	39.722628	28.686982	38.324316	1.355232112	559.430597	0.173650574	2.525416145	0.011556136	0.023583756	8.891886074	9.330530363	8.89936288	9.05042402	8.88559839	9.08089769	9.09282989	9.3647896	9.12197928	9.34020083	354	599	449	489	467	624	637	977	0.100913232	4.346746984	4.346746984
10024	"NM_001100620,NM_001278324,NM_005480"	TROAP	trophinin associated protein	3.859183	2.86862	5.917981	2.720593	17.185893	46.603493	21.841969	28.020281	5.591915614	302.9182637	0.335918985	7.392683056	1.44E-13	1.69E-12	6.524668764	9.004967383	7.32532076	6.96324366	7.16638352	7.07653781	8.16784438	8.86464807	8.15032289	8.80073731	99	81	102	76	292	598	377	901	0.152869075	16.22498616	16.22498616
6790	"NM_001323303,NM_001323304,NM_001323305,NM_003600,NM_198433,NM_198434,NM_198435,NM_198436,NM_198437"	AURKA	aurora kinase A	9.7124	9.018834	11.121462	8.134315	39.282801	111.62813	43.575754	114.714016	6.547791762	1311.431926	0.366844719	7.390070783	1.47E-13	1.72E-12	8.440808981	11.15189074	9.06755978	9.10139478	9.11889841	9.039134	10.07625999	11.02582441	10.15813787	11.02671988	281	415	391	298	1040	2747	1501	4429	0.035512474	76.34167454	76.34167454
5719	"NM_002817,NM_175932"	PSMD13	"proteasome 26S subunit, non-ATPase 13"	27.985493	38.512223	27.906314	40.185733	51.901911	85.750973	51.468733	83.234166	1.696243505	1171.243069	0.274429798	2.777917329	0.005470854	0.012138575	9.762768249	10.52527963	9.70232464	10.07290109	9.69906112	10.10584801	10.14520804	10.56100762	10.13714778	10.5365177	550	1222	707	1000	986	1532	1287	2403	0.224812155	3.391771142	3.391771142
55870	NM_018489	ASH1L	ASH1 like histone lysine methyltransferase	16.877239	11.254642	17.067192	11.633576	7.854591	6.469462	7.894728	6.778126	-2.265502101	1724.741493	0.159778849	-7.384149005	1.53E-13	1.79E-12	11.22473676	10.04475461	11.10332677	10.86561715	11.1144422	10.89084934	10.37925826	10.20080547	10.38260254	10.23880686	2216	2392	2894	1937	999	774	1322	1311	0.133641439	-8.829463071	8.829463071
506	NM_001686	ATP5B	"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide"	149.895798	155.019653	150.87265	158.046341	298.485016	336.794098	303.605713	348.411652	1.782885035	5714.521786	0.113060239	7.378488561	1.60E-13	1.86E-12	12.00380446	12.83806698	12.1034735	12.24634905	12.10933635	12.258637	12.62517297	12.70334687	12.63956194	12.73686669	3080	5156	4004	4119	5942	6307	7957	10548	0.084526951	9.869781299	9.869781299
