ID,Ensembl ID,UniProt ID,Average Intensity
RABGGTB,ENSG00000137955,P53611,67.8300257
ARMC1,ENSG00000104442,Q9NVT9,67.81918379
MRRF,ENSG00000148187,Q96E11-3,67.76308335
VRK1,ENSG00000100749,Q99986,67.71313955
ZNF326,ENSG00000162664,Q5BKZ1,67.56640921
WDR6,ENSG00000178252,Q9NNW5,67.50873218
MRPS14,ENSG00000120333,O60783,67.50016935
VPS25,ENSG00000131475,Q9BRG1,67.4280645
LARP4,ENSG00000161813,Q71RC2,67.40694157
SLC30A1,ENSG00000170385,Q9Y6M5,67.33636526
IFIT1,ENSG00000185745,P09914,67.18595334
PAPOLA,ENSG00000090060,P51003,67.15175892
SEC62,ENSG00000008952,Q99442,67.1284378
AKR1C2,ENSG00000151632,P52895,67.07255842
PCYT1A,ENSG00000161217,P49585,67.0251084
MRPL9,ENSG00000143436,Q9BYD2,67.00325072
LRPAP1,ENSG00000163956,P30533,66.78232196
USP9X,ENSG00000124486,Q93008,66.49258737
SDF2L1,ENSG00000128228,Q9HCN8,66.3648845
NLE1,ENSG00000073536,Q9NVX2,66.18532836
CLPX,ENSG00000166855,O76031,66.1222857
IL18,ENSG00000150782,Q14116,65.95523203
PNO1,ENSG00000115946,Q9NRX1,65.76855554
AKT1,ENSG00000142208,P31749,65.69992908
PPP4R3A,ENSG00000100796,Q6IN85,65.55815938
NEU1,ENSG00000204386,Q99519,65.51890873
CHMP1A,ENSG00000131165,Q9HD42,65.41617315
RPRD1A,ENSG00000141425,Q96P16,65.41609786
RAB3GAP2,ENSG00000118873,Q9H2M9,65.29268462
NPTN,ENSG00000156642,Q9Y639,65.21360743
CNN1,ENSG00000130176,P51911,65.19665476
GAPVD1,ENSG00000165219,Q14C86-2,65.12624492
AK3,ENSG00000147853,Q9UIJ7,65.09216865
IPO8,ENSG00000133704,O15397,65.07178627
MRPS31,ENSG00000102738,Q92665,65.04620775
UBE2S,ENSG00000108106,Q16763,64.809174
ALDH3A1,ENSG00000108602,P30838,64.75220599
ERRFI1,ENSG00000116285,Q9UJM3,64.62710513
CASK,ENSG00000147044,"O14936-3,O14936-4",64.61696834
FLYWCH2,ENSG00000162076,Q96CP2,64.57858332
SETD7,ENSG00000145391,Q8WTS6,64.51513179
ZW10,ENSG00000086827,O43264,64.48418409
STXBP2,ENSG00000076944,Q15833,64.43984155
GNPDA2,ENSG00000163281,Q8TDQ7,64.42756955
GNA12,ENSG00000146535,Q03113,64.23158381
NIP7,ENSG00000132603,Q9Y221,64.08487297
FAHD1,ENSG00000180185,Q6P587,64.0581409
SPATA5,ENSG00000145375,Q8NB90,63.98730858
SON,ENSG00000159140,"P18583-2,P18583-3,P18583-5,P18583-6",63.80304229
CGGBP1,ENSG00000163320,Q9UFW8,63.78853222
ABI2,ENSG00000138443,Q9NYB9-2,63.7870846
SNAP29,ENSG00000099940,O95721,63.78356654
ERI3,ENSG00000117419,O43414,63.74004707
GFM1,ENSG00000168827,"Q96RP9,Q96RP9-2",63.50725497
PKN1,ENSG00000123143,Q16512,63.47378409
LMF2,ENSG00000100258,Q9BU23-2,63.37005626
GNG10,ENSG00000242616,P50151,63.25714034
PPHLN1,ENSG00000134283,Q8NEY8-8,62.93794818
MOB4,ENSG00000115540,Q9Y3A3,62.84267375
HTRA2,ENSG00000115317,O43464,62.79181069
SPANXB1,ENSG00000227234,Q9NS25,62.764697
PPIC,ENSG00000168938,P45877,62.60986386
PTGES2,ENSG00000148334,Q9H7Z7,62.60315071
MRPS11,ENSG00000181991,P82912-2,62.55552253
CTNNBL1,ENSG00000132792,Q8WYA6,62.42415068
RRP1B,ENSG00000160208,Q14684,62.36764315
PATL1,ENSG00000166889,"Q86TB9,Q86TB9-4",62.16140797
NRP1,ENSG00000099250,O14786,62.03071321
FOXK1,ENSG00000164916,P85037,61.98764722
GLTP,ENSG00000139433,Q9NZD2,61.97042566
SRPK2,ENSG00000135250,P78362-2,61.79953316
NUP85,ENSG00000125450,Q9BW27,61.71108489
AFG3L2,ENSG00000141385,Q9Y4W6,61.6754607
MMP14,ENSG00000157227,P50281,61.61675411
CREG1,ENSG00000143162,O75629,61.53117722
AGO2,ENSG00000123908,Q9UKV8,61.51283308
PPP4R2,ENSG00000163605,Q9NY27,61.44365617
MRPS30,ENSG00000112996,Q9NP92,61.37567478
RBX1,ENSG00000100387,P62877,61.25803474
GMDS,ENSG00000112699,O60547,61.05314589
ATRAID,ENSG00000138085,Q6UW56,61.00007741
YTHDF3,ENSG00000185728,Q7Z739,60.88264981
DCTN5,ENSG00000166847,Q9BTE1,60.78387027
NPC1,ENSG00000141458,O15118,60.51336488
EPS15L1,ENSG00000127527,Q9UBC2-2,60.43932983
CTPS2,ENSG00000047230,Q9NRF8,60.43242244
IGF2BP3,ENSG00000136231,O00425,60.3474614
PTCD3,ENSG00000132300,Q96EY7,60.31014529
DLGAP4,ENSG00000080845,Q9Y2H0-3,60.24465982
FMR1,ENSG00000102081,"Q06787-5,Q06787-6,Q06787-8",60.15198468
FKBP9,ENSG00000122642,O95302,60.10390852
ARHGAP18,ENSG00000146376,Q8N392,60.09882535
PPIL3,ENSG00000240344,Q9H2H8,59.99671015
TCEA2,ENSG00000171703,Q15560,59.93282008
RAD50,ENSG00000113522,Q92878,59.89773292
UGGT1,ENSG00000136731,Q9NYU2-2,59.84121911
SMCHD1,ENSG00000101596,A6NHR9,59.6082489
NOC2L,ENSG00000188976,Q9Y3T9,59.55872464
DYNC1LI2,ENSG00000135720,O43237,59.5521311
TMED1,ENSG00000099203,Q13445,59.5514228
NUDT1,ENSG00000106268,P36639-4,59.5466345
SMAD5,ENSG00000113658,Q99717,59.52751749
CHID1,ENSG00000177830,Q9BWS9,59.4638737
TBC1D13,ENSG00000107021,Q9NVG8,59.39228675
MRPS10,ENSG00000048544,P82664,59.37626874
STK4,ENSG00000101109,Q13043,59.28118804
SREK1,ENSG00000153914,Q8WXA9-2,59.27762403
RPF2,ENSG00000197498,Q9H7B2,59.26812281
AP3M2,ENSG00000070718,P53677,59.09752899
UBA5,ENSG00000081307,Q9GZZ9,58.90602717
RER1,ENSG00000157916,O15258,58.83638369
UBR4,ENSG00000127481,Q5T4S7-3,58.74032373
NTPCR,ENSG00000135778,Q9BSD7,58.73556789
CLN6,ENSG00000128973,Q9NWW5,58.55539434
FNDC3B,ENSG00000075420,Q53EP0,58.49137744
GATAD2B,ENSG00000143614,Q8WXI9,58.45931276
PRKAR1B,ENSG00000188191,P31321,58.44685782
STIM1,ENSG00000167323,Q13586,58.43317615
CCDC50,ENSG00000152492,"Q8IVM0,Q8IVM0-2",58.22978284
TJP1,ENSG00000104067,Q07157,58.16479959
CPT1A,ENSG00000110090,P50416,58.06330103
IMPA2,ENSG00000141401,O14732,58.05140651
MDP1,ENSG00000213920,Q86V88,58.03140752
UBLCP1,ENSG00000164332,Q8WVY7,57.9433032
TBRG4,ENSG00000136270,Q969Z0,57.88701051
GET4,ENSG00000239857,Q7L5D6,57.87107264
TST,ENSG00000128311,Q16762,57.87002721
PDS5A,ENSG00000121892,"Q29RF7,Q29RF7-3",57.69272377
NUDT19,ENSG00000213965,A8MXV4,57.41498112
SPRYD7,ENSG00000123178,Q5W111,57.35101272
ACTL6B,ENSG00000077080,O94805,57.30780872
CDC42EP2,ENSG00000149798,O14613,57.25711177
SCOC,ENSG00000153130,Q9UIL1-3,57.2123102
DNAJC11,ENSG00000007923,Q9NVH1,57.09735929
MAPRE2,ENSG00000166974,Q15555,57.08470894
CASP6,ENSG00000138794,P55212,56.99440582
PPIE,ENSG00000084072,Q9UNP9,56.94184302
ABHD16A,ENSG00000204427,O95870,56.92065791
ARHGAP17,ENSG00000140750,Q68EM7,56.91490825
TPRKB,ENSG00000144034,Q9Y3C4,56.90833155
SMAD1,ENSG00000170365,Q15797,56.89095011
NSA2,ENSG00000164346,O95478,56.87738478
PIH1D1,ENSG00000104872,Q9NWS0,56.76925671
UQCC2,ENSG00000137288,Q9BRT2,56.76743349
SLC43A3,ENSG00000134802,Q8NBI5,56.61951141
NDUFV3,ENSG00000160194,"P56181,P56181-2",56.58793837
ECHDC1,ENSG00000093144,Q9NTX5-2,56.48367424
LIMS2,ENSG00000072163,Q7Z4I7-3,56.38868413
AKT2,ENSG00000105221,P31751,56.24365741
PNPT1,ENSG00000138035,Q8TCS8,56.22898663
RBBP9,ENSG00000089050,O75884,56.22429435
PITHD1,ENSG00000057757,Q9GZP4,56.11641736
SLAIN2,ENSG00000109171,Q9P270,55.98939946
CDK18,ENSG00000117266,Q07002,55.97257483
GYG1,ENSG00000163754,P46976-2,55.927812
NDUFA3,ENSG00000170906,O95167,55.85567286
ATP6V1F,ENSG00000128524,Q16864,55.73714898
VAMP7,ENSG00000124333,P51809,55.73119299
PFN2,ENSG00000070087,P35080-2,55.56780534
SMG9,ENSG00000105771,Q9H0W8,55.56372454
NT5C3A,ENSG00000122643,Q9H0P0,55.50312609
ALG5,ENSG00000120697,Q9Y673,55.4020521
EIF4EBP2,ENSG00000148730,Q13542,55.24929025
GALNT7,ENSG00000109586,Q86SF2,55.17793637
AP1S2,ENSG00000182287,P56377,55.13102006
DIS3,ENSG00000083520,Q9Y2L1,55.12165032
EXOSC9,ENSG00000123737,Q06265,54.95573012
PPIG,ENSG00000138398,Q13427,54.95329304
NUDT11,ENSG00000196368,Q96G61,54.78581038
RIDA,ENSG00000132541,P52758,54.602214
EMC8,ENSG00000131148,O43402,54.51054519
PRKAR2B,ENSG00000005249,P31323,54.49121991
QRICH1,ENSG00000198218,Q2TAL8,54.45214427
MRPS12,ENSG00000128626,O15235,54.33292322
MLST8,ENSG00000167965,Q9BVC4,54.325034
PWP1,ENSG00000136045,Q13610,54.30370073
C9orf64,ENSG00000165118,Q5T6V5,54.28858681
COASY,ENSG00000068120,Q13057,54.17332848
MYD88,ENSG00000172936,Q99836,53.98246438
CRYZ,ENSG00000116791,Q08257,53.87040379
RP2,ENSG00000102218,O75695,53.82838342
LRRFIP2,ENSG00000093167,"Q9Y608-2,Q9Y608-4",53.82671362
POLR2C,ENSG00000102978,P19387,53.80848629
FADD,ENSG00000168040,Q13158,53.6893511
HBS1L,ENSG00000112339,"Q9Y450,Q9Y450-2",53.55372593
COMMD6,ENSG00000188243,Q7Z4G1,53.53973605
OPA1,ENSG00000198836,O60313-2,53.47497454
TFPI2,ENSG00000105825,P48307,53.47455215
EPHB3,ENSG00000182580,P54753,53.41995015
MRFAP1,ENSG00000179010,Q9Y605,53.3922567
GYS1,ENSG00000104812,P13807,53.35631452
NDUFB5,ENSG00000136521,O43674,53.13559969
EXOC1,ENSG00000090989,Q9NV70,53.06966286
CGAS,ENSG00000164430,Q8N884,53.03932869
CDK14,ENSG00000058091,O94921-3,53.00932087
ABHD11,ENSG00000106077,Q8NFV4,52.9958329
GATAD2A,ENSG00000167491,Q86YP4,52.93962573
SERPINA7,ENSG00000123561,P05543,52.93891227
GPN3,ENSG00000111231,Q9UHW5,52.69593637
SRXN1,ENSG00000271303,Q9BYN0,52.68357619
GSDMD,ENSG00000104518,P57764,52.50431404
TSFM,ENSG00000123297,P43897,52.42886217
HERC4,ENSG00000148634,Q5GLZ8-2,52.41130509
POLR1E,ENSG00000137054,Q9GZS1-2,52.35981582
DESI1,ENSG00000100418,Q6ICB0,52.34860026
RAB23,ENSG00000112210,Q9ULC3,52.28368841
MCRIP1,ENSG00000225663,C9JLW8,52.27655938
CDC34,ENSG00000099804,P49427,52.2452854
FRG1,ENSG00000109536,Q14331,52.20006385
AAK1,ENSG00000115977,Q2M2I8,52.14832885
NDC80,ENSG00000080986,O14777,51.96958395
ADO,ENSG00000181915,Q96SZ5,51.96407985
CFAP20,ENSG00000070761,Q9Y6A4,51.91136179
PPP4R3B,ENSG00000275052,Q5MIZ7-3,51.88488745
RAB3GAP1,ENSG00000115839,Q15042,51.75741075
PUM1,ENSG00000134644,Q14671-2,51.70547729
CPSF3,ENSG00000119203,Q9UKF6,51.44446184
SMARCC2,ENSG00000139613,"Q8TAQ2,Q8TAQ2-2",51.43408363
CBLL1,ENSG00000105879,Q75N03,51.34026811
SNRNP27,ENSG00000124380,Q8WVK2,51.23035927
AKR7A3,ENSG00000162482,O95154,51.22071934
PCLAF,ENSG00000166803,Q15004,51.14810804
OPTN,ENSG00000123240,"Q96CV9,Q96CV9-2",51.09968698
WDR36,ENSG00000134987,Q8NI36,51.08394721
SPTBN2,ENSG00000173898,O15020,51.05292182
OCRL,ENSG00000122126,Q01968,51.05052408
TGFB1I1,ENSG00000140682,O43294-2,51.03720934
AAMDC,ENSG00000087884,Q9H7C9,51.01311604
DDA1,ENSG00000130311,Q9BW61,50.93302026
RABL3,ENSG00000144840,Q5HYI8,50.90115719
DIMT1,ENSG00000086189,Q9UNQ2,50.76989336
EDC4,ENSG00000038358,Q6P2E9,50.73682366
ELP1,ENSG00000070061,O95163,50.5818908
LXN,ENSG00000079257,Q9BS40,50.52031187
ACAD9,ENSG00000177646,Q9H845,50.38341573
TXN2,ENSG00000100348,Q99757,50.27005934
ARHGAP29,ENSG00000137962,Q52LW3,50.22702667
ATP6V0D1,ENSG00000159720,P61421,50.17785595
OGT,ENSG00000147162,O15294,49.94573114
B4GALT1,ENSG00000086062,P15291,49.87758779
ERI1,ENSG00000104626,Q8IV48,49.87179573
SARS2,ENSG00000104835,Q9NP81,49.83279708
DNAJA3,ENSG00000103423,Q96EY1,49.81507112
PPP6R1,ENSG00000105063,Q9UPN7,49.67118176
DHRS7B,ENSG00000109016,Q6IAN0,49.47673902
SUN2,ENSG00000100242,Q9UH99,49.4064728
TNPO3,ENSG00000064419,Q9Y5L0,49.19999416
FAM213A,ENSG00000122378,Q9BRX8,49.14618819
MPHOSPH6,ENSG00000135698,Q99547,49.11219568
GEMIN5,ENSG00000082516,Q8TEQ6,49.08008663
SEC23IP,ENSG00000107651,Q9Y6Y8,48.96785639
EPS15,ENSG00000085832,P42566,48.91011579
FNBP1,ENSG00000187239,Q96RU3-2,48.90054234
IVD,ENSG00000128928,P26440,48.89080821
PPP2R2D,ENSG00000175470,Q66LE6,48.86778211
PHC2,ENSG00000134686,Q8IXK0-2,48.85519419
SPAG7,ENSG00000091640,O75391,48.78270296
NDUFS7,ENSG00000115286,O75251,48.71592946
ATP6V1D,ENSG00000100554,Q9Y5K8,48.68165415
F2,ENSG00000180210,P00734,48.56230978
CLPTM1L,ENSG00000049656,Q96KA5-2,48.49646784
MRPS34,ENSG00000074071,P82930,48.33643412
PELO,ENSG00000152684,Q9BRX2,48.25144868
SP1,ENSG00000185591,P08047,48.2435819
AURKA,ENSG00000087586,O14965,48.20868281
RNF2,ENSG00000121481,Q99496,48.17269187
POLR2F,ENSG00000100142,P61218,48.14982351
DDX54,ENSG00000123064,"Q8TDD1,Q8TDD1-2",48.09140748
NELFB,ENSG00000188986,Q8WX92,48.06413596
LIMD1,ENSG00000144791,Q9UGP4,48.03302248
MRPS25,ENSG00000131368,P82663,48.00115141
STRN4,ENSG00000090372,Q9NRL3,47.92472721
EPHB4,ENSG00000196411,P54760,47.78267148
ROCK2,ENSG00000134318,O75116,47.77646475
CDCA3,ENSG00000111665,Q99618,47.7688403
THUMPD1,ENSG00000066654,Q9NXG2,47.76108599
ITCH,ENSG00000078747,Q96J02-2,47.75130232
TACSTD2,ENSG00000184292,P09758,47.67545592
PEX1,ENSG00000127980,O43933,47.66961484
UBE2L6,ENSG00000156587,O14933,47.59633301
SFXN2,ENSG00000156398,Q96NB2,47.47966504
MAP4K4,ENSG00000071054,O95819-2,47.47708492
WDHD1,ENSG00000198554,O75717,47.35612994
NR3C1,ENSG00000113580,P04150,47.34567718
ISOC1,ENSG00000066583,Q96CN7,47.32906736
DHX16,ENSG00000204560,O60231,47.28054874
LYRM7,ENSG00000186687,Q5U5X0,47.27532132
DCUN1D5,ENSG00000137692,Q9BTE7,47.2342132
BAIAP2,ENSG00000175866,"Q9UQB8-2,Q9UQB8-4",47.13794388
PRKCB,ENSG00000166501,P05771,46.91594214
C5orf51,ENSG00000205765,A6NDU8,46.88460753
UACA,ENSG00000137831,Q9BZF9,46.87585237
APP,ENSG00000142192,P05067,46.8495215
HLA-G,ENSG00000204632,P17693,46.83596242
KNG1,ENSG00000113889,"P01042,P01042-2",46.81456304
RBM42,ENSG00000126254,Q9BTD8-4,46.77899865
SUCLA2,ENSG00000136143,Q9P2R7-2,46.77158397
TTC4,ENSG00000243725,O95801,46.70478957
NUDCD3,ENSG00000015676,Q8IVD9,46.63917023
OGDHL,ENSG00000197444,Q9ULD0,46.62338038
GPX4,ENSG00000167468,P36969-2,46.62115022
UNC45A,ENSG00000140553,Q9H3U1,46.59338204
FBP1,ENSG00000165140,P09467,46.5290202
APOOL,ENSG00000155008,Q6UXV4,46.44358448
SEL1L,ENSG00000071537,Q9UBV2,46.37849524
TNKS1BP1,ENSG00000149115,Q9C0C2,46.16013908
NOL6,ENSG00000165271,Q9H6R4-4,46.07910223
MAP7D1,ENSG00000116871,"Q3KQU3,Q3KQU3-3",45.90455048
CDK16,ENSG00000102225,Q00536,45.86782627
SKIV2L2,ENSG00000039123,P42285,45.79796137
PMF1,ENSG00000160783,Q6P1K2,45.75294227
SNAPIN,ENSG00000143553,O95295,45.72054751
MOCS2,ENSG00000164172,"O96007,O96033",45.68914384
ALG2,ENSG00000119523,Q9H553,45.61301852
ABCF3,ENSG00000161204,Q9NUQ8,45.58697633
PIGS,ENSG00000087111,Q96S52,45.57842113
LANCL1,ENSG00000115365,O43813,45.52037552
PARD6B,ENSG00000124171,Q9BYG5,45.51047143
LRCH4,ENSG00000077454,O75427,45.48459173
ZFYVE19,ENSG00000166140,Q96K21-3,45.46312107
CAB39,ENSG00000135932,Q9Y376,45.36970602
RBM28,ENSG00000106344,Q9NW13,45.33098858
UHRF1,ENSG00000276043,Q96T88,45.32909066
TMEM59,ENSG00000116209,Q9BXS4,45.31365682
SUPT6H,ENSG00000109111,"Q7KZ85,Q7KZ85-2",45.31110645
DSG2,ENSG00000046604,Q14126,45.1960296
UQCC3,ENSG00000204922,Q6UW78,45.10383155
MVD,ENSG00000167508,P53602,45.09900533
CCDC12,ENSG00000160799,Q8WUD4,45.03837
PRKAB1,ENSG00000111725,Q9Y478,44.92339592
U2SURP,ENSG00000163714,"O15042,O15042-2",44.91629171
RNMT,ENSG00000101654,O43148,44.86733456
AKT3,ENSG00000117020,Q9Y243,44.86154492
ADNP,ENSG00000101126,Q9H2P0,44.81231184
MAX,ENSG00000125952,P61244-2,44.68881288
LLPH,ENSG00000139233,Q9BRT6,44.51113525
C1orf52,ENSG00000162642,Q8N6N3-2,44.50320641
JUN,ENSG00000177606,P05412,44.46251992
GNE,ENSG00000159921,Q9Y223,44.43765427
PUM3,ENSG00000080608,Q15397,44.433471
UBE3C,ENSG00000009335,Q15386,44.30551022
MRPL18,ENSG00000112110,Q9H0U6,44.24946322
ESAM,ENSG00000149564,Q96AP7,44.21793248
ANXA8,ENSG00000265190,P13928,44.20652214
HTATIP2,ENSG00000109854,Q9BUP3-3,44.16624795
SMARCC1,ENSG00000173473,Q92922,44.09098436
TIMM29,ENSG00000142444,Q9BSF4,44.04988656
RRP1,ENSG00000160214,P56182,44.04757211
C19orf70,ENSG00000174917,Q5XKP0,43.94041094
ICMT,ENSG00000116237,O60725,43.9193876
CSNK1G1,ENSG00000169118,Q9HCP0-2,43.79429322
ATP6AP1,ENSG00000071553,Q15904,43.75316179
KLC3,ENSG00000104892,Q6P597,43.6708231
EMC7,ENSG00000134153,Q9NPA0,43.49965645
NDUFS4,ENSG00000164258,O43181,43.42852075
DYNLT3,ENSG00000165169,P51808,43.39159679
DDX23,ENSG00000174243,Q9BUQ8,43.34312861
KIF11,ENSG00000138160,P52732,43.23348629
CEMIP,ENSG00000103888,Q8WUJ3,43.23080027
APOBEC3C,ENSG00000244509,Q9NRW3,43.06159694
NDUFC2,ENSG00000151366,O95298,43.05814737
NMNAT1,ENSG00000173614,Q9HAN9,43.04495243
P4HA2,ENSG00000072682,"O15460,O15460-2",43.01076243
PRMT3,ENSG00000185238,O60678,42.99794944
NMD3,ENSG00000169251,Q96D46,42.98002641
THOC6,ENSG00000131652,Q86W42,42.9556424
GMPR,ENSG00000137198,P36959,42.93395146
PKN2,ENSG00000065243,Q16513,42.87101212
CDK17,ENSG00000059758,Q00537,42.82150383
NEDD4L,ENSG00000049759,Q96PU5-7,42.81810514
PURB,ENSG00000146676,Q96QR8,42.80306802
ZNF330,ENSG00000109445,Q9Y3S2,42.77157197
CDC123,ENSG00000151465,O75794,42.68635901
STAMBPL1,ENSG00000138134,Q96FJ0,42.58101846
QTRT1,ENSG00000213339,Q9BXR0,42.56146558
GTF2A1,ENSG00000165417,P52655,42.482882
ASPSCR1,ENSG00000169696,Q9BZE9,42.43463316
CPNE2,ENSG00000140848,Q96FN4,42.26993026
WDR74,ENSG00000133316,Q6RFH5,42.25629001
ATP2B3,ENSG00000067842,Q16720-8,42.02182074
CASP8,ENSG00000064012,Q14790,41.87116799
ADAM8,ENSG00000151651,P78325,41.86383688
PDXDC1,ENSG00000179889,Q6P996,41.84509081
BABAM2,ENSG00000158019,Q9NXR7,41.82407599
HKDC1,ENSG00000156510,Q2TB90,41.74409045
CLUH,ENSG00000132361,O75153,41.71451439
TFB2M,ENSG00000162851,Q9H5Q4,41.6985004
DCAF16,ENSG00000163257,Q9NXF7,41.66800438
HSPA14,ENSG00000187522,Q0VDF9,41.59034383
CASP3,ENSG00000164305,P42574,41.57532161
ADSSL1,ENSG00000185100,Q8N142,41.55677987
HIBCH,ENSG00000198130,Q6NVY1,41.43764409
CD99L2,ENSG00000102181,Q8TCZ2,41.4198916
DHX29,ENSG00000067248,Q7Z478,41.34408366
DPH7,ENSG00000148399,Q9BTV6,41.28149064
CTNNBIP1,ENSG00000178585,Q9NSA3,41.26995841
KDM1A,ENSG00000004487,O60341,41.26512131
RPE,ENSG00000197713,Q96AT9,41.2131826
PACS1,ENSG00000175115,Q6VY07,41.18814935
MRPS2,ENSG00000122140,Q9Y399,41.16258999
OTUD6B,ENSG00000155100,Q8N6M0,41.10454324
ARHGEF7,ENSG00000102606,Q14155-1,41.09328633
PTDSS1,ENSG00000156471,P48651,41.06601929
THOC1,ENSG00000079134,Q96FV9,40.9684538
CEP55,ENSG00000138180,"Q53EZ4,Q53EZ4-2",40.91750067
DUSP23,ENSG00000158716,Q9BVJ7,40.89795951
CWC15,ENSG00000150316,Q9P013,40.82852803
EXOC3,ENSG00000180104,O60645,40.81004739
SHC1,ENSG00000160691,"P29353,P29353-6",40.76409565
COMMD3,ENSG00000148444,Q9UBI1,40.67403855
NT5C,ENSG00000125458,Q8TCD5,40.62598727
PRCP,ENSG00000137509,P42785,40.62304547
MBD3,ENSG00000071655,O95983-2,40.59951863
GPAT3,ENSG00000138678,Q53EU6,40.55385543
SCARB2,ENSG00000138760,Q14108,40.51438918
NFIC,ENSG00000141905,"P08651-2,P08651-4",40.45804241
MICAL2,ENSG00000133816,"O94851-2,O94851-4",40.43345312
UBR7,ENSG00000012963,Q8N806,40.41184859
MRPL54,ENSG00000183617,Q6P161,40.32331854
FTH1,ENSG00000167996,P02794,40.26382415
EXOSC7,ENSG00000075914,Q15024,40.21598006
CMTR1,ENSG00000137200,Q8N1G2,40.20947157
ITGB5,ENSG00000082781,P18084,40.16744531
SLC38A2,ENSG00000134294,Q96QD8,40.15957539
XPOT,ENSG00000184575,O43592,40.11911606
CHMP2B,ENSG00000083937,Q9UQN3,40.03608398
ZNF622,ENSG00000173545,Q969S3,39.97616589
GNL2,ENSG00000134697,Q13823,39.95227156
ACSS2,ENSG00000131069,Q9NR19,39.8999512
TPBG,ENSG00000146242,Q13641,39.89863378
POLR2D,ENSG00000144231,O15514,39.87367927
XRCC4,ENSG00000152422,Q13426,39.67536231
HDAC6,ENSG00000094631,Q9UBN7,39.67370191
OSBPL10,ENSG00000144645,Q9BXB5,39.63297164
BRD4,ENSG00000141867,O60885,39.60148727
STK38,ENSG00000112079,Q15208,39.54324352
MRGBP,ENSG00000101189,Q9NV56,39.41413835
BOLA3,ENSG00000163170,Q53S33,39.3589204
YES1,ENSG00000176105,P07947,39.27018123
ERCC6L,ENSG00000186871,Q2NKX8,39.20343151
AJUBA,ENSG00000129474,Q96IF1,39.18326755
GSTT2B,ENSG00000133433,P0CG30,39.16411571
IFIT5,ENSG00000152778,Q13325,39.1100616
NAA25,ENSG00000111300,Q14CX7,39.10804804
NUP205,ENSG00000155561,Q92621,39.10080845
NDC1,ENSG00000058804,Q9BTX1-2,39.09062839
GLMP,ENSG00000198715,Q8WWB7,39.05529782
PYM1,ENSG00000170473,Q9BRP8-2,39.05415581
ZNF593,ENSG00000142684,O00488,38.99892788
PIP4K2A,ENSG00000150867,P48426,38.95841568
COX7A2L,ENSG00000115944,O14548,38.73390607
STX6,ENSG00000135823,O43752,38.58392554
FOSL1,ENSG00000175592,P15407,38.48191501
UBASH3B,ENSG00000154127,Q8TF42,38.43977917
ACBD5,ENSG00000107897,"Q5T8D3,Q5T8D3-2",38.41547594
RNF113A,ENSG00000125352,O15541,38.32754575
SLC29A1,ENSG00000112759,Q99808,38.21968779
NELFA,ENSG00000185049,Q9H3P2,38.21207585
NUMB,ENSG00000133961,P49757-3,38.18644767
AHNAK2,ENSG00000185567,Q8IVF2-3,38.17779969
ARFIP2,ENSG00000132254,P53365,38.11517277
SCAF4,ENSG00000156304,O95104,38.08919804
DNMBP,ENSG00000107554,Q6XZF7,38.03143051
PRKCI,ENSG00000163558,P41743,37.94211666
CDC27,ENSG00000004897,P30260,37.92796262
UTP18,ENSG00000011260,Q9Y5J1,37.90405394
RNF7,ENSG00000114125,Q9UBF6,37.80104651
KRT20,ENSG00000171431,P35900,37.77186696
CDC73,ENSG00000134371,Q6P1J9,37.76587628
PDZD11,ENSG00000120509,Q5EBL8,37.66597328
ACY1,ENSG00000243989,Q03154,37.63886021
WDFY1,ENSG00000085449,Q8IWB7,37.60407156
DHRS4,ENSG00000157326,Q9BTZ2,37.53603711
BAZ1B,ENSG00000009954,Q9UIG0,37.50606465
TRAM2,ENSG00000065308,Q15035,37.50072353
KIF2A,ENSG00000068796,"O00139-1,O00139-2",37.46783862
NFKB1,ENSG00000109320,P19838,37.44628245
TMUB2,ENSG00000168591,Q71RG4-2,37.43726495
IK,ENSG00000113141,Q13123,37.41259717
RPIA,ENSG00000153574,P49247,37.3900483
KRI1,ENSG00000129347,Q8N9T8,37.37441761
UBE2E1,ENSG00000170142,P51965,37.3244431
NUP107,ENSG00000111581,P57740,37.14013614
CSK,ENSG00000103653,P41240,37.13299949
KIF4A,ENSG00000090889,O95239,37.00313668
IMPAD1,ENSG00000104331,Q9NX62,36.97184155
TXLNG,ENSG00000086712,Q9NUQ3,36.9598299
PPAN,ENSG00000130810,Q9NQ55-2,36.92040604
HDAC3,ENSG00000171720,O15379,36.89253005
CMC2,ENSG00000103121,Q9NRP2,36.86085212
UBL4A,ENSG00000102178,P11441,36.80924062
ISY1,ENSG00000240682,Q9ULR0,36.61645549
DOCK7,ENSG00000116641,Q96N67-4,36.5195741
MCU,ENSG00000156026,Q8NE86-3,36.42833562
TMEM115,ENSG00000126062,Q12893,36.3766494
PLAUR,ENSG00000011422,"Q03405,Q03405-2",36.33947889
SMIM20,ENSG00000250317,Q8N5G0-2,36.29543557
PELP1,ENSG00000141456,Q8IZL8,36.27752234
CIP2A,ENSG00000163507,Q8TCG1,36.20406873
PHYHD1,ENSG00000175287,Q5SRE7-2,36.15466776
PRKACG,ENSG00000165059,P22612,36.15210322
XPO7,ENSG00000130227,Q9UIA9,36.02748893
PDP1,ENSG00000164951,Q9P0J1,36.02257187
FMNL1,ENSG00000184922,O95466-2,35.97107156
