Gene_Symbol	MCF10A	MDAMB231
RBBP8	9.232893365	9.990766328
RBL1	9.37422022	9.790874553
RBL2	10.05791422	8.962893053
RBM3	12.55803991	13.02682845
RBM4	9.82282625	9.689658113
RBMS1	10.90055526	10.31685318
RBMS2	10.87577845	10.83703583
RCN1	11.31665503	12.14775859
RCN2	10.16099313	10.06032009
RDX	11.72625378	11.62598017
RECQL	10.15647292	9.66905612
REL	7.670230073	7.61766424
RELA	10.58732477	10.65095632
RELB	7.119449445	7.986007013
UPF1	10.31011277	10.30081323
DPF2	9.567983565	9.49064687
REST	9.660731945	9.29725915
REV3L	9.634432543	9.014616663
RFC1	10.56135751	10.371232
RFC2	8.162591438	9.122342888
RFC3	7.92534301	8.47659098
RFC4	7.903117148	8.812443425
RFC5	7.92975263	9.005427928
RFNG	7.647411383	7.54265981
TRIM27	9.573879503	9.823279903
RFX1	7.292707433	7.482066213
RFX2	7.110579178	6.887288743
RFX3	6.24815799	5.905423043
RFX5	8.756994798	9.000290933
RFXAP	6.034288048	5.861250048
RGS2	7.452382493	7.88323487
RGS3	7.871333218	8.08885546
RGS4	10.39764634	7.30686739
RGS10	8.976743305	9.702920365
RGS12	8.319236613	7.78782134
RHEB	10.54828179	11.49722344
RING1	9.059487773	8.935649118
RIT1	8.895411323	8.626679285
RLF	9.048510303	9.379962088
RMRP	3.611092623	3.646005368
RNASE4	8.083871353	7.299609323
RNASEL	7.16022532	5.943938318
SNORA63	2.924959433	2.691731775
SNORA62	2.358845405	2.587513665
RNF2	9.21397975	9.05413294
BRD2	11.66713537	11.76420505
RNF4	10.29996502	10.30164589
RNF5	5.12721606	5.135616248
RNF6	9.559308808	9.400151733
RNH1	10.83795451	11.04620703
RNPEP	10.79533798	10.02048656
ABCE1	11.14975413	11.69030347
ROBO1	7.685745515	5.56209058
ROCK1	11.04726336	10.68621647
ROM1	4.927866898	4.205174308
RORA	4.859631053	3.867183785
RP9	7.00035173	7.351728843
RP2	8.255755068	9.047528775
RPGR	7.1718963	7.76755781
RPA1	10.49524255	10.99016577
RPA2	8.87589954	9.457530695
RPA3	7.179098285	7.891144478
RPE	9.011590105	9.15747671
RPL3	14.08746355	13.64150287
RPL4	14.18467722	13.73848077
RPL5	13.60970892	13.66634195
RPL6	13.06096228	13.15197839
RPL7	12.60140668	12.25472507
RPL7A	13.59236883	13.62403859
RPL8	14.06136327	13.90820728
RPL9	12.0258039	12.10463664
RPL10	12.32186074	12.43203024
RPL11	13.12258467	12.99041358
RPL12	13.46446309	13.61576302
RPL13	12.7361289	12.54867303
RPL15	13.53577403	13.27435462
RPL17	13.06925867	12.92053519
RPL18	12.82611978	12.81336592
RPL18A	12.39144276	12.3221126
RPL19	13.49138056	13.54335316
RPL21	6.719127878	6.469917755
RPL22	11.89341717	11.69110616
RPL23A	12.47857572	12.32904736
MRPL23	7.84483126	7.872213098
RPL24	12.63979445	12.61206388
RPL26	13.50857512	13.39821739
RPL27	12.82669878	13.09500267
RPL30	13.03531323	12.98554852
RPL27A	12.97386354	13.00982817
RPL28	13.4278268	13.34030846
RPL29	12.18287573	12.16182408
RPL31	11.7037705	11.69444608
RPL32	12.46999773	12.60262453
RPL34	12.12118151	11.96850323
RPL35A	12.51853149	12.69695369
RPL36AL	11.06108029	11.38383062
RPL37	12.89370018	12.86041575
RPL37A	13.03404452	12.99241157
RPL38	12.35154222	12.51709365
RPL39	11.82108653	12.00714328
RPL41	11.51687287	11.54906856
RPL36A	11.34577468	11.80658683
RPLP0	14.0345463	14.1860345
RPLP1	13.59460645	13.18945237
RPLP2	12.24903379	12.27497376
MRPL12	8.647691785	9.401410573
MRPS12	8.088769075	8.864684958
RPN1	11.99955593	12.14825625
RPN2	12.25412942	12.64534077
RPS2	13.72860117	13.82135825
RPS3	13.71839573	13.89736172
RPS3A	12.74864331	12.66630038
RPS4X	14.39909655	14.19884839
RPS5	12.26478582	12.31493229
RPS6	14.14756055	13.84452523
RPS6KA1	8.08621799	8.672897228
RPS6KA2	12.00697531	10.92894113
RPS6KA3	10.12025457	10.58073219
RPS6KB1	9.682848373	9.743445933
RPS6KB2	8.621714883	9.078605238
RPS7	12.31835867	12.43164246
RPS8	13.18636858	13.0952825
RPS9	11.90014023	11.71172125
RPS10	11.71522397	12.16315459
RPS11	13.74003908	13.58132202
RPS12	12.28538468	12.26830104
RPS13	12.03587656	12.05223106
RPS14	13.00018542	12.63121923
RPS15	11.7902289	11.97769081
RPS15A	12.59666081	12.4968971
RPS16	12.46804374	12.4377976
RPS17	12.37874234	12.32439423
RPS18	13.23092856	13.57812603
RPS19	12.45812922	12.53296471
RPS20	12.38131971	11.81116979
RPS21	11.4605576	11.56204642
RPS23	12.47644124	12.65381989
RPS24	13.75279055	13.96887234
RPS25	12.90108807	12.92145843
RPS26	10.88323589	10.70728672
RPS27	13.31003605	12.56403291
RPS27A	12.23424088	12.26197158
RPS28	10.25849522	10.7901123
RPS29	11.09338374	11.56718245
RRAS	9.736343623	9.467818013
RRBP1	12.22411803	12.13103759
RREB1	9.204894363	9.37541575
RRM1	10.78168027	11.39998807
RRM2	10.50147427	11.37752663
RTKN	8.190779765	7.507193423
RSC1A1	6.866954635	6.880893745
CLIP1	10.69435392	10.88371653
RSU1	10.97796664	10.6539265
RTN1	9.093185155	6.016091305
RTN2	7.263124478	6.821777193
RXRA	10.34277991	10.05400298
RXRB	9.307388968	9.29671542
RYK	10.36235572	9.614136313
SORT1	10.69814736	10.85024987
S100A2	11.45963555	9.47688171
S100A3	8.804199565	8.212463993
S100A4	10.72104416	10.84233772
S100A6	15.14350873	14.45848885
S100A10	13.36888526	12.94357317
S100A11	13.15735173	12.72311764
S100A13	10.665027	9.025317165
SAA1	8.001793893	11.5193864
VPS52	9.393557515	9.611697058
SAFB	10.3361196	10.61845279
SALL2	6.007642093	4.3841779
MAPK12	6.970927535	7.12927608
SARS	11.29535623	11.71554205
TSPAN31	8.449136388	7.921338718
SAT1	10.36662085	10.41736924
SATB1	6.514261003	5.48125354
SBF1	10.10251133	10.12252105
MSMO1	10.86554796	10.06952461
SC5D	9.797698168	9.68317375
ATXN1	9.033596583	8.698382865
ATXN2	10.05544863	10.00894617
ATXN7	9.11913601	9.003664753
SCD	13.05948752	13.37025726
SCML1	7.674740023	8.749735415
SCN1B	6.09301615	6.121971483
SCNN1A	12.46491401	11.89739674
SCNN1B	8.712597748	9.39482327
SCNN1D	3.90522634	4.055080105
SCNN1G	7.188063045	8.65854627
SCO1	8.345449008	8.846076903
SCP2	10.14157686	10.10162701
CCL20	6.843630905	7.298354243
SDC1	8.426020723	8.96319663
SDC2	6.515837118	8.355598468
SDC4	12.52789344	12.59214156
SDCBP	11.3677641	11.13051722
SDF2	8.680722485	8.57819418
SDHA	10.22126687	10.70154386
SDHB	9.618904903	10.12950212
SDHC	10.05668871	9.889462945
SDHD	9.35988547	9.78874205
SEC13	10.54045757	10.51131621
SEC14L1	10.49402883	11.0884292
SECTM1	9.219407443	9.258083748
TRAPPC2	7.321106558	7.332765603
SEL1L	11.64951436	11.97846742
SELPLG	5.00744705	7.014890225
SEMA3F	8.866681965	8.13461621
SELENOP	8.711793028	7.493554413
SELENOW	9.57625537	8.814550298
MAP2K4	9.475079	9.662138983
SET	12.27439504	12.48571542
SETMAR	6.172315265	5.881245315
SFPQ	12.20069546	12.17171733
SRSF1	11.23485197	11.20368771
SRSF2	11.36474771	11.44332911
SRSF3	11.53714186	11.88609482
SRSF4	10.19786445	10.13745956
SRSF5	11.00454462	10.61516463
SRSF6	12.04142173	11.6980505
SRSF7	10.1522669	10.27794666
SFSWAP	9.607282553	9.708655743
TRA2B	11.06565739	11.21539149
SGCB	11.1138929	10.44082745
SGK1	10.33974187	9.104689053
SCG5	7.955382938	5.82938775
SGSH	9.00233799	8.323585783
SGTA	10.09010362	10.4540285
SH3BGRL	11.23203284	9.825751725
SH3BP2	9.911769953	9.680103348
ITSN1	9.971241173	9.90396874
SH3GL1	10.73412916	10.47956351
SH3GL1P1	1.537593413	1.442974118
SH3GL1P2	0.94216367	0.842363513
SHB	8.66589432	9.498229053
SHC1	13.42558894	12.3320389
FBXW4	8.248874358	8.030537628
SHMT1	8.524491933	8.490329185
SHMT2	10.68101105	11.42593357
SHOX2	6.849147913	6.787042848
SIAH1	8.046874848	7.748766518
SIAH2	8.608367073	8.27348521
ST6GAL1	7.106032378	7.54609399
ST3GAL1	9.17664016	9.632741273
ST3GAL2	8.722985983	8.97617221
ST3GAL4	8.06136701	8.560679915
ST3GAL3	7.43731206	7.45275385
STIL	8.591604698	9.548045323
SIM2	7.780918385	5.947431545
SIPA1	8.093095688	8.32256167
SIX1	6.551181768	8.219788108
SKI	11.30536351	10.75150544
SKIL	10.84386165	9.12153835
SKIV2L	8.994768458	9.39807065
SKP1	12.37941252	11.91754393
SKP2	8.41926741	8.828905965
SLC1A1	5.84230926	5.504685873
SLC1A3	8.075007753	8.603710225
SLC4A3	6.226402	4.539350095
SLC1A4	6.831292518	6.175125265
SLC1A5	10.79653248	12.00376113
SLC2A1	11.56983147	12.40497888
SLC2A3	7.40256717	9.29049534
SLC3A2	10.11832008	11.2022461
SLC4A2	10.69962013	10.85188357
SMTN	9.009354593	8.95769965
SLC5A3	8.76903227	8.64421688
SLC6A6	10.87867474	11.07024555
SLC6A8	9.024137185	7.382225265
SLC6A9	7.509233608	7.372966208
SLC7A1	10.6026504	11.28305951
SLC7A2	8.561381228	10.02164098
SLC9A1	9.896056845	9.293937998
SLC9A5	3.845444355	4.227638623
SLC12A2	9.521482355	9.173669938
SLC12A4	10.20385047	9.498921008
SLC16A2	8.903689143	6.389749773
SLC20A1	12.37235976	12.2614121
SLC20A2	8.365652458	8.265615975
SLC25A1	9.63586212	9.219003393
SLCO2A1	7.17919047	7.21355681
SLC22A3	4.389629968	6.593745773
SLC22A4	7.029934925	5.940723625
SLC22A5	8.7103814	8.33238682
SNAI2	10.79445437	10.39381368
SMARCA1	10.05807917	9.854508118
SMARCA2	10.38967202	9.48299008
HLTF	10.11539383	9.680979055
SMARCA4	10.91698457	11.22919541
SMARCB1	9.610069925	9.603529763
SMARCC1	11.07346771	11.17472147
SMARCC2	10.98162966	10.56793632
SMARCD1	9.668984503	9.655847343
SMARCD2	10.05022423	9.706531813
SMARCD3	7.664040083	7.078189255
SMARCE1	11.36307185	10.95863934
SMN1	8.698625588	9.33615027
SMN2	6.008686628	6.071842918
SMPD1	9.24629656	8.887222115
SMPD2	6.64012812	6.76770369
SMS	10.52835499	11.43539236
SUMO3	11.48821638	11.89949163
SUMO2	11.51385799	11.57433375
SNAI1	4.27641896	4.50167256
SNAPC1	8.623039183	10.18924376
SNAPC2	8.474878028	8.451559593
SNAPC3	8.29726578	7.550011348
SNAPC4	7.790084478	7.64779664
SNCG	5.626377538	5.132533353
FSCN1	11.30174687	9.725415415
SNRNP70	10.65943882	10.8912798
SNRPA	9.749897475	10.26759917
SNRPA1	8.279654808	8.705623815
SNRPB	10.78052287	11.26672581
SNRPB2	10.35263845	10.27277201
SNRPC	9.91631187	10.72296437
SNRPD1	9.28851908	9.742743315
SNRPD2	10.67760638	11.10172466
SNRPD3	10.23938849	10.51552615
SNRPE	9.694111355	9.48413808
SNRPF	9.091380353	9.531950938
SNRPG	7.84678908	8.382984713
SNTA1	7.860461118	8.339604565
SNX1	10.23346766	9.613340985
SNX2	10.14473761	9.914681468
SNTB2	9.799726053	9.203839898
SOAT1	9.932305468	10.75108863
SOD1	11.23040362	11.4314934
SOD2	10.94333038	11.48788956
CAPN15	9.01179575	9.482090183
SON	11.57641507	11.45584241
SORD	8.215494855	9.16469486
SORL1	7.79568841	7.3273141
SOS1	10.30662626	9.88305831
SOS2	9.944878938	9.86601309
SOX4	10.74589978	8.83916402
SOX9	7.822476703	8.50760511
SOX12	9.262790048	8.831337038
SP1	10.50103906	10.08985707
SP2	8.56444564	8.69271742
SP3	10.84154843	10.52973335
SP4	7.215329738	7.116610388
SP100	10.57900116	10.18896774
SPAG1	7.687149843	7.882184943
UAP1	11.10676161	10.84197962
SPARC	11.95349777	8.99732037
SPAST	8.73920909	8.431609618
SPG7	8.775307993	8.09316269
SPINT1	8.141241938	7.79645688
SPOCK1	13.0491922	9.062857173
SPR	7.873450453	8.177892245
SPTAN1	12.33047009	12.1817746
SPTBN1	12.48095756	12.61221218
SPTBN2	6.8755186	7.268180098
SQLE	10.84823662	9.136644618
SRC	9.871226163	9.28343388
SRD5A1	7.992153373	8.249971908
SRI	9.36729098	9.634003248
SRD5A1P1	2.700130895	2.75657337
SREBF1	10.4028508	10.84166772
SREBF2	11.18179512	10.85819148
SRF	10.14242005	10.30842833
SRM	10.166121	10.90979137
SRP9	11.98573125	11.50134717
SRP14	11.67454208	11.1003761
SRP19	9.07742967	9.388612265
SRP54	10.00476308	10.23782962
SRP68	10.31773712	10.67698244
SRP72	11.71426995	11.90564552
SRPK1	10.80539597	12.07249216
SRPK2	9.638606135	9.699567198
SRPRA	11.26085427	11.46674651
TRIM21	7.90410849	7.861469123
TROVE2	9.259594033	9.40052436
SSB	11.11371305	11.31695939
SSBP1	9.89204839	10.34334196
SSFA2	10.76040015	10.81444454
SSR1	11.74635446	11.74522041
SSR2	11.86380018	11.70075415
SSR3	11.54041222	11.48893283
SSR4	9.9853799	10.29741113
SSRP1	11.72594123	12.34890003
SS18	10.53426937	10.23919736
ST5	9.67869534	9.16000472
ST13	11.70982852	10.92858628
STAC	6.299629725	6.742858373
STAT1	10.69767356	11.14187636
STAT2	9.649987585	9.206759085
STAT3	10.89581163	11.03903899
STAT5A	6.60571781	7.25810596
STAT5B	9.226819343	9.12550975
STAT6	11.1391121	10.94437098
STAU1	12.10983459	11.89049613
STC1	8.689630193	9.22759085
HSPA13	10.10597119	10.75189419
STIM1	9.264812818	10.02828236
NEK4	8.548290553	8.929037823
STK3	7.925982768	8.393428063
STK4	10.37548135	10.53586111
AURKA	9.081746743	10.57173554
AURKAPS1	4.808181668	6.092888225
CDKL5	7.08264005	6.216497975
STK10	10.33747689	11.01212786
STK11	9.225661933	9.45501682
STRN	9.979765888	9.883948625
STX1A	8.19363237	8.207094395
STX3	7.831246238	9.149062808
STX4	8.998518895	9.073038498
STX5	9.40727607	9.368517505
STXBP1	9.371222353	9.439490098
STXBP2	8.953937963	9.452552905
STXBP3	9.524748408	8.769943493
STYX	9.478489	9.355281385
SUOX	7.241410498	6.651309325
SUPT4H1	9.1674243	9.377412098
SUPT5H	10.82385349	10.7466418
SUPT6H	11.33832692	11.29316181
SUPV3L1	8.447272313	9.368137805
SURF1	7.155030938	7.328113318
SURF2	7.109107705	7.53465728
SURF4	12.11433323	12.23344805
MED22	8.725044508	8.571028373
SURF6	8.483860933	8.77150385
SUV39H1	7.454156468	8.563692068
SVIL	11.19649618	10.84454008
VAMP1	5.810842115	4.635135358
VAMP2	9.633314433	9.066673855
VAMP7	8.900056653	9.126143688
SYN1	4.19362271	3.580027868
SYP	3.328212778	3.266122755
SYPL1	9.899620503	10.2476562
SYT1	5.929682403	4.391324248
TACC1	11.14397671	10.67713421
ADAM17	9.94592773	9.973144965
TADA2A	7.176890398	7.535512893
TAF1	9.332669008	9.48991268
TAF2	9.854774988	9.71958013
TAF4	9.013958208	9.233313043
TAF4B	6.523885553	7.91608294
TAGLN	10.78282928	7.887175205
TAF5	6.540841578	8.092597533
TAF6	9.65179834	9.90709215
TAF7	11.01436565	10.94845613
TAF9	9.652569083	10.24989206
TAF10	9.479079478	9.555601098
TAF11	7.972625778	8.38615804
TAF12	8.337806573	6.882423613
TAF13	7.502413123	7.552530135
MAP3K7	10.25898073	9.67995812
TALDO1	10.58225136	11.0924128
TAP1	8.455593823	9.532937835
TAP2	9.231431468	10.52896772
TAPBP	10.78217718	11.22459939
TARBP1	8.23698986	7.606657113
TARBP2	7.1172334	7.442382685
TARS	11.93236776	12.5502776
TAZ	6.98654468	7.192197788
TBCA	9.739724488	10.20224292
TBCC	8.405138083	8.899385183
TBCD	9.587037325	9.648182435
TBCE	9.386123235	9.46064127
TBL1X	8.651996663	9.854476498
TBP	8.113900435	8.536308235
TCEA1	10.19467644	10.47818908
TCEA2	7.827864263	7.648392023
ELOC	9.131133033	9.307861855
ELOB	10.4466124	10.572555
ELOA	10.39043609	10.39695941
TCF3	10.65572896	10.39763739
TCF7	5.535059605	5.190214198
TCF7L2	9.37532658	9.347457808
ZEB1	10.18224245	10.26067295
GCFC2	8.509507185	8.965600088
TCF12	10.52588096	9.99404177
ZNF354A	8.888290075	8.340709738
TCF19	8.75830294	9.647418393
TCF20	9.662877238	9.734870453
VPS72	9.78685412	9.524044353
MLX	9.77477663	10.28791471
TCN2	6.61901449	6.033439725
TCOF1	10.14769146	10.73375505
TCP1	11.45224459	11.87975672
TCTA	8.377594938	8.305792695
DYNLT3	9.360036915	9.299194035
TCTE3	3.818724338	4.194785543
PPP1R11	10.18204718	10.26462211
DYNLT1	8.985919438	9.012162375
TDG	8.30444778	8.60798445
PRDX2	10.97757548	10.96831814
TEAD1	11.84056414	11.7171999
TEAD4	7.633657303	7.767711793
TEAD3	9.539674743	9.478955378
TEC	5.339458423	5.954426468
TEF	7.57252656	6.031501185
TMBIM6	13.28201588	13.22802213
TEP1	8.07985133	7.141407348
TERF1	8.394156815	8.30937276
TERF2	8.6644092	8.392640133
TESK1	8.866686675	8.58027652
TFAM	9.914247578	10.51331496
TFAP2A	9.288301375	7.458158313
TFAP2C	8.745043123	9.001870178
TFAP4	7.516667943	8.31479661
TFCP2	9.12717107	8.8365663
NR2F1	9.014764068	7.767845213
NR2F2	10.23255461	10.20537032
TFDP1	10.90325505	10.94332983
TFDP2	9.68052025	9.289852388
TFE3	10.67420377	10.74990737
TFPI	12.0824609	11.52875977
TFRC	10.4642784	12.22693403
TGFA	6.919609698	9.42096202
TGFB1	11.42791604	10.55846317
TGFB1I1	9.119708918	8.71488491
TGFB2	11.78066086	11.60355389
TGFB3	4.775031115	5.28744847
TGFBI	16.42048106	12.99161692
TGFBR1	9.441700035	10.13203973
TGFBR2	13.71056449	13.21934959
TGFBR3	9.07085256	8.549546783
TGIF1	9.221462505	9.196837118
TGM2	10.85024365	12.36472235
THBD	6.789796295	9.401431028
THBS1	15.8267113	14.55790089
THBS3	7.534223168	5.54639907
THOP1	9.056932413	9.548054515
THRA	9.04232762	8.652744683
THRB	6.687606623	6.716835038
KLF10	10.82211333	10.22838719
TIA1	9.349959583	8.256316213
TIAL1	10.44709225	10.670337
TIAM1	6.94141004	8.133602313
TIMP1	14.20452969	12.668821
TIMP2	13.26173851	12.74086885
TIMP3	8.602560643	10.22724469
TJP1	11.77330194	11.14079599
TK1	8.446661278	9.627498538
TK2	9.230388378	8.435242185
TKT	13.07639173	12.89053706
ICAM5	4.250967385	5.522134103
TLE1	8.13050595	9.170880125
TLE3	9.065894483	9.565646298
TLN1	13.27188831	13.20926348
SEC62	11.44324364	11.06099327
TLR1	6.140786175	4.42119378
TLR2	5.85709832	8.437182845
TLR3	7.406711373	6.394237443
TLR4	7.988316043	10.51650255
TLR5	3.576466028	3.25060015
TSPAN6	8.614544915	8.638251085
TSPAN4	9.86998057	9.61806121
GPR137B	8.615610433	7.055798735
TM7SF2	6.09704155	5.602294645
TRAPPC10	9.83110457	9.668182535
TMF1	10.45980062	10.03106886
TMPO	11.16572168	11.84739265
TMSB4X	12.13604522	12.7651519
CLEC3B	5.583243685	4.2211587
TNFAIP1	9.807099	9.73389726
TNFAIP2	8.641258723	10.06607482
TNFAIP3	7.405254833	8.588712355
TNFRSF1A	11.24377055	11.3196748
TNFRSF1B	4.556991375	7.52556622
TNNT1	6.728248873	8.519248923
TNS1	8.05092741	6.1505743
TNXB	3.44539164	4.559972493
TOP1	11.85668907	12.2765865
TOP1P1	7.290213618	7.655097493
TOP1P2	6.423311115	6.862559758
TOP2A	11.52112647	12.62020397
TOP2B	11.33704164	11.05231566
TOP3A	8.854478245	9.42571222
TP53	9.955064598	10.43200806
TP53BP1	9.4351035	9.038944323
TP53BP2	10.46986452	10.07404511
TP73	7.366481253	6.608572593
TPBG	9.14109757	9.158908163
TPD52	9.40533634	9.8888776
TPD52L1	6.573008538	6.570320343
TPD52L2	11.3014683	11.43524462
TPI1	12.04637061	12.31239852
TPM1	12.15294282	10.79017882
TPM2	12.26511378	8.94423873
TPM3	12.81207817	12.59719486
TPM4	14.24608108	13.89211305
TPMT	7.907918668	7.91538765
TPP2	9.682324785	9.644774033
TPR	12.16416811	11.79179848
TPT1	14.88405315	13.8820268
NR2C1	8.304179535	8.369255228
NR2C2	9.867203498	9.514151895
HSP90B1	13.82541958	14.44116068
TRAF1	4.899740735	6.681841155
TRAF2	7.040914145	7.801907878
TRAF3	8.820814678	9.246619003
TRAF5	7.952350403	7.842452595
TRAF6	8.482414468	8.234757303
HSP90B2P	6.485930365	7.154266535
CCT3	12.28480318	12.49490517
TRIO	11.2729813	11.09489377
TRIP6	10.20450244	9.341240345
TRPC1	7.541427593	6.551870373
TRPS1	9.564568108	7.919356333
TSN	10.12325755	10.38671246
TSC1	9.254325343	9.15135677
TSC2	10.21719293	9.949283678
TSG101	9.973581823	10.07673105
TSNAX	10.08233266	9.59270228
TSPYL1	10.51789918	9.93695971
TSSC1	7.742210943	8.09686827
PHLDA2	9.17793824	9.812863233
TST	7.19314809	7.77261981
TSTA3	10.00968213	9.721282318
TTC1	9.860865965	9.811947725
DNAJC7	10.34655544	10.49495781
TTC3	12.14178181	11.32225367
TTC4	8.328499005	8.77707983
TTF1	7.859625933	8.050755313
TTK	8.092529185	9.343061848
TUB	7.24597869	5.796492563
TUBA4A	9.643339695	8.78077197
TUBB2A	8.616413805	9.20297373
TUBG1	9.659703113	10.39800651
TUFM	10.84311817	11.18448411
TUFT1	9.39412909	8.92254713
TULP3	9.59255735	9.2004509
HIRA	9.260660678	9.243057213
TNFSF4	3.414928008	3.654943458
TXN	10.57344072	11.35047921
TXNRD1	13.14599621	13.17871725
TYK2	9.538100608	9.735353638
TYMS	9.69056717	10.4978221
TYRO3	7.703171545	7.937275218
U2AF1	9.352619113	9.662981225
UBA52	11.91874326	11.96264829
UBB	11.75123007	12.21220826
UBC	13.871166	13.76438201
UBA1	12.65169387	12.53812209
UBA7	7.909435565	7.025048648
UBE2A	10.48621868	10.73802641
UBE2B	10.15812688	9.935371838
UBE2D1	8.898184695	9.110842685
UBE2D2	11.27729552	11.10981363
UBE2D3	12.39219188	12.35805099
UBE2E1	10.01927301	10.71308342
UBE2E2	8.47316449	8.73927949
UBE2G1	10.36587787	10.43404532
UBE2G2	9.461479573	9.7164557
UBE2H	11.3106188	10.72167046
UBE2I	10.97318278	11.14935454
UBE2L3	10.43194781	10.63348132
UBE2N	10.45675671	10.73519747
UBE2V1	12.32154641	12.16385702
UBE2V2	9.423331518	9.527960703
UBE3A	10.6624262	10.4064551
SUMO1	10.57224815	10.58923707
UBP1	10.59996832	10.42788314
UBTF	10.86662922	10.5205275
UCHL3	8.222047653	8.96341127
UFD1	9.44144758	9.29731451
SLC35A2	8.172799143	8.6584405
UGCG	9.768817205	10.40904669
UGDH	9.757331108	9.662841803
UGP2	10.7876272	10.79672404
UGT8	7.383760903	7.692557788
UCK2	10.13881431	10.40111357
UMPS	8.41739462	8.664822373
UNG	9.219878255	9.887262718
USP4	9.557199245	9.46281851
NR1H2	9.27481942	9.04224705
UPP1	8.125634623	8.698898628
UQCRB	11.20134277	10.92571396
UQCRC1	11.05123549	10.83121842
UQCRC2	10.7465178	10.93961938
UQCRFS1	9.340622543	9.933550468
UQCRH	10.27311241	10.51354695
UROD	9.408000873	9.498490363
UROS	8.944006165	9.593526865
USF1	8.654195088	8.295555208
USF2	10.18154509	10.27206908
USP1	10.34476678	10.76629222
UTRN	10.51714225	10.27774741
KDM6A	8.914598915	8.875315185
UVRAG	8.350092748	8.684613338
VARS	10.46340466	11.37584473
VASP	10.64913464	10.55124828
VAV2	9.68814353	9.814147238
VBP1	9.276583285	9.823796838
VCL	12.82102222	12.56215685
VCP	11.87959711	12.23014842
VDAC1	12.12575502	12.32706096
VDAC2	10.64705741	10.81223868
VDAC3	9.76270917	9.868756225
VDR	8.862776958	8.673619745
VEGFA	10.79270041	10.85406633
VEGFB	9.692117158	9.499295668
VEGFC	9.612051455	9.09948974
VGF	3.335680958	4.134332268
VHL	9.95810727	9.955680833
EZR	11.73775259	12.42712249
VIM	15.53235915	14.91863241
TRPV1	4.794250698	4.798326358
VRK1	7.665342075	8.824504165
VRK2	8.591924165	8.53120165
WARS	9.98967004	11.24034476
WIPF1	10.10937974	9.480197093
EIF4H	11.94281808	12.19072731
CLIP2	9.481354823	9.26456537
LAT2	3.808475635	3.84094077
CORO2A	8.00464933	8.65871326
WEE1	8.912122938	9.167629068
WFS1	8.395059378	8.894291065
NSD2	10.61458462	11.29116755
NELFA	8.331087293	8.455074108
WNT3	6.219763868	6.310430448
WNT5A	10.37788172	7.161215335
WNT7B	8.101114588	7.744778948
WNT10B	3.53199658	4.385744688
WNT2B	3.563603603	3.372249263
WRB	8.13607526	7.78502734
WRN	7.999380093	7.936445065
XBP1	9.730013915	10.31339506
XDH	4.405446863	3.76400093
XK	3.20485347	3.404577768
XPA	7.774101878	7.710397303
XPC	9.999662963	8.456151708
XPNPEP1	9.51733072	9.714084823
XPO1	11.80374958	12.16665211
XRCC1	8.71837752	8.205295828
XRCC2	6.285640558	7.66799092
XRCC3	6.70972098	7.875279023
XRCC4	7.049315523	7.611649968
XRCC5	12.69164872	12.7476198
YES1	10.85737915	10.77786004
YY1	10.39664607	10.49782975
YWHAB	13.34485883	13.39211458
YWHAE	13.48596574	13.80981765
YWHAG	11.88316576	12.01969697
YWHAH	10.52327781	10.60300288
YWHAZ	13.84714233	13.89359294
SF1	11.90717288	12.16241534
ZFP36	9.946849488	9.14755826
ZFP37	6.624894795	6.06315608
ZBTB14	8.019325498	7.411081943
ZFPL1	8.837153463	9.045516005
ZFX	9.944978465	9.891901533
ZIC2	6.254048855	6.818692078
ZNF2	6.48190012	6.301641205
ZNF3	8.408882138	8.122241083
ZNF7	8.839952335	8.219860745
CNBP	11.01053107	11.10693682
ZNF10	6.257101728	5.900428738
ZNF12	8.877623508	7.8667261
ZNF14	5.969555088	5.825851793
ZNF708	6.653964218	6.330402293
ZNF16	6.957260195	6.53616084
ZNF17	6.289095818	6.288640933
ZNF18	6.22420354	5.615192228
ZNF19	5.177466448	4.764686958
ZNF182	7.2735149	7.321818488
ZNF22	5.876311173	8.923392168
ZNF23	7.33593023	7.47369133
ZNF24	10.19840113	10.25147094
ZNF26	6.967719285	6.846747445
ZNF28	7.948696153	8.260818478
ZSCAN20	6.332681815	5.928314068
ZNF32	7.58264051	7.522244255
ZNF33A	9.659577503	8.842603273
ZNF33B	8.949072958	7.46633866
ZNF35	7.02485035	6.80545257
ZKSCAN1	10.50333399	9.851247445
ZNF37A	9.379084318	9.356458528
ZSCAN21	6.937055948	6.863642903
ZNF41	8.688244745	8.59776665
MZF1	6.96189104	6.836268483
ZNF43	4.371559498	6.79881362
ZNF45	7.750638643	7.717355388
ZBTB25	6.786985683	6.81778002
ZNF70	6.393948113	5.772098953
ZNF74	6.373514738	6.006367363
ZNF75D	7.238782348	6.737327505
ZNF75A	7.39423124	7.90811543
ZNF76	8.022413303	8.34101646
ZNF79	6.103235458	5.75954853
ZNF84	8.70077409	8.31833547
ZNF221	4.767544098	4.428603293
ZNF85	6.552155058	6.888410633
ZNF91	8.252380878	7.676358115
ZNF222	5.309651598	5.260005428
ZNF121	6.8646226	7.551430848
ZNF124	6.39066503	6.517000415
ZNF131	9.18828464	9.538855235
ZNF133	7.212229995	6.291406873
ZNF134	8.967072045	8.671516393
ZNF136	6.494544015	6.191509783
