ID	Gene symbol ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000113575	PPP2CA	1064.454265828917	P67775	protein phosphatase 2 catalytic subunit alpha	PPP2CA	5515	11.40624854	63.272591	1865	72.559357	3461	67.22435	2559	78.728912	2943	2869.00986	0.562843364	1.114198654	0.217648229	0.473508209	0.716782666	11.56221276	73.396957	2096	108.048637	2902	73.229645	2753	116.822197	5072	11.27745341	11.51111008	11.32743081	11.57795736	11.34045496	11.64246657	11.33779714	11.7134389	NM_002715	1.084100485	0.143865096	1.084100485
ENSG00000114166	KAT2B	NaN		lysine acetyltransferase 2B	KAT2B	8850	9.083708833	11.00778	593	4.99569	435	11.178788	777	4.68255	320	451.4084062	0.09808855	-1.505569321	0.312823674	0.059155655	-1.887034725	8.492776542	4.757254	248	7.266968	357	5.051556	347	7.139129	566	9.19651094	8.63394133	9.21077291	8.57903217	8.4250292	8.74178568	8.4714171	8.72809997	NM_003884	1.710146947	0.345544745	-1.710146947
ENSG00000114738	MAPKAPK3	77.56598367265876	Q16644	mitogen-activated protein kinase-activated protein kinase 3	MAPKAPK3	7867	9.232853101	13.784284	468	16.37136	754	15.761285	582	16.268103	590	1042.152681	4.51E-15	2.463512372	0.159148984	3.01E-16	8.172950159	10.53393817	40.227221	1109	56.768306	1475	39.753882	1445	51.332317	2162	9.47654712	9.58323767	9.44801884	9.57879854	10.16135851	10.44640892	10.15149271	10.35920422	NM_001243925,NM_001243926,NM_004635	18.70512348	0.069557684	18.70512348
ENSG00000116030	SUMO1	278.7445194417527	P63165	small ubiquitin-like modifier 1	SUMO1	7341	10.56821347	71.54673	1172	61.775427	1698	77.222694	1661	70.278375	1495	1533.455854	0.82023038	1.02064483	0.096033756	0.758854844	0.306984929	10.59678689	78.568641	1247	84.779934	1263	82.961615	1769	92.911507	2258	10.51515033	10.54168538	10.59469025	10.63746663	10.53404005	10.56845728	10.59684079	10.65761015	NM_001005781,NM_001005782,NM_003352	0.523092844	0.054623993	0.523092844
ENSG00000116478	HDAC1	263.6052229299427	Q13547	histone deacetylase 1	HDAC1	3065	10.19447627	42.906948	1001	35.686726	1347	43.627151	1314	33.503952	991	1291.376445	0.054075876	1.203916443	0.123255893	0.029841305	2.172190396	10.46248265	49.96365	1129	62.88879	1337	47.089176	1401	58.78344	2019	10.27621179	10.24065107	10.29062739	10.1848361	10.34472478	10.51494774	10.2936916	10.4585582	NM_004964	5.689546373	0.047105052	5.689546373
ENSG00000116809	ZBTB17	NaN		zinc finger and BTB domain containing 17	ZBTB17	7709	7.967092306	7.663528	238	5.566699	279	6.607929	265	5.210648	205	227.0133295	0.054733635	-1.22668483	0.136031941	0.030244154	-2.16687805	7.671009487	5.613012	169	6.229498	176	6.250545	246	5.622655	258	8.02114045	7.86987418	7.89722453	7.81287589	7.70546597	7.76036154	7.78558574	7.68416989	NM_001242884,NM_001287603,NM_001287604,NM_001324137,NM_001324138,NM_003443	3.368307382	0.087902553	-3.368307382
ENSG00000117676	RPS6KA1	NaN		ribosomal protein S6 kinase A1	RPS6KA1	6195	7.836559659	5.32239	190	4.536252	262	5.093758	235	4.806126	218	355.203424	9.73E-7	2.108420204	0.206096574	1.77E-7	5.221641494	8.912368938	9.34429	323	15.704295	511	9.617859	437	14.252386	749	8.09060191	8.07687665	8.05948348	8.11790992	8.47998992	8.89423562	8.50250297	8.8148604	NM_001006665,NM_001330441,NM_002953	43.61080169	0.024668413	43.61080169
ENSG00000118046	STK11	NaN		serine/threonine kinase 11	STK11	6794	9.155799801	15.372296	562	9.857038	583	14.188358	670	9.294467	431	656.645309	0.039240771	1.302550899	0.16481222	0.020679616	2.313783221	9.537029314	19.838608	702	18.324217	610	18.593229	867	16.573776	892	9.38060554	9.12925972	9.31348899	9.07929348	9.5390478	9.44084595	9.48248334	9.35769019	NM_000455	2.642541832	0.144266217	2.642541832
ENSG00000118260	CREB1	84.7909078556718	P16220	cAMP responsive element binding protein 1	CREB1	1385	9.554653192	5.867264	609	4.950008	897	5.261683	755	5.0052	723	827.4968099	0.04804343	1.200934732	0.11874071	0.02610405	2.224660312	9.818518401	6.665476	705	8.262608	828	6.472324	926	9.668929	1329	9.59146322	9.63138285	9.55836309	9.65135197	9.68096451	9.8428979	9.67827441	9.8395944	NM_001320793,NM_004379,NM_134442,NR_135473	6.360284584	0.041486384	6.360284584
ENSG00000120129	DUSP1	NaN		dual specificity phosphatase 1	DUSP1	1843	11.83238619	175.231476	3955	79.072853	2888	178.525757	5203	77.872635	2229	2717.897391	0.002496358	-2.038287832	0.310377648	9.32876E-4	-3.310025054	10.80499294	83.517143	1826	57.501919	1183	84.749184	2440	59.472488	1978	11.85000994	11.2851079	11.86648159	11.26863547	11.15424737	10.85263745	11.16553183	10.8775162	NM_004417	3.059619526	0.33579118	-3.059619526
ENSG00000120910	PPP3CC	23.857040330381842	P48454-2	protein phosphatase 3 catalytic subunit gamma	PPP3CC	5533	7.852976118	6.659679	175	6.894022	293	6.162745	209	7.373934	242	199.790484	0.013687095	-1.372928238	0.167240784	0.006254742	-2.734119083	7.395614749	4.879191	124	6.537153	157	5.927139	194	5.995333	230	7.6804738	7.82814737	7.61690819	7.86833754	7.37735717	7.58213852	7.50837275	7.50564377	NM_001243974,NM_001243975,NM_005605	3.835899234	0.119231852	-3.835899234
ENSG00000120948	TARDBP	671.411511011685	Q13148	TAR DNA binding protein	TARDBP	23435	11.12798407	35.49765	1669	36.429401	2772	36.192379	2198	38.083305	2271	2537.42262	0.313453773	1.267653512	0.285877724	0.231354509	1.196876978	11.47007982	34.760475	1584	71.57534	3067	37.329388	2239	75.218208	5211	11.09749294	11.23854623	11.11431223	11.27276263	11.02218871	11.61610174	11.07957736	11.66443952	NM_007375	3.894125278	0.08784919	3.894125278
ENSG00000121022	COPS5	118.24119585634475	Q92905	COP9 signalosome subunit 5	COPS5	10987	9.11673832	26.562943	441	23.427389	630	29.592831	635	23.799049	502	558.31378	0.949489719	1.011617454	0.169681047	0.921768076	0.098206808	9.133080112	24.05117	387	36.366596	551	26.031773	552	35.851231	877	9.08276793	9.09734344	9.17544083	9.10767314	8.94327152	9.26222639	9.00733478	9.25176257	NM_006837	0.398113356	0.041048088	0.398113356
ENSG00000123143	PKN1	63.47378408830593	Q16512	protein kinase N1	PKN1	5585	10.6541974	35.784008	1229	37.963093	2110	35.650822	1581	34.819359	1517	2555.290256	1.24436E-4	2.171084241	0.269946425	3.43E-5	4.143102485	11.77275603	120.293579	4002	65.143959	2039	116.114876	5086	64.493683	3263	10.82171797	10.98295128	10.81915105	10.90958814	11.81353649	11.22925523	11.7795584	11.22327694	NM_002741,NM_213560	14.23295071	0.07858937	14.23295071
ENSG00000124216	SNAI1	NaN		snail family transcriptional repressor 1	SNAI1	6615	4.625486381	0.101029	2	1.784798	55	0.076636	2	1.758219	43	24.90475624	0.985209794	1.016105673	0.892388574	0.979392889	0.025830056	4.651098717	1.25347	24	0.929861	17	1.161448	29	1.257406	36	3.62565224	4.96624096	3.55789237	4.95589027	4.57236446	4.37059965	4.51695118	4.54677495	NM_005985	0.032377359	0.79105698	0.032377359
ENSG00000124422	USP22	8.233783947529087	Q9UPT9	ubiquitin specific peptidase 22	USP22	23326	12.15343503	69.585152	4050	52.978626	4991	68.983955	5185	51.558788	3806	4170.692469	0.011582005	-1.203213538	0.095494615	0.005192451	-2.794845614	11.8863651	55.849545	3149	61.283718	3251	55.762688	4140	62.012375	5318	12.16238547	12.04931219	12.15549583	12.02210068	11.91274694	11.96290587	11.91086698	11.97559162	NM_015276	3.705894017	0.072066262	-3.705894017
ENSG00000124762	CDKN1A	4.440371940796426	P38936	cyclin dependent kinase inhibitor 1A	CDKN1A	1026	11.60410797	85.522331	2059	115.095904	4485	82.59316	2540	111.721969	3397	2028.849719	4.6E-16	-3.295842687	0.203505858	2.79E-17	-8.455026318	9.883651923	34.150828	798	37.821826	830	32.84352	1010	37.132179	1305	11.0819773	11.48880317	11.04156746	11.45238044	10.26198327	10.31263049	10.23178914	10.29359336	NM_000389,NM_001220777,NM_001220778,NM_001291549,NM_078467	7.257023731	0.237074607	-7.257023731
ENSG00000126767	ELK1	NaN		ELK1,ETS transcription factor	ELK1	2002	9.704206347	25.792775	771	23.346986	1201	24.126201	860	14.374443	515	1016.916616	0.141734643	1.438082112	0.309772339	0.090639046	1.692036334	10.22840769	24.896904	675	51.230278	1327	27.374509	1005	50.05839	2078	9.89093696	9.97883636	9.77128973	9.50322183	9.74989501	10.34831963	9.84899861	10.32385729	NM_001114123,NM_001257168,NM_005229	2.534044938	0.206863476	2.534044938
ENSG00000130726	TRIM28	1263.9667871823501	Q13263,Q13263-2	tripartite motif containing 28	TRIM28	10155	11.49801608	77.193031	2547	60.986794	3257	73.212822	3120	60.254196	2521	3314.901928	0.139177808	1.29225146	0.217363692	0.088812452	1.701695569	11.86784806	79.369835	2537	130.82634	3934	73.802826	3106	126.435562	6146	11.62046295	11.54183438	11.57646353	11.52788148	11.58364197	11.99235009	11.52211843	11.96425845	NM_005762	8.960127792	0.041275302	8.960127792
ENSG00000131759	RARA	NaN		retinoic acid receptor alpha	RARA	5914	9.764829346	15.233846	559	19.756962	1171	17.429054	855	18.837601	908	680.5459249	6.9855E-4	-1.773956983	0.224238343	2.26103E-4	-3.687910891	8.939923907	15.431845	568	11.287906	390	10.327059	501	9.534398	534	9.37733022	9.72979274	9.52439086	9.71604728	9.35723056	9.07104243	9.0286269	8.94320833	NM_000964,NM_001024809,NM_001145301,NM_001145302	4.902853992	0.168250052	-4.902853992
ENSG00000132155	RAF1	11.984172105543447	P04049	Raf-1 proto-oncogene,serine/threonine kinase	RAF1	5894	10.29965378	28.441586	1039	23.509195	1390	30.505764	1439	24.438406	1132	1370.006222	0.055776156	1.174271726	0.10739045	0.030915024	2.158164765	10.53101399	32.88987	1164	39.540855	1316	33.387932	1555	40.61676	2185	10.34421931	10.30397295	10.40395143	10.33236897	10.40674276	10.53627766	10.4184752	10.56229604	NM_002880	5.497393925	0.042085434	5.497393925
ENSG00000135341	MAP3K7	9.80472830566038	O43318	mitogen-activated protein kinase kinase kinase 7	MAP3K7	6885	10.44775347	19.593033	1107	18.133322	1665	20.110783	1471	18.170165	1311	1051.86738	1.59E-22	-1.973890467	0.097236156	6.16E-24	-10.08927106	9.465742002	10.024903	554	11.913409	620	10.559968	765	12.403421	1036	10.22143267	10.2832806	10.24771641	10.28349323	9.6079233	9.7192143	9.64445311	9.74824177	NM_003188,NM_145331,NM_145332,NM_145333	32.56476849	0.030155641	-32.56476849
ENSG00000135679	MDM2	NaN		MDM2 proto-oncogene	MDM2	4193	10.1343799	6.983703	561	9.611041	1292	8.252037	891	16.434779	1708	915.0815086	0.170778562	-1.590593182	0.422650219	0.113146913	-1.584205714	9.463931346	4.265115	346	5.109716	390	9.585862	1007	11.88712	1440	9.53494636	9.95775253	9.70791346	10.43389375	9.13152445	9.24026179	9.76076287	9.92127282	NM_001145337,NM_001145339,NM_001145340,NM_001278462,NM_002392	1.715452981	0.390828872	-1.715452981
ENSG00000136238	RAC1	4930.566613686957	P63000,P63000-2	ras-related C3 botulinum toxin substrate 1 (rho family,small GTP binding protein Rac1)	RAC1	5879	12.33274448	142.112927	3710	156.901077	6644	145.101062	4899	159.951985	5329	5670.271214	0.074800604	1.198343368	0.129218156	0.043366793	2.020160009	12.59386069	215.504169	5451	206.844177	4924	216.663696	7213	215.365752	8282	12.26842726	12.47338628	12.28740856	12.48960681	12.56158651	12.4974218	12.56530226	12.53454517	NM_006908,NM_018890	2.21327426	0.11797734	2.21327426
ENSG00000136875	PRPF4	200.52450948968112	O43172-2	pre-mRNA processing factor 4	PRPF4	9128	9.10990667	11.324116	370	14.208419	750	11.194735	472	14.878016	616	1034.12611	3.43E-5	2.74306998	0.326795986	8.4E-6	4.454740854	10.56579051	27.200026	851	57.195027	1699	27.110279	1117	57.800511	2774	9.25896159	9.54086647	9.24993601	9.57522227	9.89569949	10.55073206	9.89241052	10.56359256	NM_001244926,NM_001322266,NM_001322267,NM_004697,NR_136265,NR_136266	8.277718393	0.175879846	8.277718393
ENSG00000137693	YAP1	559.3388953343227	P46937	Yes associated protein 1	YAP1	10413	11.94226988	56.087698	3312	46.141254	4449	56.292467	4231	48.381741	3598	4030.077381	0.282335348	1.048586146	0.053905587	0.204181816	1.269727212	12.01011618	61.376974	3487	63.308674	3417	62.508521	4675	66.276579	5713	11.9711555	11.93351873	11.96252877	11.95658566	11.98133922	11.98782551	11.99623729	12.01955676	NM_001130145,NM_001195044,NM_001195045,NM_001282097,NM_001282098,NM_001282099,NM_001282100,NM_001282101,NM_006106	4.21290928	0.016104382	4.21290928
ENSG00000138814	PPP3CA	284.9143916591871	Q08209-2	protein phosphatase 3 catalytic subunit alpha	PPP3CA	5530	10.92366051	33.815781	1745	29.061533	2430	36.601421	2441	17.993875	1168	1852.602175	0.574837165	-1.102015456	0.201339017	0.486389941	-0.696062099	10.78361709	28.401534	1424	32.297659	1522	29.908682	1964	32.927335	2486	10.9614743	10.95441694	11.03254965	10.54167607	10.75326057	10.83316767	10.79174058	10.84470811	NM_000944,NM_001130691,NM_001130692	0.626947313	0.223373507	-0.626947313
ENSG00000139687	RB1	14.648864583670104	P06400	RB transcriptional corepressor 1	RB1	5925	10.8156818	25.320166	1348	25.487579	2195	25.213808	1733	27.94972	1886	1555.228895	0.033288594	-1.377800962	0.194020766	0.017168347	-2.38308249	10.35324047	18.61327	960	26.453642	1283	17.064772	1158	26.842825	2105	10.63176759	10.76135859	10.62856068	10.83926609	10.3151539	10.57921904	10.24442557	10.59460606	NM_000321	4.478244695	0.103263971	-4.478244695
ENSG00000140575	IQGAP1	1319.0515200363002	P46940	IQ motif containing GTPase activating protein 1	IQGAP1	8826	13.4965208	100.14492	8050	119.976837	15609	100.823517	10467	118.631943	12095	9728.069695	0.002922885	-1.463224762	0.168422135	0.001111903	-3.260565462	12.94741908	94.964745	7396	81.884041	5999	94.90979	9731	82.447052	9765	13.23596873	13.52156015	13.24250923	13.50733986	13.12996793	12.97948348	13.12872321	12.98765982	NM_003870	3.453000899	0.159021598	-3.453000899
ENSG00000140992	PDPK1	3.7802543555671293	O15530-3	3-phosphoinositide dependent protein kinase 1	PDPK1	5170	9.644880215	7.67453	620	7.641764	999	7.910126	825	7.297479	748	730.9362348	0.012841876	-1.211559715	0.100409433	0.005826917	-2.757365566	9.369170752	7.660943	600	7.07783	521	7.651252	789	7.124071	848	9.53234028	9.65072711	9.5585587	9.60755285	9.47110656	9.37713586	9.46938969	9.3851438	NM_001261816,NM_002613,NM_031268	5.248100388	0.052535097	-5.248100388
ENSG00000141510	TP53	204.22253568233248	P04637	tumor protein p53	TP53	7157	9.779710175	25.771632	742	22.266046	1037	25.205205	937	21.149822	774	1237.740669	0.001564238	1.816125988	0.249350005	5.55555E-4	3.452433417	10.64068503	62.956419	1758	35.993529	947	63.529381	2336	36.361507	1550	9.97207858	9.96825343	9.95442374	9.92550264	10.68878512	10.16467823	10.69670021	10.17786866	NM_000546,NM_001126112,NM_001126113,NM_001126114,NM_001126115,NM_001126116,NM_001126117,NM_001126118,NM_001276695,NM_001276696,NM_001276697,NM_001276698,NM_001276699,NM_001276760,NM_001276761	40.77228838	0.021116667	40.77228838
ENSG00000141736	ERBB2	23.687306720390275	P04626-4	erb-b2 receptor tyrosine kinase 2	ERBB2	2064	10.8106371	31.972386	1640	24.059685	1996	31.574034	2116	20.792519	1369	1306.251832	2.99E-16	-2.199752646	0.13369386	1.78E-17	-8.507057117	9.673171536	14.589651	736	13.020789	638	19.704092	973	13.902308	1064	10.68412439	10.55468777	10.68411982	10.43209314	9.96119873	9.87067082	9.96366265	9.89706347	NM_001005862,NM_001289936,NM_001289937,NM_001289938,NM_004448,NR_110535	9.403723425	0.120959062	-9.403723425
ENSG00000142208	AKT1	65.69992907502574	P31749	AKT serine/threonine kinase 1	AKT1	207	10.9813999	43.685287	1456	51.856934	2746	42.076939	1811	48.931812	2068	2078.009496	0.697701145	1.055452027	0.156065841	0.617850929	0.498898446	11.05951588	54.438267	1757	63.188614	1919	52.410294	2227	61.429638	3015	10.87854288	11.12959373	10.84834298	11.09126581	11.00299793	11.10279088	10.97003065	11.08088504	NM_001014431,NM_001014432,NM_005163	0.542537363	0.143982674	0.542537363
ENSG00000145391	SETD7	64.51513179331832	Q8WTS6	SET domain containing lysine methyltransferase 7	SETD7	80854	11.60490231	32.76595	2606	26.577127	3432	34.119452	3503	28.046835	2803	2936.384212	0.111812489	-1.129015164	0.096199856	0.068788889	-1.819803796	11.42941452	28.719055	2254	32.367749	2343	28.16667	2896	34.35515	4121	11.57907736	11.52402422	11.61448669	11.55577319	11.42165621	11.47775957	11.40059978	11.55264266	NM_001306199,NM_001306200,NM_030648,NR_131339	4.59975589	0.038151544	-4.59975589
ENSG00000145604	SKP2	NaN		S-phase kinase associated protein 2	SKP2	6502	8.264648673	6.715761	248	5.836809	370	7.602969	329	5.585333	277	463.5068192	0.086596998	2.014410704	0.518250667	0.051229256	1.949554373	9.274889936	4.68351	178	23.883707	850	5.767402	280	27.1794	1359	8.3996288	8.44801838	8.42139484	8.40802762	8.11575496	9.47960002	8.24740638	9.4728625	NM_001243120,NM_005983,NM_032637	47.74447588	0.021159333	47.74447588
ENSG00000146648	EGFR	258.9332697492885	P00533	epidermal growth factor receptor	EGFR	1956	11.10580812	36.877985	1808	32.687855	2643	25.990846	2336	31.449309	1976	3144.034545	4.21E-5	1.853089035	0.201943932	1.05E-5	4.406828136	11.99584573	78.692754	4401	55.988479	2663	66.705268	5502	57.969959	4293	11.28517709	11.31796053	11.2861289	11.27624889	12.0248955	11.59971321	11.97651499	11.60006279	NM_001346897,NM_001346898,NM_001346899,NM_001346900,NM_001346941,NM_005228,NM_201282,NM_201283,NM_201284	48.71223373	0.018271336	48.71223373
ENSG00000147162	OGT	49.94573113995892	O15294	O-linked N-acetylglucosamine (GlcNAc) transferase	OGT	8473	10.80071398	29.884483	1827	16.370712	1620	30.767891	2427	14.782422	1147	1846.221619	0.799607188	1.07005127	0.287367372	0.733922002	0.339913059	10.89835433	33.903885	2008	21.950542	1223	34.293726	2674	22.150886	1995	10.99144737	10.60052344	11.01716669	10.51502322	11.0400896	10.63863733	11.04957979	10.64859566	NM_181672,NM_181673	0.375005573	0.260370397	0.375005573
ENSG00000148400	NOTCH1	1.7968147396697658	P46531	notch 1	NOTCH1	4851	8.615012035	3.566988	371	2.506034	421	3.285143	441	2.384998	314	605.7892826	9.65379E-4	2.090204313	0.295941841	3.25517E-4	3.594097962	9.678593884	9.710651	977	4.671183	442	8.975966	1188	4.991327	763	8.94292348	8.77340914	8.87655284	8.73224505	9.75907457	9.07752982	9.68426167	9.13548044	NM_017617	11.07440138	0.09603967	11.07440138
ENSG00000149269	PAK1	308.8924104418735	Q13153	p21 (RAC1) activated kinase 1	PAK1	5058	8.535749691	6.851944	266	7.213842	454	8.306743	417	7.046094	348	354.7275184	0.550116145	-1.097576641	0.181617172	0.459550687	-0.73958691	8.402300274	6.485323	241	9.697172	339	6.493529	320	9.089312	520	8.38469107	8.5482541	8.54760241	8.52562094	8.27265258	8.57833707	8.27846002	8.53643499	NM_001128620,NM_002576	1.697663177	0.078607711	-1.697663177
ENSG00000149311	ATM	0.2983385350848443	Q13315	ATM serine/threonine kinase	ATM	472	10.07041699	6.464345	954	4.804625	1148	7.015372	1337	8.029037	827	819.8677616	1.38E-8	-1.903644297	0.154589518	1.88E-9	-6.007936014	9.140867874	3.44989	494	3.095645	417	6.093155	719	3.413431	743	9.95175527	9.81445705	10.02676493	9.7367863	9.35638607	9.24476473	9.43668613	9.32319074	NM_000051,NM_001351834,NM_001351835,NM_001351836	7.096623691	0.130984699	-7.096623691
ENSG00000149554	CHEK1	7.038974248064063	O14757	checkpoint kinase 1	CHEK1	1111	8.814272052	8.467623	368	8.020157	511	8.295311	443	8.275681	457	676.5548427	0.002372092	2.006396913	0.302042347	8.80871E-4	3.326046967	9.81851276	13.872147	533	25.436085	986	13.33574	630	28.570432	1696	9.00929659	9.00020139	8.95421678	9.10290123	9.28040524	9.85249514	9.18937548	9.91402203	NM_001114121,NM_001114122,NM_001244846,NM_001274,NM_001330427,NM_001330428,NR_045204,NR_045205	16.10702936	0.062347978	16.10702936
ENSG00000149923	PPP4C	243.3343191471956	P60510	protein phosphatase 4 catalytic subunit	PPP4C	5531	9.367054732	31.783432	474	35.486557	894	31.278365	613	34.994094	661	790.3510197	0.002214635	1.393058314	0.142874246	8.15767E-4	3.347388804	9.846065202	49.295635	741	56.487757	802	53.425782	1044	55.387459	1268	9.35233107	9.59541233	9.35386375	9.54272642	9.69112386	9.78424566	9.74933519	9.76768289	NM_001303503,NM_001303504,NM_001303506,NM_001303507,NM_002720	3.7856105	0.126534536	3.7856105
ENSG00000149930	TAOK2	3.1263464823842733	Q9UL54,Q9UL54-2	TAO kinase 2	TAOK2	9344	9.581803304	11.428919	616	10.964362	935	11.103962	758	10.839984	735	649.5214539	5.48E-6	-1.43901063	0.107928624	1.14E-6	-4.865041614	9.057241286	8.42632	444	9.877519	478	8.030066	548	9.563474	755	9.45201749	9.52040893	9.41097523	9.51915957	9.14337132	9.22675892	9.09039735	9.21001741	NM_001252043,NM_004783,NM_016151	9.775900292	0.053658692	-9.775900292
ENSG00000150457	LATS2	NaN		large tumor suppressor kinase 2	LATS2	26524	9.789659058	11.724591	725	9.956947	996	11.709685	935	10.829443	849	756.1050705	3.3E-6	-1.411275349	0.099951404	6.61E-7	-4.972411319	9.292628097	9.456733	567	8.706822	491	9.788992	772	8.601889	784	9.6820066	9.66324589	9.68157346	9.73285721	9.43927216	9.34416223	9.46646917	9.33644049	NM_014572	16.60649628	0.029929911	-16.60649628
ENSG00000154229	PRKCA	199.71339432628253	P17252	protein kinase C alpha	PRKCA	5578	11.60726794	22.258177	2177	27.409019	4338	21.75001	2747	26.043552	3230	2631.900524	0.002547173	-1.455385468	0.163882607	9.54546E-4	-3.303592257	11.06604608	19.486858	1846	20.526463	1830	18.497929	2307	20.657125	2976	11.35004456	11.659721	11.33083334	11.6093591	11.17744335	11.19331986	11.13379557	11.20085473	NM_002737	3.160986166	0.171219307	-3.160986166
ENSG00000154582	ELOC	3107.273060182379	Q15369	elongin C	ELOC	6921	9.078273142	16.002904	369	18.665086	688	16.386827	513	19.900918	587	606.6429332	0.216374058	1.244595812	0.218842398	0.149165058	1.442486925	9.3939053	20.412314	462	31.511536	658	20.194384	621	31.373372	1105	8.98425056	9.21462093	9.04268828	9.28297236	9.13252661	9.45703732	9.14889799	9.4929855	NM_001204857,NM_001204858,NM_001204859,NM_001204860,NM_001204861,NM_001204862,NM_001204863,NM_001204864,NM_005648	2.242678282	0.140738937	2.242678282
ENSG00000156711	MAPK13	NaN		mitogen-activated protein kinase 13	MAPK13	5603	4.532730342	0.394801	28	0.19515	23	0.257445	24	0.162311	15	678.2159345	4.78E-49	57.93014213	0.389976802	5.69E-51	15.01689912	10.38076974	23.192154	1565	10.925157	705	23.432298	2088	10.790691	1118	6.69690904	6.4791029	6.52593467	6.43603187	9.89275611	9.10362803	9.90663837	9.08906608	NM_002754,NR_072996	51.14998543	0.114331204	51.14998543
ENSG00000157764	BRAF	9.7570357868696	P15056	B-Raf proto-oncogene,serine/threonine kinase	BRAF	673	7.290987787	4.009991	132	3.041291	162	4.589999	195	3.154766	132	183.8842928	0.06362789	1.346664271	0.204730366	0.03596304	2.097345074	7.722216278	6.948166	222	4.998894	150	6.423476	270	4.691453	228	7.39768079	7.29180005	7.50655158	7.31912852	7.79811997	7.4909092	7.72919646	7.44341041	NM_004333	4.4791326	0.096275	4.4791326
ENSG00000158402	CDC25C	NaN		cell division cycle 25C	CDC25C	995	6.4537736	3.441506	89	1.989468	80	3.59053	118	1.799668	58	186.7913242	4.59E-7	3.266284087	0.318079489	7.93E-8	5.368627442	8.159503526	8.180133	192	12.67129	293	6.638997	216	14.367788	512	7.0103056	6.69419494	7.02930229	6.64423715	7.59931277	8.00383669	7.464584	8.08129419	NM_001287582,NM_001287583,NM_001318098,NM_001790,NM_022809	8.378477545	0.203584711	8.378477545
ENSG00000160551	TAOK1	15.550078422523367	Q7L7X3	TAO kinase 1	TAOK1	57551	10.84045592	14.868793	2001	6.628274	1445	6.013956	1045	14.398958	2458	1669.538066	0.566852195	-1.217964243	0.400855821	0.477914326	-0.709661091	10.55601303	13.521495	1765	12.065243	1481	5.611482	962	9.360819	1822	10.99839353	10.4218967	10.23011402	11.09547239	10.84966297	10.71965937	10.12025634	10.48972825	NM_020791,NM_025142	0.668682822	0.425377893	-0.668682822
ENSG00000162889	MAPKAPK2	70.90071932355602	P49137	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	9261	11.30827547	53.630948	1835	61.215101	3365	53.221789	2354	59.37944	2576	2181.029138	0.002687316	-1.389056377	0.144237785	0.001012719	-3.286969189	10.83460536	52.03694	1727	46.123141	1463	48.00701	2097	45.995077	2290	11.0966287	11.33148878	11.09156519	11.30652199	11.01113273	10.89588309	10.9425122	10.87189513	NM_004759,NM_032960	3.636154485	0.130266773	-3.636154485
ENSG00000163932	PRKCD	12.103211754174126	Q05655	protein kinase C delta	PRKCD	5580	8.57303764	9.319134	295	9.094729	466	9.520691	389	9.11923	366	500.5439468	6.59E-9	1.626623559	0.114444762	8.63E-10	6.13291865	9.276703309	19.422194	590	16.762186	483	17.929642	723	17.480321	782	8.67437155	8.76871577	8.69122774	8.76712971	9.22548468	9.07409295	9.16143718	9.07838936	NM_001316327,NM_006254,NM_212539	14.1783724	0.04962951	14.1783724
ENSG00000164045	CDC25A	NaN		cell division cycle 25A	CDC25A	993	6.383018396	0.369212	16	2.509969	168	0.622145	34	2.389939	126	300.7529785	6.45006E-4	6.201345668	0.709370426	2.06318E-4	3.711151766	9.016935411	4.195856	168	18.657536	698	4.860262	257	18.063251	1100	6.17994489	7.33640364	6.37183813	7.29922861	7.58012417	8.93389866	7.70697159	8.91308668	NM_001789,NM_201567	4.3404893	0.606824907	4.3404893
ENSG00000164305	CASP3	41.57532160681977	P42574	caspase 3	CASP3	836	9.374276921	16.511965	493	16.499342	796	16.951445	653	18.371593	695	535.702567	0.086977733	-1.629671133	0.361788576	0.051475612	-1.947493388	8.671562248	10.824214	313	21.142511	575	11.768595	448	5.648901	249	9.11876932	9.24180116	9.14162317	9.33438814	8.70824665	9.24353871	8.77409855	8.21034562	NM_004346,NM_032991	7.08894459	0.09912825	-7.08894459
